"TreeID","Site","Canopy.Class","Species","DBH"
"LF3023","LF","Middle","QURU",22.3
"LF1013","LF","Middle","QURU",43
"LF1016","LF","Overstory","QURU",41.9
"NRP1040","NR","Overstory","FAGR",35.2
"PS2053","PS","Overstory","TSCA",20.8
"RH2106","RH","Middle","QURU",40.8
"GB1003","GB","Understory","FAGR",19.8
"TP1064","HF","Overstory","QURU",31.3
"HOW2025","HO","Overstory","ACRU",25.7
"LF1004","LF","Middle","ACRU",30.4
"LF2044","LF","Overstory","ACRU",23.9
"LF2046","LF","Overstory","QURU",39.8
"PS2142","PS","Overstory","TSCA",35.5
"RH2118","RH","Overstory","ACRU",36.6
"RH2067","RH","Middle","ACRU",12.4
"RH1099","RH","Overstory","QURU",36.8
"TP1046","HF","Overstory","QURU",34
"LF1002","LF","Overstory","QURU",66
"LF1003","LF","Understory","ACRU",22.3
"LF2018","LF","Understory","ACRU",16.3
"NRP4056","NR","Overstory","TSCA",34.8
"PS1029","PS","Understory","TSCA",17.5
"PS2074","PS","Overstory","TSCA",33.2
"PS2047","PS","Overstory","TSCA",29
"RH1084","RH","Middle","ACRU",17.9
"TP1038","HF","Understory","ACRU",19.7
"LF2004","LF","Middle","ACRU",21.6
"PS2023","PS","Overstory","TSCA",31.9
"PS2044","PS","Understory","TSCA",13.5
"HOW3044","HO","Overstory","TSCA",33.1
"HOW3082","HO","Overstory","ACRU",39.2
"HOW3062","HO","Overstory","ACRU",31.1
"RH1019","RH","Overstory","QURU",43.2
"RH2097","RH","Understory","FAGR",18.8
"RH2003","RH","Middle","FAGR",21.1
"GE2096","GE","Overstory","QURU",39.9
"PS1121","PS","Overstory","TSCA",26.2
"HOW2081","HO","Understory","TSCA",11.9
"LF3037","LF","Overstory","QURU",46.5
"LF2043","LF","Middle","ACRU",25.7
"PS1026","PS","Overstory","TSCA",32
"RH1031","RH","Overstory","ACRU",22.9
"RH2071","RH","Middle","QURU",33.5
"HOW3048","HO","Middle","TSCA",21
"RH1059","RH","Middle","ACRU",21.2
"HOW3063","HO","Overstory","ACRU",22.6
"LF3051","LF","Overstory","QURU",46.4
"LF2017","LF","Middle","QURU",31.3
"PS2043","PS","Overstory","TSCA",18.7
"RH1053","RH","Middle","ACRU",19.3
"GB2071","GB","Overstory","FAGR",21.6
"GE1071","GE","Middle","QURU",30.7
"HOW3001","HO","Overstory","TSCA",26.6
"HOW2018","HO","Overstory","ACRU",33
"HOW1007","HO","Overstory","ACRU",27
"HOW3011","HO","Understory","TSCA",13.7
"LF3022","LF","Middle","QURU",24.8
"LF3008","LF","Middle","QURU",24.5
"LF3004","LF","Overstory","QURU",32.9
"LF3014","LF","Overstory","QURU",35.8
"NRP1044","NR","Middle","FAGR",18.8
"PS2096","PS","Overstory","TSCA",22.4
"PS2014","PS","Understory","TSCA",21.1
"PS2111","PS","Overstory","TSCA",31.7
"PS2079","PS","Overstory","FAGR",27.6
"PS1003","PS","Understory","TSCA",13.2
"RH2074","RH","Middle","QURU",30.4
"RH1102","RH","Overstory","QURU",56.6
"GB1071","GB","Understory","FAGR",22.5
"GE3020","GE","Middle","FAGR",14.1
"HOW3051","HO","Middle","ACRU",14
"HOW1037","HO","Middle","TSCA",33.7
"LF3021","LF","Overstory","QURU",58.9
"LF3019","LF","Overstory","QURU",39.6
"LF3002","LF","Middle","QURU",19.8
"RH2006","RH","Overstory","ACRU",20.2
"HOW3055","HO","Overstory","TSCA",31.6
"HOW2083","HO","Overstory","ACRU",25.2
"HOW2060","HO","Middle","TSCA",18.4
"HOW2048","HO","Overstory","ACRU",23.4
"LF3044","LF","Middle","QURU",27.7
"LF2021","LF","Middle","QURU",36.1
"LF3028","LF","Understory","QURU",26
"LF3029","LF","Overstory","QURU",36.1
"LF3045","LF","Overstory","QURU",42.2
"LF3046","LF","Understory","ACRU",22.7
"LF3003","LF","Understory","FAGR",20.3
"LF3026","LF","Understory","QURU",18.8
"LF3009","LF","Overstory","ACRU",35.5
"NRP4090","NR","Overstory","TSCA",39.9
"NRP4132","NR","Overstory","TSCA",29.2
"NRP1029","NR","Understory","FAGR",20.7
"PS2102","PS","Overstory","TSCA",36.6
"PS2094","PS","Overstory","TSCA",28.2
"PS1042","PS","Overstory","TSCA",35.1
"PS2125","PS","Overstory","TSCA",16.7
"RH2082","RH","Overstory","QURU",46.7
"RH2050","RH","Understory","FAGR",12.2
"RH2103","RH","Overstory","QURU",37.4
"TP1051","HF","Understory","TSCA",30.6
"HOW1005","HO","Middle","TSCA",17.8
"HOW2054","HO","Understory","TSCA",18.8
"LF3053","LF","Understory","QURU",25.9
"NRP1019","NR","Middle","FAGR",22.6
"PS2052","PS","Overstory","TSCA",25.4
"PS1078","PS","Middle","TSCA",10.2
"GE2050","GE","Understory","ACRU",15.1
"HOW1014","HO","Overstory","TSCA",25.5
"HOW3032","HO","Middle","ACRU",23.9
"LF1036","LF","Overstory","QURU",37.5
"LF2048","LF","Middle","ACRU",29.4
"NRP1020","NR","Overstory","FAGR",61.3
"PS2029","PS","Overstory","TSCA",35
"PS2063","PS","Overstory","TSCA",38.3
"PS2021","PS","Overstory","TSCA",33.2
"PS2110","PS","Overstory","TSCA",34.7
"RH1036","RH","Middle","ACRU",20.8
"HOW1069","HO","Overstory","TSCA",25.8
"HOW1090","HO","Middle","ACRU",17.7
"LF3050","LF","Overstory","QURU",33.7
"LF3005","LF","Middle","QURU",19
"LF1035","LF","Understory","ACRU",28.1
"NRP4079","NR","Overstory","TSCA",32.2
"PS2113","PS","Overstory","TSCA",39.3
"PS2061","PS","Overstory","TSCA",24.7
"PS1086","PS","Understory","TSCA",16.8
"RH1055","RH","Understory","FAGR",14.4
"HOW2062","HO","Overstory","TSCA",34.9
"LF3001","LF","Overstory","QURU",37.9
"PS2122","PS","Overstory","TSCA",21.2
"PS2097","PS","Overstory","TSCA",25
"PS2008","PS","Overstory","TSCA",23.1
"PS2038","PS","Overstory","TSCA",30.7
"GE3001","GE","Understory","FAGR",10.1
"HOW1116","HO","Middle","ACRU",18.2
"HOW1024","HO","Middle","TSCA",18.4
"HOW1117","HO","Overstory","ACRU",14.5
"PS2085","PS","Overstory","TSCA",22.8
"PS1096","PS","Overstory","TSCA",50.5
"PS1032","PS","Middle","TSCA",13.3
"GB1037","GB","Overstory","TSCA",39.2
"TP1073","HF","Understory","TSCA",35.2
"LF3049","LF","Understory","ACRU",21.1
"NRP2032","NR","Understory","FAGR",17
"PS2087","PS","Understory","TSCA",17.2
"PS1112","PS","Middle","TSCA",21.3
"PS2018","PS","Overstory","TSCA",26.9
"PS2124","PS","Middle","TSCA",16.4
"GB1022","GB","Overstory","FAGR",21.8
"GE3033","GE","Overstory","ACRU",44.9
"TP2028","HF","Understory","ACRU",12.7
"TP2030","HF","Understory","ACRU",10.8
"TP2017","HF","Overstory","QURU",36.8
"TP2007","HF","Understory","ACRU",11.3
"TP2020","HF","Understory","ACRU",10.2
"TP2003","HF","Understory","ACRU",14
"TP2016","HF","Understory","ACRU",10.1
"HOW2089","HO","Overstory","TSCA",23.9
"HOW1076","HO","Understory","TSCA",14.3
"TP2050","HF","Understory","ACRU",12.2
"TP2077","HF","Understory","QURU",23.9
"TP2069","HF","Overstory","QURU",39.9
"TP2051","HF","Understory","QURU",22.4
"TP2084","HF","Understory","TSCA",37
"TP2026","HF","Understory","QURU",20.4
"TP2066","HF","Overstory","QURU",43.6
"TP2083","HF","Overstory","QURU",29.2
"HOW1012","HO","Overstory","TSCA",27.8
"LF1042","LF","Overstory","QURU",53.4
"LF3025","LF","Understory","ACRU",15.4
"LF3054","LF","Middle","FAGR",23.6
"NRP4073","NR","Overstory","TSCA",33.7
"PS2112","PS","Overstory","TSCA",24.8
"PS2105","PS","Middle","TSCA",24.8
"GE2046","GE","Middle","QURU",36.2
"TP2010","HF","Understory","TSCA",16.8
"TP2057","HF","Middle","QURU",27.9
"TP2055","HF","Overstory","QURU",30.4
"TP2024","HF","Overstory","QURU",30
"TP2006","HF","Middle","QURU",22.3
"TP2041","HF","Overstory","QURU",52.9
"TP2067","HF","Overstory","QURU",34.6
"TP2015","HF","Understory","ACRU",13.4
"TP2056","HF","Overstory","QURU",25.1
"HOW1008","HO","Understory","TSCA",15.2
"NRP3039","NR","Overstory","ACRU",30
"PS2034","PS","Overstory","TSCA",35
"PS2006","PS","Overstory","ACRU",33.6
"PS2103","PS","Middle","TSCA",25.2
"RH1037","RH","Overstory","ACRU",22.6
"GE1009","GE","Middle","ACRU",22
"GE2009","GE","Middle","ACRU",19.5
"TP2019","HF","Overstory","QURU",33.4
"TP2086","HF","Overstory","QURU",28.5
"TP2018","HF","Overstory","QURU",29.7
"TP2042","HF","Overstory","QURU",46
"TP2081","HF","Overstory","QURU",31
"TP2045","HF","Overstory","QURU",33.4
"HOW2077","HO","Overstory","TSCA",20.1
"HOW3004","HO","Overstory","TSCA",32.1
"HOW2100","HO","Middle","TSCA",26.4
"HOW2032","HO","Overstory","ACRU",28
"HOW2072","HO","Overstory","TSCA",27.1
"PS2033","PS","Overstory","TSCA",30.7
"GB2028","GB","Overstory","FAGR",34.1
"TP2054","HF","Overstory","QURU",31.7
"TP2029","HF","Understory","FAGR",18.2
"HOW3059","HO","Understory","TSCA",10.8
"HOW1105","HO","Middle","ACRU",16.4
"PS2026","PS","Overstory","TSCA",37.5
"PS2089","PS","Overstory","TSCA",31.8
"RH2098","RH","Overstory","QURU",36.7
"TP2013","HF","Middle","ACRU",12.1
"TP2021","HF","Middle","ACRU",16.5
"TP2031","HF","Overstory","QURU",27.9
"NRP4074","NR","Overstory","TSCA",38.1
"PS2057","PS","Overstory","TSCA",25.1
"GE1005","GE","Understory","ACRU",13.8
"TP2085","HF","Middle","QURU",22.4
"TP2005","HF","Overstory","QURU",43.9
"TP2079","HF","Understory","QURU",21.5
"TP2014","HF","Overstory","QURU",36.9
"TP2033","HF","Middle","QURU",30.8
"TP2038","HF","Middle","QURU",19.5
"TP2008","HF","Overstory","QURU",35.4
"TP2060","HF","Middle","QURU",21.3
"TP2035","HF","Overstory","ACRU",22.1
"HOW1011","HO","Overstory","TSCA",42.5
"HOW2065","HO","Overstory","TSCA",20.2
"NRP3055","NR","Overstory","FAGR",37.1
"NRP4109","NR","Understory","TSCA",20.5
"PS2118","PS","Understory","TSCA",15.5
"GE1049","GE","Overstory","ACRU",27
"TP2049","HF","Middle","QURU",28.6
"TP2068","HF","Overstory","QURU",30.6
"TP2078","HF","Understory","TSCA",26.8
"TP2080","HF","Overstory","QURU",32.5
"HOW3064","HO","Overstory","TSCA",44.5
"HOW3035","HO","Understory","TSCA",10.3
"LF3024","LF","Understory","ACRU",17.5
"LF3013","LF","Understory","ACRU",15.8
"PS2116","PS","Understory","TSCA",14.1
"TP2027","HF","Middle","QURU",28.5
"TP2043","HF","Understory","ACRU",13.4
"PS2020","PS","Overstory","TSCA",31.5
"PS2027","PS","Overstory","TSCA",23.2
"GE1090","GE","Understory","ACRU",18.6
"GE2041","GE","Overstory","QURU",38
"TP2044","HF","Middle","QURU",31.6
"NRP1006","NR","Middle","FAGR",23.9
"GB1055","GB","Overstory","FAGR",20.2
"GB1054","GB","Understory","FAGR",13.6
"GB2006","GB","Middle","FAGR",20.5
"GB2074","GB","Middle","FAGR",19
"TP2063","HF","Understory","QURU",22.3
"NRP3010","NR","Overstory","TSCA",28.5
"NRP4108","NR","Overstory","TSCA",31.5
"PS2035","PS","Understory","TSCA",13.8
"GE3054","GE","Middle","ACRU",15.9
"TP2072","HF","Overstory","QURU",32.1
"TP1069","HF","Understory","TSCA",31.5
"TP2076","HF","Understory","ACRU",20.9
"HOW3080","HO","Overstory","TSCA",34
"HOW2026","HO","Overstory","TSCA",36.5
"LF1018","LF","Overstory","ACRU",26
"NRP3013","NR","Overstory","ACRU",22.7
"NRP3087","NR","Overstory","ACRU",31.8
"PS2140","PS","Overstory","TSCA",32.2
"PS1017","PS","Overstory","TSCA",30.5
"PS1019","PS","Overstory","TSCA",26.8
"PS2005","PS","Understory","TSCA",22.8
"PS2017","PS","Overstory","TSCA",24.9
"RH2105","RH","Middle","FAGR",18.2
"GE2080","GE","Middle","ACRU",10.5
"TP2053","HF","Understory","TSCA",13
"TP2062","HF","Overstory","QURU",36.1
"LF1011","LF","Understory","ACRU",20.6
"NRP1041","NR","Understory","FAGR",11.2
"NRP3042","NR","Overstory","ACRU",24.6
"PS1114","PS","Overstory","ACRU",21.9
"PS1001","PS","Understory","TSCA",18.2
"PS2028","PS","Overstory","TSCA",20.8
"PS1066","PS","Overstory","TSCA",28.5
"PS2135","PS","Overstory","TSCA",24.6
"PS1059","PS","Overstory","TSCA",33.4
"HOW3036","HO","Middle","TSCA",14
"NRP3043","NR","Understory","FAGR",10.7
"NRP1049","NR","Overstory","FAGR",21.4
"PS1068","PS","Overstory","ACRU",37.6
"PS2119","PS","Overstory","ACRU",26.3
"PS2130","PS","Overstory","TSCA",25.1
"PS2101","PS","Overstory","TSCA",27.5
"PS1018","PS","Overstory","TSCA",30.8
"PS1063","PS","Overstory","TSCA",22.1
"TP2071","HF","Understory","TSCA",32.7
"TP2073","HF","Overstory","QURU",29.8
"NRP3016","NR","Overstory","ACRU",21.2
"PS2059","PS","Overstory","TSCA",21.2
"PS2056","PS","Overstory","TSCA",22.4
"PS2123","PS","Overstory","TSCA",34.1
"PS1008","PS","Middle","TSCA",19
"PS2009","PS","Overstory","ACRU",20.3
"PS2066","PS","Overstory","TSCA",23.9
"PS1049","PS","Middle","TSCA",22.3
"PS1044","PS","Understory","TSCA",15.9
"PS2016","PS","Middle","ACRU",16.2
"TP1026","HF","Understory","TSCA",10.6
"HOW2041","HO","Middle","TSCA",19.1
"HOW3086","HO","Middle","TSCA",13.9
"NRP1024","NR","Middle","FAGR",31.5
"NRP2035","NR","Understory","FAGR",10.2
"PS1012","PS","Understory","TSCA",14.8
"PS2129","PS","Overstory","TSCA",30.3
"PS2128","PS","Overstory","TSCA",31.2
"PS1038","PS","Overstory","TSCA",21.5
"PS1134","PS","Overstory","TSCA",27.1
"PS2078","PS","Understory","TSCA",10.4
"PS2136","PS","Middle","TSCA",20.8
"PS2011","PS","Understory","TSCA",19.5
"RH2042","RH","Overstory","QURU",50.2
"GB2047","GB","Understory","FAGR",12.7
"TP2052","HF","Understory","TSCA",16.6
"TP1072","HF","Understory","TSCA",23.7
"HOW3025","HO","Understory","TSCA",16.7
"PS2093","PS","Overstory","TSCA",31.4
"PS1009","PS","Understory","TSCA",10.5
"PS2025","PS","Overstory","ACRU",13.8
"PS2032","PS","Overstory","TSCA",33.1
"PS2088","PS","Overstory","TSCA",21.8
"PS1137","PS","Overstory","TSCA",30.5
"GB2045","GB","Middle","FAGR",13.9
"GB1079","GB","Overstory","TSCA",50.9
"GB1005","GB","Overstory","FAGR",11.8
"TP1018","HF","Understory","TSCA",23.2
"NRP3056","NR","Overstory","TSCA",39.6
"PS2081","PS","Overstory","TSCA",20.5
"PS2131","PS","Overstory","TSCA",25.8
"PS2024","PS","Overstory","TSCA",28.8
"PS1006","PS","Middle","TSCA",17
"PS1126","PS","Overstory","TSCA",24
"PS1052","PS","Understory","TSCA",25.9
"TP1058","HF","Understory","TSCA",23.7
"LF1017","LF","Understory","FAGR",10.3
"NRP4046","NR","Overstory","TSCA",23.1
"NRP1013","NR","Middle","FAGR",13.5
"PS1010","PS","Understory","TSCA",15
"PS2010","PS","Understory","TSCA",11.8
"PS2120","PS","Understory","TSCA",15.3
"PS2048","PS","Understory","TSCA",13.4
"PS2133","PS","Overstory","TSCA",24.4
"PS2100","PS","Overstory","TSCA",24.8
"PS2036","PS","Overstory","ACRU",13.2
"PS1046","PS","Overstory","TSCA",27.3
"RH2095","RH","Understory","FAGR",13.9
"GB2004","GB","Middle","FAGR",15.3
"HOW1042","HO","Understory","ACRU",12.1
"LF1028","LF","Middle","TSCA",21.4
"LF3027","LF","Overstory","QURU",36.1
"PS2072","PS","Overstory","TSCA",38.9
"PS1027","PS","Overstory","TSCA",18.1
"PS2012","PS","Understory","TSCA",12.2
"PS2015","PS","Overstory","ACRU",20.3
"GE3068","GE","Overstory","ACRU",37.9
"TP1013","HF","Understory","TSCA",24.3
"PS2040","PS","Understory","TSCA",14.3
"PS2080","PS","Middle","TSCA",23.9
"GB2043","GB","Overstory","FAGR",12.1
"TP2074","HF","Overstory","QURU",32.8
"NRP2044","NR","Understory","FAGR",15.8
"PS2086","PS","Overstory","QURU",18.9
"PS2039","PS","Understory","TSCA",12.4
"PS1048","PS","Middle","TSCA",19.3
"PS2013","PS","Understory","TSCA",11.5
"PS1056","PS","Overstory","TSCA",31
"GB1010","GB","Overstory","FAGR",12.8
"GE2074","GE","Understory","ACRU",11.4
"TP1035","HF","Understory","TSCA",22.4
"TP1027","HF","Understory","TSCA",18.4
"LF2023","LF","Understory","FAGR",13.4
"NRP3028","NR","Middle","ACRU",15.3
"NRP3009","NR","Overstory","TSCA",42.5
"NRP4077","NR","Overstory","TSCA",32.5
"NRP3075","NR","Overstory","FAGR",13
"PS1065","PS","Overstory","TSCA",23.4
"HOW2040","HO","Understory","TSCA",10.2
"NRP3006","NR","Middle","FAGR",13
"RH2004","RH","Understory","FAGR",12.1
"RH2102","RH","Middle","FAGR",11.3
"GE3043","GE","Middle","FAGR",14
"TP1045","HF","Understory","TSCA",20.7
"HOW1062","HO","Middle","TSCA",24.5
"LF2013","LF","Understory","FAGR",13.1
"NRP3063","NR","Overstory","FAGR",15.8
"RH1004","RH","Understory","FAGR",10.8
"GB1020","GB","Understory","FAGR",10.7
"GB2034","GB","Middle","FAGR",30.3
"NRP1014","NR","Middle","FAGR",18.5
"PS2117","PS","Middle","TSCA",17.9
"PS1064","PS","Overstory","TSCA",34.4
"GB2044","GB","Middle","FAGR",10.6
"GE2030","GE","Understory","QURU",23.1
"GE3009","GE","Middle","ACRU",17.8
"TP1028","HF","Understory","TSCA",19.5
"TP1033","HF","Understory","TSCA",12.7
"TP1019","HF","Understory","TSCA",16.4
"GB1086","GB","Middle","FAGR",16.5
"GE2072","GE","Understory","ACRU",12.6
"TP1074","HF","Understory","TSCA",21.2
"HOW3087","HO","Middle","TSCA",22.8
"HOW3081","HO","Overstory","TSCA",26.6
"GE2025","GE","Overstory","QURU",46.4
"GE3006","GE","Understory","FAGR",10.4
"TP1040","HF","Middle","FAGR",13.3
"TP1004","HF","Understory","TSCA",27.9
"TP1036","HF","Understory","TSCA",12.4
"TP1059","HF","Understory","TSCA",33.7
"GE1080","GE","Overstory","QURU",58
"TP2070","HF","Overstory","QURU",36.5
"LF1026","LF","Understory","TSCA",23.7
"NRP4062","NR","Overstory","QURU",53
"PS1045","PS","Overstory","ACRU",17.2
"GB1001","GB","Middle","FAGR",20.7
"TP1032","HF","Understory","TSCA",18
"HOW3045","HO","Understory","TSCA",11.6
"LF1024","LF","Understory","TSCA",23.4
"NRP3073","NR","Overstory","QURU",26.9
"PS1028","PS","Overstory","TSCA",25.5
"TP1005","HF","Understory","TSCA",17.4
"HOW3049","HO","Understory","TSCA",17.2
"GB1008","GB","Overstory","FAGR",19.7
"GB1050","GB","Understory","FAGR",14.9
"GE2088","GE","Middle","QURU",39.1
"PS2001","PS","Overstory","TSCA",30.2
"GE2027","GE","Understory","ACRU",13.2
"LF1001","LF","Understory","TSCA",18.1
"GB1002","GB","Middle","FAGR",21.4
"GE1046","GE","Understory","FAGR",10.2
"TP1002","HF","Understory","TSCA",13.9
"PS2134","PS","Overstory","TSCA",28.9
"GB1007","GB","Middle","FAGR",15.4
"TP1029","HF","Understory","TSCA",10.8
"LF1027","LF","Understory","TSCA",20.1
"NRP4084","NR","Understory","TSCA",26.2
"GB1085","GB","Middle","FAGR",19.7
"TP1067","HF","Understory","TSCA",23.5
"GB2001","GB","Middle","FAGR",12.1
"GE3040","GE","Overstory","QURU",45.5
"TP1016","HF","Understory","TSCA",16.8
"NRP3072","NR","Overstory","QURU",24
"GB1004","GB","Overstory","FAGR",15.7
"GB2007","GB","Middle","FAGR",10.9
"NRP4103","NR","Understory","TSCA",12
"GB1021","GB","Overstory","FAGR",27.1
"GB1019","GB","Middle","FAGR",19.8
"TP1041","HF","Understory","TSCA",16.4
"NRP3034","NR","Overstory","TSCA",58.1
"NRP4107","NR","Understory","TSCA",16.5
"NRP3023","NR","Understory","TSCA",13
"GB2022","GB","Overstory","FAGR",12.8
"NRP3067","NR","Understory","TSCA",13.3
"TP1009","HF","Overstory","TSCA",13.2
"NRP3007","NR","Middle","TSCA",13.7
"NRP4110","NR","Understory","FAGR",12.7
"GB2040","GB","Overstory","FAGR",13
"GB1042","GB","Understory","FAGR",11.5
"NRP3070","NR","Understory","TSCA",10.4
"LF1008","LF","Understory","TSCA",14.6
"LF1019","LF","Understory","TSCA",10.4
"LF3011","LF","Middle","ACRU",35.7
"GB1087","All","Overstory","TSCA",57.7
"GB2066","All","Overstory","FAGR",33.6
"GB2025","All","Overstory","FAGR",55.5
"GB2012","All","Overstory","FAGR",50.6
"GB1068","All","Overstory","TSCA",36
"GB1062","All","Overstory","FAGR",37.5
"GB1080","All","Overstory","FAGR",40.9
"GB1076","All","Overstory","TSCA",45.7
"GB1072","All","Overstory","FAGR",37.9
"GB1066","All","Overstory","TSCA",44.7
"GB1057","All","Middle","FAGR",24.4
"GB1047","All","Overstory","TSCA",44.1
"GB1024","All","Overstory","TSCA",62.9
"GB1016","All","Overstory","FAGR",40.3
"GB1013","All","Overstory","TSCA",47.1
"GB1074","All","Overstory","FAGR",29.3
"GB2082","All","Middle","TSCA",32.7
"GB1073","All","Understory","FAGR",10.2
"GB1058","All","Overstory","TSCA",61.1
"GB1063","All","Overstory","TSCA",44.6
"GB1082","All","Overstory","TSCA",59.6
"GB1033","All","Overstory","TSCA",38.7
"GE3002","All","Middle","FAGR",22
"GE3003","All","Overstory","ACRU",27.9
"GE2085","All","Middle","QURU",39.4
"GE2083","All","Understory","QURU",27
"GE3066","All","Overstory","QURU",45.5
"GE3034","All","Overstory","ACRU",42.1
"GE3057","All","Overstory","ACRU",31.6
"GE3051","All","Overstory","ACRU",41.5
"GE3047","All","Overstory","ACRU",31.9
"GE3031","All","Middle","FAGR",30.7
"GE3028","All","Middle","FAGR",25.2
"GE3025","All","Overstory","FAGR",25.8
"GE3022","All","Middle","FAGR",24.3
"GE3015","All","Overstory","QURU",53.5
"GE3004","All","Overstory","FAGR",26.5
"GE1088","All","Overstory","QURU",35.1
"GE1084","All","Overstory","QURU",44.5
"GE2034","All","Overstory","QURU",24.4
"GE2067","All","Overstory","ACRU",31.9
"GE2058","All","Overstory","QURU",36.3
"GE2051","All","Understory","QURU",27.5
"GE2010","All","Overstory","QURU",41.1
"GE1070","All","Middle","QURU",40.5
"GE1032","All","Overstory","QURU",29.7
"GE1057","All","Overstory","QURU",47.9
"GE1040","All","Overstory","QURU",40.4
"GE1042","All","Overstory","QURU",50.3
"GE3005","All","Overstory","ACRU",43.3
"GE1022","All","Middle","QURU",27.9
"GE1014","All","Middle","QURU",40.9
"GE1011","All","Overstory","QURU",51.1
"GE1012","All","Overstory","QURU",40.5
"GE3037","All","Overstory","QURU",40.1
"GE1085","All","Overstory","QURU",44.6
"GE1082","All","Overstory","QURU",42
"GE3060","All","Overstory","ACRU",40.8
"GE3050","All","Overstory","FAGR",21.2
"GE3046","All","Overstory","FAGR",22.6
"GE2076","All","Middle","QURU",28.4
"GE3029","All","Overstory","FAGR",32.1
"GE3026","All","Overstory","FAGR",25.1
"GE3027","All","Middle","FAGR",16
"GE3024","All","Middle","FAGR",25.2
"GE2036","All","Middle","QURU",44
"GE2065","All","Overstory","QURU",57.2
"GE2090","All","Middle","QURU",32.7
"GE2012","All","Overstory","QURU",29.5
"GE2042","All","Middle","QURU",32.6
"GE2022","All","Overstory","QURU",37.9
"GE2008","All","Overstory","QURU",42.3
"GE1010","All","Overstory","ACRU",35
"GE1039","All","Overstory","QURU",40.3
"GE1086","All","Overstory","QURU",51.8
"GE1023","All","Overstory","QURU",46.1
"GE1044","All","Overstory","QURU",47.3
"GE1058","All","Overstory","QURU",21.7
"GE3063","All","Overstory","ACRU",41.3
"GE1051","All","Understory","ACRU",15.2
"GE1030","All","Middle","QURU",30.4
"GE1019","All","Overstory","QURU",41.6
"GE3030","All","Overstory","FAGR",21.3
"GE1020","All","Overstory","QURU",42.9
"GE2018","All","Middle","QURU",33.3
"HOW3021","All","Middle","TSCA",26.2
"HOW2097","All","Overstory","TSCA",22.8
"HOW3083","All","Overstory","TSCA",43.4
"HOW3010","All","Overstory","TSCA",33.2
"HOW2074","All","Middle","TSCA",22.2
"HOW2005","All","Overstory","TSCA",35.6
"HOW3026","All","Overstory","TSCA",35.2
"HOW2042","All","Middle","TSCA",28.1
"HOW3069","All","Understory","TSCA",15.6
"HOW2056","All","Overstory","TSCA",30.4
"HOW2033","All","Overstory","TSCA",37.8
"HOW3079","All","Middle","TSCA",22
"HOW2039","All","Overstory","ACRU",15.2
"HOW3023","All","Overstory","ACRU",29.3
"HOW3046","All","Overstory","TSCA",37.5
"HOW2030","All","Overstory","TSCA",34
"HOW3075","All","Overstory","TSCA",18.7
"HOW2014","All","Overstory","TSCA",31.9
"HOW2028","All","Overstory","TSCA",23.7
"HOW2051","All","Overstory","TSCA",43.2
"HOW2043","All","Overstory","ACRU",32.1
"HOW3076","All","Overstory","TSCA",42.8
"HOW2001","All","Overstory","TSCA",31.3
"HOW3078","All","Overstory","TSCA",36
"HOW2099","All","Overstory","TSCA",28.5
"HOW3061","All","Overstory","TSCA",44.4
"HOW3084","All","Overstory","TSCA",47.1
"HOW3003","All","Middle","TSCA",19.1
"HOW3012","All","Overstory","TSCA",23.5
"HOW3029","All","Overstory","TSCA",45.6
"HOW2095","All","Overstory","TSCA",26
"HOW3047","All","Overstory","TSCA",43
"HOW3014","All","Overstory","TSCA",64.4
"HOW2023","All","Middle","TSCA",28.3
"HOW2044","All","Overstory","TSCA",45.9
"HOW1082","All","Overstory","TSCA",40.5
"HOW3005","All","Overstory","TSCA",48.4
"HOW3071","All","Overstory","TSCA",43.2
"HOW2002","All","Overstory","TSCA",35.1
"HOW3054","All","Overstory","ACRU",33.2
"HOW3074","All","Understory","TSCA",17
"HOW2064","All","Middle","TSCA",23.2
"HOW3052","All","Overstory","TSCA",38.9
"HOW3024","All","Overstory","ACRU",43.4
"HOW3037","All","Overstory","TSCA",41.3
"HOW3068","All","Overstory","TSCA",36.2
"HOW3072","All","Overstory","TSCA",31.2
"HOW2075","All","Overstory","ACRU",35.3
"HOW3073","All","Overstory","ACRU",27
"HOW2092","All","Overstory","TSCA",25.7
"HOW3034","All","Overstory","TSCA",39
"HOW3019","All","Middle","TSCA",24.7
"HOW3070","All","Understory","TSCA",15.4
"HOW2061","All","Overstory","ACRU",34.6
"HOW1094","All","Middle","TSCA",37.6
"HOW3020","All","Overstory","TSCA",27.9
"HOW3066","All","Overstory","TSCA",31.1
"HOW3033","All","Overstory","ACRU",37
"HOW3077","All","Overstory","TSCA",30.5
"LF3034","All","Overstory","QURU",35.1
"LF3017","All","Overstory","ACRU",50
"LF3006","All","Overstory","QURU",61
"LF1022","All","Overstory","QURU",67.5
"LF3042","All","Middle","QURU",32
"LF2014","All","Middle","ACRU",23.9
"NRP4092","All","Overstory","TSCA",42.2
"NRP4093","All","Middle","TSCA",31.2
"NRP4083","All","Overstory","QURU",55
"NRP4080","All","Overstory","TSCA",38.3
"NRP4069","All","Overstory","TSCA",34.7
"NRP4071","All","Overstory","TSCA",35
"NRP4059","All","Overstory","ACRU",38.1
"NRP4060","All","Overstory","QURU",44.5
"NRP4061","All","Overstory","TSCA",34
"NRP4052","All","Middle","TSCA",25.2
"NRP4049","All","Overstory","TSCA",48
"NRP4050","All","Understory","TSCA",16.2
