"TreeID","Site","Canopy.Class","Species","DBH"
"HOW3004","All","Overstory","TSCA",32.1
"HOW2100","All","Middle","TSCA",26.4
"HOW2032","All","Overstory","ACRU",28
"HOW2072","All","Overstory","TSCA",27.1
"PS2033","All","Overstory","TSCA",30.7
"GB2028","All","Overstory","FAGR",34.1
"TP2054","All","Overstory","QURU",31.7
"TP2029","All","Understory","FAGR",18.2
"HOW3059","All","Understory","TSCA",10.8
"HOW1105","All","Middle","ACRU",16.4
"PS2026","All","Overstory","TSCA",37.5
"PS2089","All","Overstory","TSCA",31.8
"RH2098","All","Overstory","QURU",36.7
"TP2013","All","Middle","ACRU",12.1
"TP2021","All","Middle","ACRU",16.5
"TP2031","All","Overstory","QURU",27.9
"NRP4074","All","Overstory","TSCA",38.1
"PS2057","All","Overstory","TSCA",25.1
"GE1005","All","Understory","ACRU",13.8
"TP2085","All","Middle","QURU",22.4
"TP2005","All","Overstory","QURU",43.9
"TP2079","All","Understory","QURU",21.5
"TP2014","All","Overstory","QURU",36.9
"TP2033","All","Middle","QURU",30.8
"TP2038","All","Middle","QURU",19.5
"TP2008","All","Overstory","QURU",35.4
"TP2060","All","Middle","QURU",21.3
"TP2035","All","Overstory","ACRU",22.1
"HOW1011","All","Overstory","TSCA",42.5
"HOW2065","All","Overstory","TSCA",20.2
"NRP3055","All","Overstory","FAGR",37.1
"NRP4109","All","Understory","TSCA",20.5
"PS2118","All","Understory","TSCA",15.5
"GE1049","All","Overstory","ACRU",27
"TP2049","All","Middle","QURU",28.6
"TP2068","All","Overstory","QURU",30.6
"TP2078","All","Understory","TSCA",26.8
"TP2080","All","Overstory","QURU",32.5
"HOW3064","All","Overstory","TSCA",44.5
"HOW3035","All","Understory","TSCA",10.3
"LF3024","All","Understory","ACRU",17.5
"LF3013","All","Understory","ACRU",15.8
"PS2116","All","Understory","TSCA",14.1
"TP2027","All","Middle","QURU",28.5
"TP2043","All","Understory","ACRU",13.4
"PS2020","All","Overstory","TSCA",31.5
"PS2027","All","Overstory","TSCA",23.2
"GE1090","All","Understory","ACRU",18.6
"GE2041","All","Overstory","QURU",38
"TP2044","All","Middle","QURU",31.6
"NRP1006","All","Middle","FAGR",23.9
"GB1055","All","Overstory","FAGR",20.2
"GB1054","All","Understory","FAGR",13.6
"GB2006","All","Middle","FAGR",20.5
"GB2074","All","Middle","FAGR",19
"TP2063","All","Understory","QURU",22.3
"NRP3010","All","Overstory","TSCA",28.5
"NRP4108","All","Overstory","TSCA",31.5
"PS2035","All","Understory","TSCA",13.8
"GE3054","All","Middle","ACRU",15.9
"TP2072","All","Overstory","QURU",32.1
"TP1069","All","Understory","TSCA",31.5
"TP2076","All","Understory","ACRU",20.9
"HOW3080","All","Overstory","TSCA",34
"HOW2026","All","Overstory","TSCA",36.5
"LF1018","All","Overstory","ACRU",26
"NRP3013","All","Overstory","ACRU",22.7
"NRP3087","All","Overstory","ACRU",31.8
"PS2140","All","Overstory","TSCA",32.2
"PS1017","All","Overstory","TSCA",30.5
"PS1019","All","Overstory","TSCA",26.8
"PS2005","All","Understory","TSCA",22.8
"PS2017","All","Overstory","TSCA",24.9
"RH2105","All","Middle","FAGR",18.2
"GE2080","All","Middle","ACRU",10.5
"TP2053","All","Understory","TSCA",13
"TP2062","All","Overstory","QURU",36.1
"LF1011","All","Understory","ACRU",20.6
"NRP1041","All","Understory","FAGR",11.2
"NRP3042","All","Overstory","ACRU",24.6
"PS1114","All","Overstory","ACRU",21.9
"PS1001","All","Understory","TSCA",18.2
"PS2028","All","Overstory","TSCA",20.8
"PS1066","All","Overstory","TSCA",28.5
"PS2135","All","Overstory","TSCA",24.6
"PS1059","All","Overstory","TSCA",33.4
"HOW3036","All","Middle","TSCA",14
"NRP3043","All","Understory","FAGR",10.7
"NRP1049","All","Overstory","FAGR",21.4
"PS1068","All","Overstory","ACRU",37.6
"PS2119","All","Overstory","ACRU",26.3
"PS2130","All","Overstory","TSCA",25.1
"PS2101","All","Overstory","TSCA",27.5
"PS1018","All","Overstory","TSCA",30.8
"PS1063","All","Overstory","TSCA",22.1
"TP2071","All","Understory","TSCA",32.7
"TP2073","All","Overstory","QURU",29.8
"NRP3016","All","Overstory","ACRU",21.2
"PS2059","All","Overstory","TSCA",21.2
"PS2056","All","Overstory","TSCA",22.4
"PS2123","All","Overstory","TSCA",34.1
"PS1008","All","Middle","TSCA",19
"PS2009","All","Overstory","ACRU",20.3
"PS2066","All","Overstory","TSCA",23.9
"PS1049","All","Middle","TSCA",22.3
"PS1044","All","Understory","TSCA",15.9
"PS2016","All","Middle","ACRU",16.2
"TP1026","All","Understory","TSCA",10.6
"HOW2041","All","Middle","TSCA",19.1
"HOW3086","All","Middle","TSCA",13.9
"NRP1024","All","Middle","FAGR",31.5
"NRP2035","All","Understory","FAGR",10.2
"PS1012","All","Understory","TSCA",14.8
"PS2129","All","Overstory","TSCA",30.3
"PS2128","All","Overstory","TSCA",31.2
"PS1038","All","Overstory","TSCA",21.5
"PS1134","All","Overstory","TSCA",27.1
"PS2078","All","Understory","TSCA",10.4
"PS2136","All","Middle","TSCA",20.8
"PS2011","All","Understory","TSCA",19.5
"RH2042","All","Overstory","QURU",50.2
"GB2047","All","Understory","FAGR",12.7
"TP2052","All","Understory","TSCA",16.6
"TP1072","All","Understory","TSCA",23.7
"HOW3025","All","Understory","TSCA",16.7
"PS2093","All","Overstory","TSCA",31.4
"PS1009","All","Understory","TSCA",10.5
"PS2025","All","Overstory","ACRU",13.8
"PS2032","All","Overstory","TSCA",33.1
"PS2088","All","Overstory","TSCA",21.8
"PS1137","All","Overstory","TSCA",30.5
"GB2045","All","Middle","FAGR",13.9
"GB1079","All","Overstory","TSCA",50.9
"GB1005","All","Overstory","FAGR",11.8
"TP1018","All","Understory","TSCA",23.2
"NRP3056","All","Overstory","TSCA",39.6
"PS2081","All","Overstory","TSCA",20.5
"PS2131","All","Overstory","TSCA",25.8
"PS2024","All","Overstory","TSCA",28.8
"PS1006","All","Middle","TSCA",17
"PS1126","All","Overstory","TSCA",24
"PS1052","All","Understory","TSCA",25.9
"TP1058","All","Understory","TSCA",23.7
"LF1017","All","Understory","FAGR",10.3
"NRP4046","All","Overstory","TSCA",23.1
"NRP1013","All","Middle","FAGR",13.5
"PS1010","All","Understory","TSCA",15
"PS2010","All","Understory","TSCA",11.8
"PS2120","All","Understory","TSCA",15.3
"PS2048","All","Understory","TSCA",13.4
"PS2133","All","Overstory","TSCA",24.4
"PS2100","All","Overstory","TSCA",24.8
"PS2036","All","Overstory","ACRU",13.2
"PS1046","All","Overstory","TSCA",27.3
"RH2095","All","Understory","FAGR",13.9
"GB2004","All","Middle","FAGR",15.3
"HOW1042","All","Understory","ACRU",12.1
"LF1028","All","Middle","TSCA",21.4
"LF3027","All","Overstory","QURU",36.1
"PS2072","All","Overstory","TSCA",38.9
"PS1027","All","Overstory","TSCA",18.1
"PS2012","All","Understory","TSCA",12.2
"PS2015","All","Overstory","ACRU",20.3
"GE3068","All","Overstory","ACRU",37.9
"TP1013","All","Understory","TSCA",24.3
"PS2040","All","Understory","TSCA",14.3
"PS2080","All","Middle","TSCA",23.9
"GB2043","All","Overstory","FAGR",12.1
"TP2074","All","Overstory","QURU",32.8
"NRP2044","All","Understory","FAGR",15.8
"PS2086","All","Overstory","QURU",18.9
"PS2039","All","Understory","TSCA",12.4
"PS1048","All","Middle","TSCA",19.3
"PS2013","All","Understory","TSCA",11.5
"PS1056","All","Overstory","TSCA",31
"GB1010","All","Overstory","FAGR",12.8
"GE2074","All","Understory","ACRU",11.4
"TP1035","All","Understory","TSCA",22.4
"TP1027","All","Understory","TSCA",18.4
"LF2023","All","Understory","FAGR",13.4
"NRP3028","All","Middle","ACRU",15.3
"NRP3009","All","Overstory","TSCA",42.5
"NRP4077","All","Overstory","TSCA",32.5
"NRP3075","All","Overstory","FAGR",13
"PS1065","All","Overstory","TSCA",23.4
"HOW2040","All","Understory","TSCA",10.2
"NRP3006","All","Middle","FAGR",13
"RH2004","All","Understory","FAGR",12.1
"RH2102","All","Middle","FAGR",11.3
"GE3043","All","Middle","FAGR",14
"TP1045","All","Understory","TSCA",20.7
"HOW1062","All","Middle","TSCA",24.5
"LF2013","All","Understory","FAGR",13.1
"NRP3063","All","Overstory","FAGR",15.8
"RH1004","All","Understory","FAGR",10.8
"GB1020","All","Understory","FAGR",10.7
"GB2034","All","Middle","FAGR",30.3
"NRP1014","All","Middle","FAGR",18.5
"PS2117","All","Middle","TSCA",17.9
"PS1064","All","Overstory","TSCA",34.4
"GB2044","All","Middle","FAGR",10.6
"GE2030","All","Understory","QURU",23.1
"GE3009","All","Middle","ACRU",17.8
"TP1028","All","Understory","TSCA",19.5
"TP1033","All","Understory","TSCA",12.7
"TP1019","All","Understory","TSCA",16.4
"GB1086","All","Middle","FAGR",16.5
"GE2072","All","Understory","ACRU",12.6
"TP1074","All","Understory","TSCA",21.2
"HOW3087","All","Middle","TSCA",22.8
"HOW3081","All","Overstory","TSCA",26.6
"GE2025","All","Overstory","QURU",46.4
"GE3006","All","Understory","FAGR",10.4
"TP1040","All","Middle","FAGR",13.3
"TP1004","All","Understory","TSCA",27.9
"TP1036","All","Understory","TSCA",12.4
"TP1059","All","Understory","TSCA",33.7
"GE1080","All","Overstory","QURU",58
"TP2070","All","Overstory","QURU",36.5
"LF1026","All","Understory","TSCA",23.7
"NRP4062","All","Overstory","QURU",53
"PS1045","All","Overstory","ACRU",17.2
"GB1001","All","Middle","FAGR",20.7
"TP1032","All","Understory","TSCA",18
"HOW3045","All","Understory","TSCA",11.6
"LF1024","All","Understory","TSCA",23.4
"NRP3073","All","Overstory","QURU",26.9
"PS1028","All","Overstory","TSCA",25.5
"TP1005","All","Understory","TSCA",17.4
"HOW3049","All","Understory","TSCA",17.2
"GB1008","All","Overstory","FAGR",19.7
"GB1050","All","Understory","FAGR",14.9
"GE2088","All","Middle","QURU",39.1
"PS2001","All","Overstory","TSCA",30.2
"GE2027","All","Understory","ACRU",13.2
"LF1001","All","Understory","TSCA",18.1
"GB1002","All","Middle","FAGR",21.4
"GE1046","All","Understory","FAGR",10.2
"TP1002","All","Understory","TSCA",13.9
"PS2134","All","Overstory","TSCA",28.9
"GB1007","All","Middle","FAGR",15.4
"TP1029","All","Understory","TSCA",10.8
"LF1027","All","Understory","TSCA",20.1
"NRP4084","All","Understory","TSCA",26.2
"GB1085","All","Middle","FAGR",19.7
"TP1067","All","Understory","TSCA",23.5
"GB2001","All","Middle","FAGR",12.1
"GE3040","All","Overstory","QURU",45.5
"TP1016","All","Understory","TSCA",16.8
"NRP3072","All","Overstory","QURU",24
"GB1004","All","Overstory","FAGR",15.7
"GB2007","All","Middle","FAGR",10.9
"NRP4103","All","Understory","TSCA",12
"GB1021","All","Overstory","FAGR",27.1
"GB1019","All","Middle","FAGR",19.8
"TP1041","All","Understory","TSCA",16.4
"NRP3034","All","Overstory","TSCA",58.1
"NRP4107","All","Understory","TSCA",16.5
"NRP3023","All","Understory","TSCA",13
"GB2022","All","Overstory","FAGR",12.8
"NRP3067","All","Understory","TSCA",13.3
"TP1009","All","Overstory","TSCA",13.2
"NRP3007","All","Middle","TSCA",13.7
"NRP4110","All","Understory","FAGR",12.7
"GB2040","All","Overstory","FAGR",13
"GB1042","All","Understory","FAGR",11.5
"NRP3070","All","Understory","TSCA",10.4
"LF1008","All","Understory","TSCA",14.6
"LF1019","All","Understory","TSCA",10.4
"LF3011","All","Middle","ACRU",35.7
