TreeID,CoreID,DBH..cm.,pith.offset,plot.id,Site,tree.number,species,canopy.class,live.dead,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,outer.present
NWB424,NWB424B,36.8,15,NWB,Niwot,80,PICO,NA,LIVE,1,2,B,N,1792,1807,1807,2012,NA,NA,NA,Y,NA,NA,2012
NWB431,NWB431A,28.7,9,NWB,Niwot,81,PIEN,NA,LIVE,1,2,A,N,1754,1763,1763,2012,NA,NA,NA,Y,NA,NA,2012
NWB431,NWB431B,28.7,1,NWB,Niwot,81,PIEN,NA,LIVE,1,2,B,N,1762,1763,1763,2012,NA,NA,NA,Y,NA,NA,2012
NWB432,NWB432A,25,0,NWB,Niwot,82,ABLA,NA,LIVE,1,2,A,Y,1911,1911,1911,2012,NA,NA,NA,Y,NA,NA,2012
NWB432,NWB432B,25,5,NWB,Niwot,82,ABLA,NA,LIVE,1,2,B,N,1914,1919,1919,2012,NA,NA,NA,Y,NA,NA,2012
NWB433,NWB433A,12.5,5,NWB,Niwot,83,ABLA,NA,LIVE,1,2,A,N,1921,1926,1926,2012,NA,NA,NA,Y,NA,NA,2012
NWB433,NWB433B,12.5,5,NWB,Niwot,83,ABLA,NA,LIVE,1,2,B,N,1921,1926,1926,2012,NA,NA,NA,Y,NA,NA,2012
NWB434,NWB434A,8.7,15,NWB,Niwot,84,ABLA,NA,LIVE,1,2,A,N,1906,1921,1921,2012,NA,NA,NA,Y,NA,NA,2012
NWB434,NWB434B,8.7,15,NWB,Niwot,84,ABLA,NA,LIVE,1,2,B,N,1906,1921,1921,2012,NA,NA,NA,Y,NA,NA,2012
NWB441,NWB441A,36.1,10,NWB,Niwot,85,PICO,NA,LIVE,1,2,A,N,1753,1763,1763,2012,NA,NA,NA,Y,NA,NA,2012
NWB441,NWB441B,36.1,5,NWB,Niwot,85,PICO,NA,LIVE,1,2,B,N,1776,1781,1781,2012,NA,NA,NA,Y,NA,NA,2012
NWB442,NWB442A,41.4,7,NWB,Niwot,86,PIEN,NA,DEAD,1,2,A,N,1921,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB442,NWB442B,41.4,7,NWB,Niwot,86,PIEN,NA,DEAD,1,2,B,N,1921,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB443,NWB443A,10,1,NWB,Niwot,87,PICO,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB443,NWB443B,10,1,NWB,Niwot,87,PICO,NA,LIVE,1,2,B,N,1946,1947,1947,2012,NA,NA,NA,Y,NA,NA,2012
NWB444,NWB444A,8.7,8,NWB,Niwot,88,ABLA,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB444,NWB444B,8.7,8,NWB,Niwot,88,ABLA,NA,LIVE,1,2,B,N,1931,1939,1939,2012,NA,NA,NA,Y,NA,NA,2012
NWB451,NWB451A,18.7,6,NWB,Niwot,89,ABLA,NA,LIVE,1,2,A,N,1903,1909,1909,2012,NA,NA,NA,Y,NA,NA,2012
NWB451,NWB451B,18.7,2,NWB,Niwot,89,ABLA,NA,LIVE,1,2,B,N,1911,1913,1913,2012,NA,NA,NA,Y,NA,NA,2012
NWB452,NWB452A,18.7,7,NWB,Niwot,90,ABLA,NA,LIVE,1,2,A,N,1820,1827,1827,2012,NA,NA,NA,Y,NA,NA,2012
NWB452,NWB452B,18.7,7,NWB,Niwot,90,ABLA,NA,LIVE,1,2,B,N,1820,1827,1827,2012,NA,NA,NA,Y,NA,NA,2012
NWB453,NWB453A,12.7,1,NWB,Niwot,91,ABLA,NA,LIVE,1,2,A,N,1920,1921,1921,2012,NA,NA,NA,Y,NA,NA,2012
NWB453,NWB453B,12.7,1,NWB,Niwot,91,ABLA,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB454,NWB454A,15.6,0,NWB,Niwot,92,ABLA,NA,LIVE,1,2,A,Y,1925,1925,1925,2012,NA,NA,NA,Y,NA,NA,2012
NWB454,NWB454B,15.6,0,NWB,Niwot,92,ABLA,NA,LIVE,1,2,B,Y,1925,1925,1925,2012,NA,NA,NA,Y,NA,NA,2012
NWB461,NWB461A,27.6,NA,NWB,Niwot,93,PICO,NA,LIVE,1,2,A,N,NA,1862,1862,2012,NA,NA,NA,Y,NA,NA,2012
NWB461,NWB461B,27.6,8,NWB,Niwot,93,PICO,NA,LIVE,1,2,B,N,1823,1831,1831,2012,NA,NA,NA,Y,NA,NA,2012
NWB462,NWB462A,6.4,4,NWB,Niwot,94,PIEN,NA,LIVE,1,2,A,N,1924,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB462,NWB462B,6.4,4,NWB,Niwot,94,PIEN,NA,LIVE,1,2,B,N,1924,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB463,NWB463A,9.5,0,NWB,Niwot,95,ABLA,NA,LIVE,1,2,A,Y,1932,1932,1932,2012,NA,NA,NA,Y,NA,NA,2012
NWB463,NWB463B,9.5,0,NWB,Niwot,95,ABLA,NA,LIVE,1,2,B,Y,1932,1932,1932,2012,NA,NA,NA,Y,NA,NA,2012
NWB464,NWB464A,25.1,NA,NWB,Niwot,96,PICO,NA,LIVE,1,2,A,N,NA,1864,1864,2012,NA,NA,NA,Y,NA,NA,2012
NWB464,NWB464B,25.1,8,NWB,Niwot,96,PICO,NA,LIVE,1,2,B,N,1802,1810,1810,2012,NA,NA,NA,Y,NA,NA,2012
NWB511,NWB511A,10.1,3,NWB,Niwot,97,ABLA,NA,LIVE,1,2,A,N,1928,1931,1931,2012,NA,NA,NA,Y,NA,NA,2012
NWB511,NWB511B,10.1,3,NWB,Niwot,97,ABLA,NA,LIVE,1,2,B,N,1928,1931,1931,2012,NA,NA,NA,Y,NA,NA,2012
NWB512,NWB512A,24.5,0,NWB,Niwot,98,PIEN,NA,LIVE,1,2,A,Y,1843,1843,1843,2012,NA,NA,NA,Y,NA,NA,2012
NWB512,NWB512B,24.5,5,NWB,Niwot,98,PIEN,NA,LIVE,1,2,B,N,1847,1852,1852,2012,NA,NA,NA,Y,NA,NA,2012
NWB513,NWB513A,20.3,8,NWB,Niwot,99,PIEN,NA,LIVE,1,2,A,N,1866,1874,1874,2012,NA,NA,NA,Y,NA,NA,2012
NWB513,NWB513B,20.3,8,NWB,Niwot,99,PIEN,NA,LIVE,1,2,B,N,1868,1876,1876,2012,NA,NA,NA,Y,NA,NA,2012
NWB514,NWB514A,16.2,0,NWB,Niwot,100,ABLA,NA,LIVE,1,2,A,Y,1912,1912,1912,2012,NA,NA,NA,Y,NA,NA,2012
NWB514,NWB514B,16.2,0,NWB,Niwot,100,ABLA,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB521,NWB521A,15.3,8,NWB,Niwot,101,ABLA,NA,LIVE,1,2,A,N,1899,1907,1907,2012,NA,NA,NA,Y,NA,NA,2012
NWB521,NWB521B,15.3,8,NWB,Niwot,101,ABLA,NA,LIVE,1,2,B,N,1899,1907,1907,2012,NA,NA,NA,Y,NA,NA,2012
NWB522,NWB522A,30.7,3,NWB,Niwot,102,PICO,NA,LIVE,1,2,A,N,1813,1816,1816,2012,NA,NA,NA,Y,NA,NA,2012
NWB522,NWB522B,30.7,3,NWB,Niwot,102,PICO,NA,LIVE,1,2,B,N,1814,1817,1817,2012,NA,NA,NA,Y,NA,NA,2012
NWB523,NWB523A,13.5,25,NWB,Niwot,103,ABLA,NA,LIVE,1,2,A,N,1862,1887,1887,2012,NA,NA,NA,Y,NA,NA,2012
NWB523,NWB523B,13.5,25,NWB,Niwot,103,ABLA,NA,LIVE,1,2,B,N,1862,1887,1887,2012,NA,NA,NA,Y,NA,NA,2012
NWB524,NWB524A,20.1,0,NWB,Niwot,104,PIEN,NA,LIVE,1,2,A,Y,1826,1826,1826,2012,NA,NA,NA,Y,NA,NA,2012
NWB524,NWB524B,20.1,0,NWB,Niwot,104,PIEN,NA,LIVE,1,2,B,Y,1828,1828,1828,2012,NA,NA,NA,Y,NA,NA,2012
NWB531,NWB531A,6.3,0,NWB,Niwot,105,ABLA,NA,LIVE,1,2,A,Y,1924,1924,1924,2012,NA,NA,NA,Y,NA,NA,2012
NWB531,NWB531B,6.3,0,NWB,Niwot,105,ABLA,NA,LIVE,1,2,B,Y,1924,1924,1924,2012,NA,NA,NA,Y,NA,NA,2012
NWB532,NWB532A,21.7,3,NWB,Niwot,106,ABLA,NA,LIVE,1,2,A,N,1809,1812,1812,2012,NA,NA,NA,Y,NA,NA,2012
NWB532,NWB532B,21.7,3,NWB,Niwot,106,ABLA,NA,LIVE,1,2,B,N,1811,1814,1814,2012,NA,NA,NA,Y,NA,NA,2012
NWB533,NWB533A,14.7,0,NWB,Niwot,107,ABLA,NA,LIVE,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB533,NWB533B,14.7,0,NWB,Niwot,107,ABLA,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB534,NWB534A,22.3,7,NWB,Niwot,108,PIEN,NA,LIVE,1,2,A,N,1842,1849,1849,2012,NA,NA,NA,Y,NA,NA,2012
NWB534,NWB534B,22.3,7,NWB,Niwot,108,PIEN,NA,LIVE,1,2,B,N,1842,1849,1849,2012,NA,NA,NA,Y,NA,NA,2012
NWB541,NWB541A,7.1,0,NWB,Niwot,109,PICO,NA,LIVE,1,2,A,Y,1937,1937,1937,2012,NA,NA,NA,Y,NA,NA,2012
NWB541,NWB541B,7.1,0,NWB,Niwot,109,PICO,NA,LIVE,1,2,B,Y,1937,1937,1937,2012,NA,NA,NA,Y,NA,NA,2012
NWB542,NWB542A,6.5,6,NWB,Niwot,110,ABLA,NA,LIVE,1,2,A,N,1905,1911,1911,2012,NA,NA,NA,Y,NA,NA,2012
NWB542,NWB542B,6.5,6,NWB,Niwot,110,ABLA,NA,LIVE,1,2,B,N,1905,1911,1911,2012,NA,NA,NA,Y,NA,NA,2012
NWB543,NWB543A,11.5,5,NWB,Niwot,111,ABLA,NA,LIVE,1,2,A,N,1925,1930,1930,2012,NA,NA,NA,Y,NA,NA,2012
NWB543,NWB543B,11.5,5,NWB,Niwot,111,ABLA,NA,LIVE,1,2,B,N,1925,1930,1930,2012,NA,NA,NA,Y,NA,NA,2012
NWB544,NWB544A,30.5,8,NWB,Niwot,112,PICO,NA,LIVE,1,2,A,N,1825,1833,1833,2012,NA,NA,NA,Y,NA,NA,2012
NWB544,NWB544B,30.5,20,NWB,Niwot,112,PICO,NA,LIVE,1,2,B,N,1766,1786,1786,2012,NA,NA,NA,Y,NA,NA,2012
NWB551,NWB551A,32,25,NWB,Niwot,113,PICO,NA,LIVE,1,2,A,N,1770,1795,1795,2012,NA,NA,NA,Y,NA,NA,2012
NWB551,NWB551B,32,9,NWB,Niwot,113,PICO,NA,LIVE,1,2,B,N,1775,1784,1784,2012,NA,NA,NA,Y,NA,NA,2012
NWB552,NWB552A,10.2,0,NWB,Niwot,114,PIEN,NA,LIVE,1,2,A,Y,1923,1923,1923,2012,NA,NA,NA,Y,NA,NA,2012
NWB552,NWB552B,10.2,0,NWB,Niwot,114,PIEN,NA,LIVE,1,2,B,Y,1923,1923,1923,2012,NA,NA,NA,Y,NA,NA,2012
NWB553,NWB553A,41,NA,NWB,Niwot,115,PICO,NA,LIVE,1,2,A,N,NA,1832,1832,2012,NA,NA,NA,Y,NA,NA,2012
NWB553,NWB553B,41,4,NWB,Niwot,115,PICO,NA,LIVE,1,2,B,N,1804,1808,1808,2012,NA,NA,NA,Y,NA,NA,2012
NWB554,NWB554A,19.8,NA,NWB,Niwot,116,ABLA,NA,LIVE,1,2,A,N,NA,1909,1909,2012,NA,NA,NA,Y,NA,NA,2012
NWB554,NWB554B,19.8,7,NWB,Niwot,116,ABLA,NA,LIVE,1,2,B,N,1899,1906,1906,2012,NA,NA,NA,Y,NA,NA,2012
NWB561,NWB561A,34.1,3,NWB,Niwot,117,PICO,NA,LIVE,1,2,A,N,1748,1751,1751,2012,NA,NA,NA,Y,NA,NA,2012
NWB561,NWB561B,34.1,5,NWB,Niwot,117,PICO,NA,LIVE,1,2,B,N,1751,1756,1756,2012,NA,NA,NA,Y,NA,NA,2012
NWB562,NWB562A,30.7,NA,NWB,Niwot,118,PICO,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB562,NWB562B,30.7,NA,NWB,Niwot,118,PICO,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB563,NWB563A,7.9,15,NWB,Niwot,119,PICO,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB563,NWB563B,7.9,15,NWB,Niwot,119,PICO,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB564,NWB564A,19.5,2,NWB,Niwot,120,ABLA,NA,LIVE,1,2,A,N,1831,1833,1833,2012,NA,NA,NA,Y,NA,NA,2012
NWB564,NWB564B,19.5,2,NWB,Niwot,120,ABLA,NA,LIVE,1,2,B,N,1831,1833,1833,2012,NA,NA,NA,Y,NA,NA,2012
NWB611,NWB611A,8.2,20,NWB,Niwot,121,ABLA,NA,LIVE,1,2,A,N,1844,1864,1864,2012,NA,NA,NA,Y,NA,NA,2012
NWB611,NWB611B,8.2,20,NWB,Niwot,121,ABLA,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB612,NWB612A,17.3,2,NWB,Niwot,122,ABLA,NA,LIVE,1,2,A,N,1829,1831,1831,2012,NA,NA,NA,Y,NA,NA,2012
NWB612,NWB612B,17.3,2,NWB,Niwot,122,ABLA,NA,LIVE,1,2,B,N,1829,1831,1831,2012,NA,NA,NA,Y,NA,NA,2012
NWB613,NWB613A,14.8,0,NWB,Niwot,123,PIEN,NA,DEAD,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB613,NWB613B,14.8,0,NWB,Niwot,123,PIEN,NA,DEAD,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB614,NWB614A,14,8,NWB,Niwot,124,ABLA,NA,LIVE,1,2,A,N,1823,1831,1831,2012,NA,NA,NA,Y,NA,NA,2012
NWB614,NWB614B,14,8,NWB,Niwot,124,ABLA,NA,LIVE,1,2,B,N,1823,1831,1831,2012,NA,NA,NA,Y,NA,NA,2012
NWB621,NWB621A,6.2,0,NWB,Niwot,125,PIEN,NA,LIVE,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB621,NWB621B,6.2,0,NWB,Niwot,125,PIEN,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB622,NWB622A,10.3,0,NWB,Niwot,126,ABLA,NA,LIVE,1,2,A,Y,1909,1909,1909,2012,NA,NA,NA,Y,NA,NA,2012
NWB622,NWB622B,10.3,0,NWB,Niwot,126,ABLA,NA,LIVE,1,2,B,Y,1909,1909,1909,2012,NA,NA,NA,Y,NA,NA,2012
NWB623,NWB623A,11.3,4,NWB,Niwot,127,ABLA,NA,LIVE,1,2,A,N,1920,1924,1924,2012,NA,NA,NA,Y,NA,NA,2012
NWB623,NWB623B,11.3,4,NWB,Niwot,127,ABLA,NA,LIVE,1,2,B,N,1921,1925,1925,2012,NA,NA,NA,Y,NA,NA,2012
NWB624,NWB624A,15.1,30,NWB,Niwot,128,PIEN,NA,LIVE,1,2,A,N,1827,1857,1857,2012,NA,NA,NA,Y,NA,NA,2012
NWB624,NWB624B,15.1,30,NWB,Niwot,128,PIEN,NA,LIVE,1,2,B,N,1827,1857,1857,2012,NA,NA,NA,Y,NA,NA,2012
NWB631,NWB631A,20.9,15,NWB,Niwot,129,PIEN,NA,LIVE,1,2,A,N,1871,1886,1886,2012,NA,NA,NA,Y,NA,NA,2012
NWB631,NWB631B,20.9,15,NWB,Niwot,129,PIEN,NA,LIVE,1,2,B,N,1871,1886,1886,2012,NA,NA,NA,Y,NA,NA,2012
NWB632,NWB632A,30.8,0,NWB,Niwot,130,PICO,NA,LIVE,1,2,A,Y,1801,1801,1801,2012,NA,NA,NA,Y,NA,NA,2012
NWB632,NWB632B,30.8,0,NWB,Niwot,130,PICO,NA,LIVE,1,2,B,Y,1788,1788,1788,2012,NA,NA,NA,Y,NA,NA,2012
NWB633,NWB633A,22.9,0,NWB,Niwot,131,ABLA,NA,LIVE,1,2,A,Y,1841,1841,1841,2012,NA,NA,NA,Y,NA,NA,2012
NWB633,NWB633B,22.9,18,NWB,Niwot,131,ABLA,NA,LIVE,1,2,B,N,1818,1836,1836,2012,NA,NA,NA,Y,NA,NA,2012
NWB634,NWB634A,25.6,7,NWB,Niwot,132,PICO,NA,DEAD,1,2,A,N,1767,1774,1774,1904,NA,NA,NA,Y,NA,NA,1904
NWB634,NWB634B,25.6,7,NWB,Niwot,132,PICO,NA,DEAD,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB641,NWB641A,9.5,3,NWB,Niwot,133,ABLA,NA,LIVE,1,2,A,N,1918,1921,1921,2012,NA,NA,NA,Y,NA,NA,2012
NWB641,NWB641B,9.5,3,NWB,Niwot,133,ABLA,NA,LIVE,1,2,B,N,1918,1921,1921,2012,NA,NA,NA,Y,NA,NA,2012
NWB642,NWB642A,12,5,NWB,Niwot,134,ABLA,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB642,NWB642B,12,5,NWB,Niwot,134,ABLA,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB643,NWB643A,9.4,1,NWB,Niwot,135,PICO,NA,LIVE,1,2,A,N,1925,1926,1926,2012,NA,NA,NA,Y,NA,NA,2012
NWB643,NWB643B,9.4,1,NWB,Niwot,135,PICO,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB644,NWB644A,19.1,1,NWB,Niwot,136,ABLA,NA,LIVE,1,2,A,N,1909,1910,1910,2012,NA,NA,NA,Y,NA,NA,2012
NWB644,NWB644B,19.1,1,NWB,Niwot,136,ABLA,NA,LIVE,1,2,B,N,1909,1910,1910,2012,NA,NA,NA,Y,NA,NA,2012
NWB651,NWB651A,16.2,14,NWB,Niwot,137,ABLA,NA,DEAD,1,2,A,N,1790,1804,1804,1958,NA,NA,NA,Y,NA,NA,1958
NWB651,NWB651B,16.2,14,NWB,Niwot,137,ABLA,NA,DEAD,1,2,B,N,1790,1804,1804,1950,NA,NA,NA,Y,NA,NA,1950
NWB652,NWB652A,8.5,0,NWB,Niwot,138,ABLA,NA,LIVE,1,2,A,Y,1867,1867,1867,2012,NA,NA,NA,Y,NA,NA,2012
NWB652,NWB652B,8.5,0,NWB,Niwot,138,ABLA,NA,LIVE,1,2,B,Y,1868,1868,1868,2012,NA,NA,NA,Y,NA,NA,2012
NWB653,NWB653A,13.6,8,NWB,Niwot,139,ABLA,NA,LIVE,1,2,A,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB653,NWB653B,13.6,8,NWB,Niwot,139,ABLA,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB654,NWB654A,20.3,0,NWB,Niwot,140,PIEN,NA,LIVE,1,2,A,Y,1946,1946,1946,2012,NA,NA,NA,Y,NA,NA,2012
NWB654,NWB654B,20.3,0,NWB,Niwot,140,PIEN,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWB661,NWB661A,20.8,1,NWB,Niwot,141,ABLA,NA,LIVE,1,2,A,N,1873,1874,1874,2012,NA,NA,NA,Y,NA,NA,2012
NWB661,NWB661B,20.8,1,NWB,Niwot,141,ABLA,NA,LIVE,1,2,B,N,1872,1873,1873,2012,NA,NA,NA,Y,NA,NA,2012
NWB662,NWB662A,7.9,1,NWB,Niwot,142,ABLA,NA,LIVE,1,2,A,N,1927,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB662,NWB662B,7.9,1,NWB,Niwot,142,ABLA,NA,LIVE,1,2,B,N,1927,1928,1928,2012,NA,NA,NA,Y,NA,NA,2012
NWB663,NWB663A,9.5,0,NWB,Niwot,143,ABLA,NA,LIVE,1,2,A,Y,1920,1920,1920,2012,NA,NA,NA,Y,NA,NA,2012
NWB663,NWB663B,9.5,0,NWB,Niwot,143,ABLA,NA,LIVE,1,2,B,Y,1920,1920,1920,2012,NA,NA,NA,Y,NA,NA,2012
NWB664,NWB664A,9.8,8,NWB,Niwot,144,ABLA,NA,LIVE,1,2,A,N,1942,1950,1950,2012,NA,NA,NA,Y,NA,NA,2012
NWB664,NWB664B,9.8,8,NWB,Niwot,144,ABLA,NA,LIVE,1,2,B,N,1942,1950,1950,2012,NA,NA,NA,Y,NA,NA,2012
NWC111,NWC111A,16.2,1,NWC,Niwot,1,ABLA,NA,LIVE,1,2,A,N,1918,1919,1919,2012,NA,NA,NA,Y,NA,NA,2012
NWC111,NWC111B,16.2,1,NWC,Niwot,1,ABLA,NA,LIVE,1,2,B,N,1918,1919,1919,2012,NA,NA,NA,Y,NA,NA,2012
NWC112,NWC112A,22.7,0,NWC,Niwot,2,ABLA,NA,LIVE,1,2,A,Y,1855,1855,1855,2012,NA,NA,NA,Y,NA,NA,2012
NWC112,NWC112B,22.7,0,NWC,Niwot,2,ABLA,NA,LIVE,1,2,B,Y,1859,1859,1859,2012,NA,NA,NA,Y,NA,NA,2012
NWC113,NWC113A,20.3,0,NWC,Niwot,3,PICO,NA,LIVE,1,2,A,Y,1939,1939,1939,2012,NA,NA,NA,Y,NA,NA,2012
NWC113,NWC113B,20.3,0,NWC,Niwot,3,PICO,NA,LIVE,1,2,B,Y,1939,1939,1939,2012,NA,NA,NA,Y,NA,NA,2012
NWC114,NWC114A,24.5,0,NWC,Niwot,4,PICO,NA,LIVE,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC114,NWC114B,24.5,7,NWC,Niwot,4,PICO,NA,LIVE,1,2,B,N,1904,1911,1911,2012,NA,NA,NA,Y,NA,NA,2012
NWC121,NWC121A,19.7,2,NWC,Niwot,5,PICO,NA,LIVE,1,2,A,N,1939,1941,1941,2012,NA,NA,NA,Y,NA,NA,2012
NWC121,NWC121B,19.7,2,NWC,Niwot,5,PICO,NA,LIVE,1,2,B,N,1939,1941,1941,2012,NA,NA,NA,Y,NA,NA,2012
NWC122,NWC122A,21.3,0,NWC,Niwot,6,PICO,NA,LIVE,1,2,A,Y,1936,1936,1936,2012,NA,NA,NA,Y,NA,NA,2012
NWC122,NWC122B,21.3,NA,NWC,Niwot,6,PICO,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC123,NWC123A,11.9,3,NWC,Niwot,7,PIEN,NA,LIVE,1,2,A,N,1941,1944,1944,2012,NA,NA,NA,Y,NA,NA,2012
NWC123,NWC123B,11.9,3,NWC,Niwot,7,PIEN,NA,LIVE,1,2,B,N,1941,1944,1944,2012,NA,NA,NA,Y,NA,NA,2012
NWC124,NWC124A,15.1,1,NWC,Niwot,8,ABLA,NA,LIVE,1,2,A,N,1930,1931,1931,2012,NA,NA,NA,Y,NA,NA,2012
NWC124,NWC124B,15.1,1,NWC,Niwot,8,ABLA,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC131,NWC131A,23.4,5,NWC,Niwot,9,PICO,NA,LIVE,1,2,A,N,1928,1933,1933,2012,NA,NA,NA,Y,NA,NA,2012
NWC131,NWC131B,23.4,5,NWC,Niwot,9,PICO,NA,LIVE,1,2,B,N,1932,1937,1937,2012,NA,NA,NA,Y,NA,NA,2012
NWC132,NWC132A,9.3,2,NWC,Niwot,10,ABLA,NA,LIVE,1,2,A,N,1939,1941,1941,2012,NA,NA,NA,Y,NA,NA,2012
NWC132,NWC132B,9.3,2,NWC,Niwot,10,ABLA,NA,LIVE,1,2,B,N,1939,1941,1941,2012,NA,NA,NA,Y,NA,NA,2012
NWC133,NWC133A,12.8,1,NWC,Niwot,11,PICO,NA,LIVE,1,2,A,N,1937,1938,1938,2012,NA,NA,NA,Y,NA,NA,2012
NWC133,NWC133B,12.8,NA,NWC,Niwot,11,PICO,NA,LIVE,1,2,B,N,NA,1939,1939,2012,NA,NA,NA,Y,NA,NA,2012
NWC134,NWC134A,13.9,0,NWC,Niwot,12,PICO,NA,LIVE,1,2,A,Y,1929,1929,1929,2012,NA,NA,NA,Y,NA,NA,2012
NWC134,NWC134B,13.9,0,NWC,Niwot,12,PICO,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC141,NWC141A,7.5,0,NWC,Niwot,13,PIEN,NA,LIVE,1,2,A,Y,1913,1913,1913,2012,NA,NA,NA,Y,NA,NA,2012
NWC141,NWC141B,7.5,0,NWC,Niwot,13,PIEN,NA,LIVE,1,2,B,Y,1913,1913,1913,2012,NA,NA,NA,Y,NA,NA,2012
NWC142,NWC142A,9.6,0,NWC,Niwot,14,PIEN,NA,LIVE,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC142,NWC142B,9.6,0,NWC,Niwot,14,PIEN,NA,LIVE,1,2,B,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC143,NWC143A,9.8,9,NWC,Niwot,15,PIEN,NA,DEAD,1,2,A,N,1926,1935,1935,2011,NA,NA,NA,Y,NA,NA,2011
NWC143,NWC143B,9.8,9,NWC,Niwot,15,PIEN,NA,DEAD,1,2,B,N,1926,1935,1935,2011,NA,NA,NA,Y,NA,NA,2011
NWC144,NWC144A,7.3,0,NWC,Niwot,16,PIEN,NA,LIVE,1,2,A,Y,1936,1936,1936,2012,NA,NA,NA,Y,NA,NA,2012
NWC144,NWC144B,7.3,0,NWC,Niwot,16,PIEN,NA,LIVE,1,2,B,Y,1936,1936,1936,2012,NA,NA,NA,Y,NA,NA,2012
NWC151,NWC151A,13.2,2,NWC,Niwot,17,PIEN,NA,LIVE,1,2,A,N,1915,1917,1917,2012,NA,NA,NA,Y,NA,NA,2012
NWC151,NWC151B,13.2,2,NWC,Niwot,17,PIEN,NA,LIVE,1,2,B,N,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC152,NWC152A,7.8,2,NWC,Niwot,18,PICO,NA,LIVE,1,2,A,N,1945,1947,1947,2012,NA,NA,NA,Y,NA,NA,2012
NWC152,NWC152B,7.8,2,NWC,Niwot,18,PICO,NA,LIVE,1,2,B,N,1945,1947,1947,2012,NA,NA,NA,Y,NA,NA,2012
NWC153,NWC153A,18.9,10,NWC,Niwot,19,PICO,NA,LIVE,1,2,A,N,1928,1938,1938,2012,NA,NA,NA,Y,NA,NA,2012
NWC153,NWC153B,18.9,6,NWC,Niwot,19,PICO,NA,LIVE,1,2,B,N,1932,1938,1938,2012,NA,NA,NA,Y,NA,NA,2012
NWC154,NWC154A,12.2,0,NWC,Niwot,20,ABLA,NA,LIVE,1,2,A,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
NWC154,NWC154B,12.2,0,NWC,Niwot,20,ABLA,NA,LIVE,1,2,B,Y,1934,1934,1934,2012,NA,NA,NA,Y,NA,NA,2012
