"TreeID","CoreID","dbh","plot.id","Site","tree.number","species","canopy.class","live.dead","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot","X","Species","Canopy.Class","Live.Dead","DBH..cm."
"ACA025","ACA025A",35,"ACA","Austin Cary FL",25,"PIPA","C","LIVE",1,2,"A",NA,NA,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA025","ACA025B",35,"ACA","Austin Cary FL",25,"PIPA","C","LIVE",1,2,"B",NA,NA,1924,1925,2014,"Y",1925,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA026","ACA026A",22.8,"ACA","Austin Cary FL",26,"PIPA","C","LIVE",1,2,"A",NA,NA,1921,1922,2007,"Y",1922,2007,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA026","ACA026B",22.8,"ACA","Austin Cary FL",26,"PIPA","C","LIVE",1,2,"B","Y",1921,1921,1922,2006,"Y",1922,2006,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA027","ACA027A",34.8,"ACA","Austin Cary FL",27,"PIPA","C","LIVE",1,2,"A","N",1917,1927,1928,2014,"Y",1928,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA027","ACA027B",34.8,"ACA","Austin Cary FL",27,"PIPA","C","LIVE",1,2,"B","N",1917,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA028","ACA028A",35.6,"ACA","Austin Cary FL",28,"PIPA","C","LIVE",1,2,"A",NA,NA,1923,1924,2008,"Y",1924,2008,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA028","ACA028B",35.6,"ACA","Austin Cary FL",28,"PIPA","C","LIVE",1,2,"B","N",1918,1921,1922,2007,"Y",1922,2007,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA029","ACA029A",37.2,"ACA","Austin Cary FL",29,"PIPA","C","LIVE",1,2,"A","N",1944,1949,1950,2014,"Y",1950,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA029","ACA029B",37.2,"ACA","Austin Cary FL",29,"PIPA","C","LIVE",1,2,"B",NA,NA,1960,1961,2014,"Y",1961,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACA030","ACA030A",22.2,"ACA","Austin Cary FL",30,"PIPA","C","LIVE",1,2,"A","N",1944,1947,1948,2011,"Y",1948,2011,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA030","ACA030B",22.2,"ACA","Austin Cary FL",30,"PIPA","C","LIVE",1,2,"B","N",1951,1958,1959,2011,"Y",1959,2011,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA031","ACA031A",29.5,"ACA","Austin Cary FL",31,"PIPA","C","LIVE",1,2,"A","Y",1952,1952,1953,2012,"Y",NA,NA,"N",NA,"Y","A",NA,NA,NA,NA,NA
"ACA031","ACA031B",29.5,"ACA","Austin Cary FL",31,"PIPA","C","LIVE",1,2,"B","N",1943,1946,1947,2003,"Y",1928,2003,"Y","BREAK",NA,"A",NA,NA,NA,NA,NA
"ACA032","ACA032A",21.2,"ACA","Austin Cary FL",32,"PIPA","C","LIVE",1,2,"A","N",1925,1927,1928,2010,"Y",1928,2010,"Y",NA,"Y","A",NA,NA,NA,NA,NA
"ACA032","ACA032B",21.2,"ACA","Austin Cary FL",32,"PIPA","C","LIVE",1,2,"B","N",1927,1927,1928,2014,"Y",1928,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"ACB001","ACB001A",26.8,"ACB","Austin Cary FL",1,"PIPA","SNAG","DEAD",1,2,"A","N",NA,1938,1939,2010,"Y",NA,NA,"N","ROTTEN",NA,"B",NA,NA,NA,NA,NA
"ACB001","ACB001B",26.8,"ACB","Austin Cary FL",1,"PIPA","SNAG","DEAD",1,2,"B","N",1936,1937,1938,2008,"Y",1938,2008,"Y",NA,"Y","B",NA,NA,NA,NA,NA
"ACB002","ACB002A",28.5,"ACB","Austin Cary FL",2,"PIPA","C","LIVE",1,2,"A","N",1934,1943,1944,2000,"Y",1944,2000,"Y","CUT, DIDN'T MEASURE OUTSIDE.",NA,"B",NA,NA,NA,NA,NA
"ACB002","ACB002B",28.5,"ACB","Austin Cary FL",2,"PIPA","C","LIVE",1,2,"B","N",1935,1938,1939,2000,"Y",1939,2000,"Y","CUT, DIDN'T MEASURE OUTSIDE.",NA,"B",NA,NA,NA,NA,NA
"ACB003","ACB003A",33.2,"ACB","Austin Cary FL",3,"PIPA","C","LIVE",1,2,"A","Y",1940,1940,1941,2014,"Y",1941,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB003","ACB003B",33.2,"ACB","Austin Cary FL",3,"PIPA","C","LIVE",1,2,"B","N",1940,1940,1941,2014,"Y",1941,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB004","ACB004A",30.5,"ACB","Austin Cary FL",4,"PIPA","C","LIVE",1,2,"A","N",1950,1953,1954,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB004","ACB004B",30.5,"ACB","Austin Cary FL",4,"PIPA","C","LIVE",1,2,"B","Y",1949,1949,1950,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB005","ACB005A",33.5,"ACB","Austin Cary FL",5,"PIPA","C","LIVE",1,2,"A","N",1945,1950,1951,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB005","ACB005B",33.5,"ACB","Austin Cary FL",5,"PIPA","C","LIVE",1,2,"B","N",1944,1954,1955,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB006","ACB006A",22.9,"ACB","Austin Cary FL",6,"PIPA","C","LIVE",1,2,"A","N",1921,1923,1924,2014,"Y",1924,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB006","ACB006B",22.9,"ACB","Austin Cary FL",6,"PIPA","C","LIVE",1,2,"B","N",1920,1923,1924,2014,"Y",1924,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB007","ACB007A",33.3,"ACB","Austin Cary FL",7,"PIPA","C","LIVE",1,2,"A","N",1937,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB007","ACB007B",33.3,"ACB","Austin Cary FL",7,"PIPA","C","LIVE",1,2,"B","N",1937,1948,1949,2014,"Y",1949,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB008","ACB008A",10,"ACB","Austin Cary FL",8,"PIPA","I","LIVE",1,2,"A","Y",1957,1957,1958,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB008","ACB008B",10,"ACB","Austin Cary FL",8,"PIPA","I","LIVE",1,2,"B","N",1951,1959,1960,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB009","ACB009A",34.3,"ACB","Austin Cary FL",9,"PIPA","C","LIVE",1,2,"A","Y",1921,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB009","ACB009B",34.3,"ACB","Austin Cary FL",9,"PIPA","C","LIVE",1,2,"B","N",1918,1922,1923,2014,"Y",1923,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB010","ACB010A",27.2,"ACB","Austin Cary FL",10,"PIPA","C","LIVE",1,2,"A","N",1920,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB010","ACB010B",27.2,"ACB","Austin Cary FL",10,"PIPA","C","LIVE",1,2,"B","N",1917,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB011","ACB011A",29.9,"ACB","Austin Cary FL",11,"PIPA","C","LIVE",1,2,"A","N",1919,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB011","ACB011B",29.9,"ACB","Austin Cary FL",11,"PIPA","C","LIVE",1,2,"B","Y",1921,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB012","ACB012A",24.4,"ACB","Austin Cary FL",12,"PIPA","C","LIVE",1,2,"A","N",1921,1927,1928,1990,"Y",NA,NA,"Y","CUT, DIDN'T MEASURE OUTSIDE.",NA,"B",NA,NA,NA,NA,NA
"ACB012","ACB012B",24.4,"ACB","Austin Cary FL",12,"PIPA","C","LIVE",1,2,"B","N",1921,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB013","ACB013A",29.6,"ACB","Austin Cary FL",13,"PIPA","C","LIVE",1,2,"A","Y",1934,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB013","ACB013B",29.6,"ACB","Austin Cary FL",13,"PIPA","C","LIVE",1,2,"B","N",1933,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB014","ACB014A",28.9,"ACB","Austin Cary FL",14,"PIPA","C","LIVE",1,2,"A","N",1918,1922,1923,1980,"Y",1923,1980,"Y","WOUND",NA,"B",NA,NA,NA,NA,NA
"ACB014","ACB014B",28.9,"ACB","Austin Cary FL",14,"PIPA","C","LIVE",1,2,"B","N",1919,1920,1921,2005,"Y",1921,2005,"Y",NA,"Y","B",NA,NA,NA,NA,NA
"ACB015","ACB015A",28.4,"ACB","Austin Cary FL",15,"PIPA","C","LIVE",1,2,"A","Y",1921,1921,1922,2009,"Y",1922,2009,"Y",NA,"Y","B",NA,NA,NA,NA,NA
"ACB015","ACB015B",28.4,"ACB","Austin Cary FL",15,"PIPA","C","LIVE",1,2,"B","Y",1932,1932,1923,2014,"Y",1923,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB016","ACB016A",31.4,"ACB","Austin Cary FL",16,"PIPA","C","LIVE",1,2,"A","N",1920,1923,1924,2014,"Y",1924,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB016","ACB016B",31.4,"ACB","Austin Cary FL",16,"PIPA","C","LIVE",1,2,"B","Y",1922,1922,1923,2014,"Y",1923,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB017","ACB017A",26.7,"ACB","Austin Cary FL",17,"PIPA","C","LIVE",1,2,"A","Y",1932,1932,1933,2014,"Y",1933,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB017","ACB017B",26.7,"ACB","Austin Cary FL",17,"PIPA","C","LIVE",1,2,"B","Y",1932,1932,1933,2014,"Y",1933,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB018","ACB018A",28.8,"ACB","Austin Cary FL",18,"PIPA","C","LIVE",1,2,"A","N",1935,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB018","ACB018B",28.8,"ACB","Austin Cary FL",18,"PIPA","C","LIVE",1,2,"B","N",NA,1941,1942,2014,"Y",1942,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB019","ACB019A",28.5,"ACB","Austin Cary FL",19,"PIPA","C","LIVE",1,2,"A","N",1933,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB019","ACB019B",28.5,"ACB","Austin Cary FL",19,"PIPA","C","LIVE",1,2,"B","Y",1935,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB020","ACB020A",34.9,"ACB","Austin Cary FL",20,"PIPA","C","LIVE",1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA
"ACB020","ACB020B",34.9,"ACB","Austin Cary FL",20,"PIPA","C","LIVE",1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA
"ACB021","ACB021A",29.7,"ACB","Austin Cary FL",21,"PIPA","C","LIVE",1,2,"A","N",1932,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB021","ACB021B",29.7,"ACB","Austin Cary FL",21,"PIPA","C","LIVE",1,2,"B","N",1932,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB022","ACB022A",24,"ACB","Austin Cary FL",22,"PIPA","C","LIVE",1,2,"A","N",1934,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB022","ACB022B",24,"ACB","Austin Cary FL",22,"PIPA","C","LIVE",1,2,"B","N",1932,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB023","ACB023A",32.6,"ACB","Austin Cary FL",23,"PIPA","C","LIVE",1,2,"A","N",1925,1925,1926,2010,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB023","ACB023B",32.6,"ACB","Austin Cary FL",23,"PIPA","C","LIVE",1,2,"B","Y",1926,1926,1927,2012,"Y",1927,2012,"Y",NA,"Y","B",NA,NA,NA,NA,NA
"ACB024","ACB024A",32.7,"ACB","Austin Cary FL",24,"PIPA","C","LIVE",1,2,"A","Y",1924,1924,1925,2014,"Y",1925,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB024","ACB024B",32.7,"ACB","Austin Cary FL",24,"PIPA","C","LIVE",1,2,"B","N",1924,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB025","ACB025A",13.6,"ACB","Austin Cary FL",25,"PIPA","C","LIVE",1,2,"A","N",1936,1944,1945,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB025","ACB025B",13.6,"ACB","Austin Cary FL",25,"PIPA","C","LIVE",1,2,"B","N",1936,1944,1945,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB026","ACB026A",35.5,"ACB","Austin Cary FL",26,"PIPA","C","LIVE",1,2,"A","N",1928,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB026","ACB026B",35.5,"ACB","Austin Cary FL",26,"PIPA","C","LIVE",1,2,"B","N",1929,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB027","ACB027A",33.8,"ACB","Austin Cary FL",27,"PIPA","C","LIVE",1,2,"A","N",NA,1952,1953,2014,"Y",1953,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB027","ACB027B",33.8,"ACB","Austin Cary FL",27,"PIPA","C","LIVE",1,2,"B","N",1931,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB028","ACB028A",25.5,"ACB","Austin Cary FL",28,"PIPA","C","LIVE",1,2,"A","N",1935,1938,1939,2009,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB028","ACB028B",25.5,"ACB","Austin Cary FL",28,"PIPA","C","LIVE",1,2,"B","N",1932,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB029","ACB029A",20.8,"ACB","Austin Cary FL",29,"PIPA","C","LIVE",1,2,"A","N",1955,1955,1956,2014,"Y",1956,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB029","ACB029B",20.8,"ACB","Austin Cary FL",29,"PIPA","C","LIVE",1,2,"B",NA,NA,1973,1974,2014,"Y",NA,NA,"N",NA,NA,"B",NA,NA,NA,NA,NA
"ACB030","ACB030A",28.6,"ACB","Austin Cary FL",30,"PIPA","C","LIVE",1,2,"A","N",1936,1945,1946,2014,"Y",1946,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB030","ACB030B",28.6,"ACB","Austin Cary FL",30,"PIPA","C","LIVE",1,2,"B","Y",1939,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB031","ACB031A",28.5,"ACB","Austin Cary FL",31,"PIPA","C","LIVE",1,2,"A","N",1945,1947,1948,2014,"Y",1948,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACB031","ACB031B",28.5,"ACB","Austin Cary FL",31,"PIPA","C","LIVE",1,2,"B","N",1944,1948,1949,2014,"Y",1949,2014,"Y",NA,NA,"B",NA,NA,NA,NA,NA
"ACC002","ACC002A",37.7,"ACC","Austin Cary FL",2,"PIPA","C","LIVE",1,2,"A","N",1918,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC002","ACC002B",37.7,"ACC","Austin Cary FL",2,"PIPA","C","LIVE",1,2,"B","N",1916,1922,1923,2014,"Y",1923,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC003","ACC003A",27.6,"ACC","Austin Cary FL",3,"PIPA","C","LIVE",1,2,"A","N",1947,1949,1950,2014,"Y",1950,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC003","ACC003B",27.6,"ACC","Austin Cary FL",3,"PIPA","C","LIVE",1,2,"B","N",1947,1949,1950,2014,"Y",1950,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC004","ACC004A",35.3,"ACC","Austin Cary FL",4,"PIPA","C","LIVE",1,2,"A",NA,NA,1944,1945,2014,"Y",1945,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC004","ACC004B",35.3,"ACC","Austin Cary FL",4,"PIPA","C","LIVE",1,2,"B",NA,NA,1944,1945,2014,"Y",1945,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC005","ACC005A",29.4,"ACC","Austin Cary FL",5,"PIPA","C","LIVE",1,2,"A","N",1929,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC005","ACC005B",29.4,"ACC","Austin Cary FL",5,"PIPA","C","LIVE",1,2,"B","Y",1934,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC006","ACC006A",30.5,"ACC","Austin Cary FL",6,"PIPA","C","LIVE",1,2,"A","N",1910,1912,1913,2014,"Y",NA,NA,"N",NA,NA,"C",NA,NA,NA,NA,NA
"ACC006","ACC006B",30.5,"ACC","Austin Cary FL",6,"PIPA","C","LIVE",1,2,"B","N",1911,1914,1915,2014,"Y",1915,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC007","ACC007A",26.3,"ACC","Austin Cary FL",7,"PIPA","C","LIVE",1,2,"A","N",1911,1914,1915,2014,"Y",1915,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC007","ACC007B",26.3,"ACC","Austin Cary FL",7,"PIPA","C","LIVE",1,2,"B","Y",1914,1914,1915,2014,"Y",1915,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC008","ACC008A",23.5,"ACC","Austin Cary FL",8,"PIPA","C","LIVE",1,2,"A","N",1910,1914,1915,2013,"Y",1915,2013,"Y",NA,"Y","C",NA,NA,NA,NA,NA
"ACC008","ACC008B",23.5,"ACC","Austin Cary FL",8,"PIPA","C","LIVE",1,2,"B",NA,NA,1910,1911,2014,"Y",1911,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC009","ACC009A",28.5,"ACC","Austin Cary FL",9,"PIPA","C","LIVE",1,2,"A",NA,NA,1930,1931,2014,"Y",1931,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC009","ACC009B",28.5,"ACC","Austin Cary FL",9,"PIPA","C","LIVE",1,2,"B","N",1915,1917,1918,2014,"Y",1918,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC010","ACC010A",27.3,"ACC","Austin Cary FL",10,"PIPA","C","LIVE",1,2,"A","N",1913,1915,1916,2014,"Y",1916,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC010","ACC010B",27.3,"ACC","Austin Cary FL",10,"PIPA","C","LIVE",1,2,"B","N",1914,1915,1916,2014,"Y",1916,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC011","ACC011A",33.2,"ACC","Austin Cary FL",11,"PIPA","C","LIVE",1,2,"A","N",1911,1912,1913,2014,"Y",1913,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC011","ACC011B",33.2,"ACC","Austin Cary FL",11,"PIPA","C","LIVE",1,2,"B",NA,NA,1914,1914,2014,"Y",1914,2014,"Y","BRANCH SCAR",NA,"C",NA,NA,NA,NA,NA
"ACC012","ACC012A",33,"ACC","Austin Cary FL",12,"PIPA","C","LIVE",1,2,"A","N",1912,1917,1918,2014,"Y",1918,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC012","ACC012B",33,"ACC","Austin Cary FL",12,"PIPA","C","LIVE",1,2,"B","N",1911,1913,1914,2010,"Y",1914,2010,"Y",NA,"Y","C",NA,NA,NA,NA,NA
"ACC013","ACC013A",46.5,"ACC","Austin Cary FL",13,"PIPA","C","LIVE",1,2,"A","N",1908,1911,1912,2014,"Y",1912,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC013","ACC013B",46.5,"ACC","Austin Cary FL",13,"PIPA","C","LIVE",1,2,"B","N",1910,1910,1911,2014,"Y",1911,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC014","ACC014A",24,"ACC","Austin Cary FL",14,"PIPA","C","LIVE",1,2,"A","N",1915,1916,1917,2014,"Y",1917,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC014","ACC014B",24,"ACC","Austin Cary FL",14,"PIPA","C","LIVE",1,2,"B","N",1913,1917,1918,2014,"Y",1918,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC015","ACC015A",27.3,"ACC","Austin Cary FL",15,"PIPA","C","LIVE",1,2,"A","N",1913,1916,1917,2014,"Y",1917,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC015","ACC015B",27.3,"ACC","Austin Cary FL",15,"PIPA","C","LIVE",1,2,"B","N",1915,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC016","ACC016A",26.8,"ACC","Austin Cary FL",16,"PIPA","C","LIVE",1,2,"A","N",1911,1911,1912,2014,"Y",1912,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC016","ACC016B",26.8,"ACC","Austin Cary FL",16,"PIPA","C","LIVE",1,2,"B","N",1910,1912,1913,2014,"Y",1913,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC017","ACC017A",29.3,"ACC","Austin Cary FL",17,"PIPA","C","LIVE",1,2,"A","Y",1920,1920,1921,2012,"Y",1921,2012,"Y",NA,"Y","C",NA,NA,NA,NA,NA
"ACC017","ACC017B",29.3,"ACC","Austin Cary FL",17,"PIPA","C","LIVE",1,2,"B","Y",1920,1920,1921,2012,"Y",1921,2012,"Y",NA,"Y","C",NA,NA,NA,NA,NA
"ACC018","ACC018A",23.3,"ACC","Austin Cary FL",18,"PIPA","C","LIVE",1,2,"A","N",1914,1917,1918,2014,"Y",1918,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC018","ACC018B",23.3,"ACC","Austin Cary FL",18,"PIPA","C","LIVE",1,2,"B","N",1914,1919,1920,2011,"N",NA,NA,"N",NA,NA,"C",NA,NA,NA,NA,NA
"ACC019","ACC019A",36.5,"ACC","Austin Cary FL",19,"PIPA","C","LIVE",1,2,"A","N",1912,1920,1921,2014,"Y",1921,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC019","ACC019B",36.5,"ACC","Austin Cary FL",19,"PIPA","C","LIVE",1,2,"B",NA,NA,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC020","ACC020A",33.5,"ACC","Austin Cary FL",20,"PIPA","C","LIVE",1,2,"A","N",1911,1911,1912,2014,"Y",1912,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC020","ACC020B",33.5,"ACC","Austin Cary FL",20,"PIPA","C","LIVE",1,2,"B",NA,NA,1919,1919,2014,"Y",1919,2014,"Y","BREAK",NA,"C",NA,NA,NA,NA,NA
"ACC021","ACC021A",31.8,"ACC","Austin Cary FL",21,"PIPA","C","LIVE",1,2,"A","Y",1919,1919,1920,2014,"Y",1920,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC021","ACC021B",31.8,"ACC","Austin Cary FL",21,"PIPA","C","LIVE",1,2,"B","N",1915,1915,1916,2014,"Y",1916,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC022","ACC022A",24.5,"ACC","Austin Cary FL",22,"PIPA","C","LIVE",1,2,"A","Y",1925,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC022","ACC022B",24.5,"ACC","Austin Cary FL",22,"PIPA","C","LIVE",1,2,"B","N",1922,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC023","ACC023A",26.5,"ACC","Austin Cary FL",23,"PIPA","C","LIVE",1,2,"A","N",1922,1925,1926,2014,"Y",1926,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC023","ACC023B",26.5,"ACC","Austin Cary FL",23,"PIPA","C","LIVE",1,2,"B","Y",1921,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC024","ACC024A",28.1,"ACC","Austin Cary FL",24,"PIPA","C","LIVE",1,2,"A","N",1913,1922,1923,2014,"Y",1923,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC024","ACC024B",28.1,"ACC","Austin Cary FL",24,"PIPA","C","LIVE",1,2,"B","Y",1919,1919,1920,2014,"Y",1920,2014,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC025","ACC025A",21.9,"ACC","Austin Cary FL",25,"PIPA","SNAG","DEAD",1,1,"A","Y",1919,1919,1920,1942,"Y",1920,1942,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC026","ACC026A",24,"ACC","Austin Cary FL",26,"PIPA","SNAG","DEAD",1,2,"A","N",1917,1919,1920,1972,"Y",1920,1972,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"ACC026","ACC026B",24,"ACC","Austin Cary FL",26,"PIPA","SNAG","DEAD",1,2,"B","Y",1919,1919,1920,1962,"Y",1920,1962,"Y",NA,NA,"C",NA,NA,NA,NA,NA
"DHA001","DHA001A",15.7,"DHA","Duke Hardwood",1,"QUBI","I","LIVE",1,2,"A","Y",1921,1921,1922,2014,"Y",1922,2014,"Y",NA,NA,"A",NA,NA,NA,NA,NA
"DHA001","DHA001B",15.7,"DHA","Duke Hardwood",1,"QUBI","I","LIVE",1,2,"B",NA,NA,1939,1940,2014,"Y",1940,2014,"Y","BREAK",NA,"A",NA,NA,NA,NA,NA
"DHA002","DHA002A",17.9,"DHA","Duke Hardwood",2,"LIST","D","LIVE",1,2,"A",NA,NA,1936,1936,2014,"Y",1936,2014,"N","MEASURE ONLY",NA,"A",NA,NA,NA,NA,NA
"DHA002","DHA002B",17.9,"DHA","Duke Hardwood",2,"LIST","D","LIVE",1,2,"B",NA,NA,1923,1923,2014,"Y",1923,2014,"N","MEASURE ONLY",NA,"A",NA,NA,NA,NA,NA
"DHA003","DHA003A",59.3,"DHA","Duke Hardwood",3,"QUBI","D","LIVE",1,2,"A",NA,NA,1900,1900,2014,"Y",1900,2014,"Y","TIGHT INNER MANY MORE RINGS INSIDE",NA,"A",NA,NA,NA,NA,NA
