"TreeID","PlotID","Site","Species","Canopy.Class","Live.Dead","DBH..cm.","Stems","Total.Cores","plot","Dated","Pith","Tree","Basal.Area..cm2.","basal.area..m2.ha.","Density..stems.ha.","notes","Distance","Azimuth"
"MAB007","MAB","Michigan AmerifluxTower","BEPA","C","LIVE",28.5,1,2,"B","Y",1915,7,637.9,0.50765625,7.957747155,NA,12.14,190
"MAB008","MAB","Michigan AmerifluxTower","POGR","C","LIVE",22,1,2,"B","Y",NA,8,380.1,0.3025,7.957747155,NA,10.19,187
"MAB009","MAB","Michigan AmerifluxTower","PIST","S","LIVE",15.5,1,2,"B","Y",NA,9,188.7,0.355399408,18.83490451,NA,8.67,194
"MAB010","MAB","Michigan AmerifluxTower","PIST","C","LIVE",36.3,1,2,"B","Y",NA,10,1034.9,0.82355625,7.957747155,NA,10.45,160
"MAB011","MAB","Michigan AmerifluxTower","PIST","I","LIVE",21.6,1,2,"B","Y",NA,11,366.4,0.2916,7.957747155,NA,15.38,150
"MAB012","MAB","Michigan AmerifluxTower","PIST","I","LIVE",22.9,1,2,"B","Y",NA,12,411.9,0.32775625,7.957747155,NA,15.87,145
"MAB013","MAB","Michigan AmerifluxTower","POGR","C","LIVE",17.9,1,2,"B","Y",NA,13,251.6,0.47397929,18.83490451,NA,13,130
"MAB014","MAB","Michigan AmerifluxTower","POGR","I","LIVE",12.8,1,2,"B","Y",NA,14,128.7,0.242366864,18.83490451,NA,12.2,135
"MAB015","MAB","Michigan AmerifluxTower","POGR","S","LIVE",14.3,1,2,"B","Y",NA,15,160.6,0.3025,18.83490451,NA,9.3,130
"MAB016","MAB","Michigan AmerifluxTower","PIST","S","LIVE",10.9,1,2,"B","Y",NA,16,93.3,0.175754438,18.83490451,NA,5.05,140
"MAB017","MAB","Michigan AmerifluxTower","PIST","I","LIVE",17.6,1,2,"B","Y",NA,17,243.3,0.458224852,18.83490451,NA,3.98,125
"MAB018","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",32.7,1,2,"B","Y",NA,18,839.8,0.66830625,7.957747155,NA,9.35,11
"MAB019","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",35.8,1,2,"B","Y",NA,19,1006.6,0.801025,7.957747155,NA,9.87,109
"MAB020","MAB","Michigan AmerifluxTower","ACRU","S","LIVE",13.2,1,2,"B","Y",NA,20,136.8,0.257751479,18.83490451,NA,8.94,105
"MAB021","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",34.1,1,2,"B","Y",NA,21,913.3,0.72675625,7.957747155,NA,9.22,99
"MAB022","MAB","Michigan AmerifluxTower","POGR","C","LIVE",23.2,1,2,"B","Y",NA,22,422.7,0.3364,7.957747155,NA,16.48,98
"MAB023","MAB","Michigan AmerifluxTower","FAGR","S","LIVE",21.2,1,2,"B","Y",NA,23,353,0.2809,7.957747155,NA,14.04,85
"MAB024","MAB","Michigan AmerifluxTower","PIST","S","LIVE",13.7,1,2,"B","Y",1970,24,147.4,0.277647929,18.83490451,NA,9.01,93
"MAB025","MAB","Michigan AmerifluxTower","POGR","C","LIVE",36.2,1,2,"B","Y",NA,25,1029.2,0.819025,7.957747155,NA,19.25,65
"MAB026","MAB","Michigan AmerifluxTower","POGR","SNAG","DEAD",28.2,1,2,"B",NA,NA,26,624.6,0.497025,7.957747155,NA,12.91,66
"MAB027","MAB","Michigan AmerifluxTower","PIST","S","LIVE",11.7,1,2,"B","Y",NA,27,107.5,0.2025,18.83490451,NA,10.77,63
"MAB028","MAB","Michigan AmerifluxTower","PIST","S","LIVE",13.7,1,2,"B","Y",NA,28,147.4,0.277647929,18.83490451,NA,7.55,70
"MAB029","MAB","Michigan AmerifluxTower","PIST","S","LIVE",11.7,1,2,"B","Y",NA,29,107.5,0.2025,18.83490451,NA,7.3,76
"MAB030","MAB","Michigan AmerifluxTower","PIST","S","LIVE",12.1,1,2,"B","Y",NA,30,115,0.21658284,18.83490451,NA,8.17,55
"MAB031","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",32.4,1,2,"B","Y",NA,31,824.5,0.6561,7.957747155,NA,5.33,55
"MAB032","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",31.4,1,2,"B","Y",NA,32,774.4,0.616225,7.957747155,NA,5.47,53
"MAB033","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",20.8,1,2,"B",NA,NA,33,339.8,0.2704,7.957747155,NA,5.17,50
"MAB034","MAB","Michigan AmerifluxTower","PIST","I","LIVE",18.8,1,2,"B","Y",1961,34,277.6,0.522840237,18.83490451,NA,7.11,48
"MAB035","MAB","Michigan AmerifluxTower","BEPA","D","LIVE",20.1,1,2,"B","Y",NA,35,317.3,0.25250625,7.957747155,NA,10.25,50
"MAB036","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",20,1,2,"B",NA,NA,36,314.2,0.25,7.957747155,NA,17.71,50
"MAB037","MAB","Michigan AmerifluxTower","PIST","I","LIVE",13,1,2,"B","Y",NA,37,132.7,0.25,18.83490451,NA,8.94,36
"MAB038","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20.4,1,2,"B","Y",NA,38,326.9,0.2601,7.957747155,NA,17.2,23
"MAB039","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20.9,1,2,"B","Y",NA,39,343.1,0.27300625,7.957747155,NA,18.18,5
"MAB040","MAB","Michigan AmerifluxTower","ACRU","SNAG","DEAD",19.6,1,2,"B",NA,NA,40,301.7,0.568284024,18.83490451,"CHECK WOOD FOR SPP.",11.88,4
"MAB041","MAB","Michigan AmerifluxTower","PIST","C","LIVE",27.7,1,2,"B","Y",NA,41,602.6,0.47955625,7.957747155,NA,19.07,347
"MAB042","MAB","Michigan AmerifluxTower","PIST","C","LIVE",20,1,2,"B","Y",NA,42,314.2,0.25,7.957747155,NA,13.72,347
"MAB043","MAB","Michigan AmerifluxTower","FAGR","C","LIVE",37.5,1,2,"B","Y",NA,43,1104.5,0.87890625,7.957747155,NA,8.45,344
"MAB044","MAB","Michigan AmerifluxTower","PIST","S","LIVE",12.3,1,2,"B","Y",NA,44,118.8,0.223801775,18.83490451,NA,5.79,15
"MAB045","MAB","Michigan AmerifluxTower","PIST","SNAG","DEAD",11.5,1,2,"B",NA,NA,45,103.9,0.195636095,18.83490451,NA,0.49,355
"MAB046","MAB","Michigan AmerifluxTower","FAGR","C","LIVE",18.7,1,2,"B","Y",1966,46,274.6,0.517292899,18.83490451,NA,1.34,317
"MAB047","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",17.4,1,2,"B",NA,NA,47,237.8,0.447869822,18.83490451,NA,2.61,305
"MAB048","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",19.6,1,2,"B",NA,NA,48,301.7,0.568284024,18.83490451,NA,3.11,304
"MAB049","MAB","Michigan AmerifluxTower","PIST","C","LIVE",13.3,1,2,"B","Y",NA,49,138.9,0.261671598,18.83490451,NA,3.37,313
"MAB050","MAB","Michigan AmerifluxTower","POGR","SNAG","DEAD",16,1,2,"B",NA,NA,50,201.1,0.378698225,18.83490451,NA,4,315
"MAB051","MAB","Michigan AmerifluxTower","PIST","C","LIVE",10.7,1,2,"B","Y",NA,51,89.9,0.169363905,18.83490451,NA,6.08,310
"MAB052","MAB","Michigan AmerifluxTower","PIST","C","LIVE",14.6,1,2,"B","Y",NA,52,167.4,0.315325444,18.83490451,NA,11.7,315
"MAB053","MAB","Michigan AmerifluxTower","BEPA","C","LIVE",21.8,1,2,"B","Y",NA,53,373.3,0.297025,7.957747155,NA,14.84,320
"MAB054","MAB","Michigan AmerifluxTower","PIST","C","LIVE",28.5,1,2,"B","Y",NA,54,637.9,0.50765625,7.957747155,NA,14.7,330
"MAB055","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",34,1,2,"B","Y",NA,55,907.9,0.7225,7.957747155,NA,20,300
"MAB056","MAB","Michigan AmerifluxTower","ACRU","C","LIVE",25.2,1,2,"B","Y",NA,56,498.8,0.3969,7.957747155,NA,20,299
"MAB057","MAB","Michigan AmerifluxTower","PIST","C","LIVE",21.3,1,2,"B","Y",NA,57,356.3,0.28355625,7.957747155,NA,10.58,300
"MAB058","MAB","Michigan AmerifluxTower","PIST","C","LIVE",18.3,1,2,"B","Y",NA,58,263,0.495399408,18.83490451,NA,6.88,296
"MAB059","MAB","Michigan AmerifluxTower","PIST","C","LIVE",12.2,1,2,"B","Y",NA,59,116.9,0.220177515,18.83490451,NA,9.44,298
"MAB060","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",22.9,1,2,"B",NA,NA,60,411.9,0.32775625,7.957747155,NA,9.52,275
"MAB061","MAB","Michigan AmerifluxTower","PIST","S","LIVE",11.7,1,2,"B","Y",NA,61,107.5,0.2025,18.83490451,NA,11.03,280
"MAB062","MAB","Michigan AmerifluxTower","QURU","C","LIVE",32.8,1,2,"B","Y",NA,62,845,0.6724,7.957747155,NA,19.5,285
"MAB063","MAB","Michigan AmerifluxTower","BEPA","I","LIVE",29.2,1,2,"B","Y",NA,63,669.7,0.5329,7.957747155,NA,13.57,272
"MAB064","MAB","Michigan AmerifluxTower","BEPA","SNAG","DEAD",28,1,2,"B","Y",NA,64,615.8,0.49,7.957747155,NA,13.18,268
"MAB065","MAB","Michigan AmerifluxTower","POGR","C","LIVE",37.1,1,2,"B","Y",NA,65,1081,0.86025625,7.957747155,NA,19.88,247
"MAB066","MAB","Michigan AmerifluxTower","POGR","C","LIVE",46.9,1,2,"B","Y",1914,66,1727.6,1.37475625,7.957747155,NA,16.36,236
"MAB067","MAB","Michigan AmerifluxTower","BEPA","C","LIVE",29.9,1,2,"B","Y",NA,67,702.2,0.55875625,7.957747155,NA,13.69,245
"MAC001","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",16.9,1,2,"C","Y",NA,1,224.3,0.4225,18.83490451,NA,4,38
"MAC002","MAC","Michigan AmerifluxTower","ACRU","SNAG","DEAD",10.3,1,2,"C",NA,NA,2,83.3,0.15693787,18.83490451,NA,4.01,43
"MAC003","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",14.9,1,2,"C","Y",NA,3,174.4,0.32841716,18.83490451,NA,4.44,42
"MAC004","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.8,1,2,"C","Y",NA,4,109.4,0.205976331,18.83490451,NA,6.07,38
"MAC005","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.8,1,2,"C","Y",NA,5,109.4,0.205976331,18.83490451,NA,6.71,30
"MAC006","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.5,1,2,"C","Y",NA,6,122.7,0.231139053,18.83490451,NA,7.47,43
"MAC007","MAC","Michigan AmerifluxTower","POGR","C","LIVE",32,1,2,"C","Y",NA,7,804.2,0.64,7.957747155,NA,12.46,44
"MAC008","MAC","Michigan AmerifluxTower","PIST","S","LIVE",21.7,1,2,"C","Y",1951,8,369.8,0.29430625,7.957747155,NA,19.62,44
"MAC009","MAC","Michigan AmerifluxTower","BEPA","SNAG","DEAD",20.1,1,2,"C",NA,NA,9,317.3,0.25250625,7.957747155,NA,17.88,26
"MAC010","MAC","Michigan AmerifluxTower","POGR","C","LIVE",26.4,1,2,"C","Y",NA,10,547.4,0.4356,7.957747155,NA,17.23,21
"MAC011","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",32.7,1,2,"C","Y",1919,11,839.8,0.66830625,7.957747155,NA,16.59,28
"MAC012","MAC","Michigan AmerifluxTower","POGR","C","LIVE",41.3,1,2,"C","Y",NA,12,1339.6,1.06605625,7.957747155,NA,12.88,12
"MAC013","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",21.4,1,2,"C","Y",NA,13,359.7,0.286225,7.957747155,NA,16.28,356
"MAC014","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.4,1,2,"C","Y",NA,14,589.6,0.469225,7.957747155,NA,13.18,355
"MAC015","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.9,1,2,"C","Y",NA,15,93.3,0.175754438,18.83490451,NA,10.88,354
"MAC016","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.1,1,2,"C","Y",NA,16,80.1,0.150902367,18.83490451,NA,12.56,0
"MAC017","MAC","Michigan AmerifluxTower","PIST","S","LIVE",11.3,1,2,"C","Y",1966,17,100.3,0.188890533,18.83490451,NA,9,358
"MAC018","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",12.3,1,2,"C","Y",1963,18,118.8,0.223801775,18.83490451,NA,7.53,354
"MAC019","MAC","Michigan AmerifluxTower","BEPA","SNAG","DEAD",19,1,2,"C",NA,NA,19,283.5,0.534023669,18.83490451,NA,6.08,354
"MAC020","MAC","Michigan AmerifluxTower","PIST","I","LIVE",12.1,1,2,"C","Y",NA,20,115,0.21658284,18.83490451,NA,5.77,352
"MAC021","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10,1,2,"C","N",NA,21,78.5,0.147928994,18.83490451,NA,6.24,327
"MAC022","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",14.1,1,2,"C",NA,NA,22,156.1,0.294097633,18.83490451,NA,5.75,325
"MAC023","MAC","Michigan AmerifluxTower","POGR","C","LIVE",22.7,1,2,"C","Y",NA,23,404.7,0.32205625,7.957747155,NA,10.31,322
"MAC024","MAC","Michigan AmerifluxTower","PIST","S","LIVE",14.8,1,2,"C","Y",NA,24,172,0.324023669,18.83490451,NA,12.21,320
"MAC025","MAC","Michigan AmerifluxTower","QURU","C","LIVE",33.2,1,2,"C","Y",NA,25,865.7,0.6889,7.957747155,NA,19.48,335
"MAC026","MAC","Michigan AmerifluxTower","QURU","C","LIVE",33,1,2,"C","Y",NA,26,855.3,0.680625,7.957747155,NA,20,335
"MAC027","MAC","Michigan AmerifluxTower","QURU","C","LIVE",26.9,1,2,"C","Y",NA,27,568.3,0.45225625,7.957747155,NA,19.56,313
"MAC028","MAC","Michigan AmerifluxTower","QURU","C","LIVE",34.6,1,2,"C","Y",NA,28,940.2,0.748225,7.957747155,NA,19.59,311
"MAC029","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.8,1,2,"C","Y",NA,29,607,0.483025,7.957747155,NA,19.21,311
"MAC030","MAC","Michigan AmerifluxTower","PIST","S","LIVE",14.5,1,2,"C","Y",NA,30,165.1,0.31102071,18.83490451,NA,7.45,314
"MAC031","MAC","Michigan AmerifluxTower","POGR","C","LIVE",19.7,1,2,"C","Y",NA,31,304.8,0.574097633,18.83490451,NA,6.51,310
"MAC032","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",27.5,1,2,"C",NA,NA,32,594,0.47265625,7.957747155,NA,14.55,301
"MAC033","MAC","Michigan AmerifluxTower","POGR","C","LIVE",42,1,2,"C","Y",NA,33,1385.4,1.1025,7.957747155,NA,19.5,287
"MAC034","MAC","Michigan AmerifluxTower","POGR","C","LIVE",39.1,1,2,"C","Y",NA,34,1200.7,0.95550625,7.957747155,NA,17.68,285
"MAC035","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",23,1,2,"C",NA,NA,35,415.5,0.330625,7.957747155,NA,9.35,280
"MAC036","MAC","Michigan AmerifluxTower","PIST","I","LIVE",16.3,1,2,"C","Y",NA,36,208.7,0.393032544,18.83490451,NA,7.57,283
"MAC037","MAC","Michigan AmerifluxTower","PIST","I","LIVE",18.2,1,2,"C","Y",NA,37,260.2,0.49,18.83490451,NA,10.16,268
"MAC038","MAC","Michigan AmerifluxTower","POGR","C","LIVE",32.9,1,2,"C","Y",NA,38,850.1,0.67650625,7.957747155,NA,17.51,273
"MAC039","MAC","Michigan AmerifluxTower","POGR","SNAG","DEAD",28,1,2,"C","Y",NA,39,615.8,0.49,7.957747155,NA,17.03,255
"MAC040","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",16.5,1,2,"C","Y",NA,40,213.8,0.402736686,18.83490451,NA,10.13,260
"MAC041","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",23.3,1,2,"C","Y",NA,41,426.4,0.33930625,7.957747155,NA,4.05,274
"MAC042","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",22.4,1,2,"C","Y",NA,42,394.1,0.3136,7.957747155,NA,3.69,272
"MAC043","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",21,1,2,"C","Y",NA,43,346.4,0.275625,7.957747155,NA,3.67,267
"MAC044","MAC","Michigan AmerifluxTower","QURU","C","LIVE",35.8,1,2,"C","Y",NA,44,1006.6,0.801025,7.957747155,NA,5.23,245
"MAC045","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.2,1,2,"C","Y",NA,45,116.9,0.220177515,18.83490451,NA,10.16,242
"MAC046","MAC","Michigan AmerifluxTower","QURU","C","LIVE",28.6,1,2,"C","Y",NA,46,642.4,0.511225,7.957747155,NA,15.6,226
"MAC047","MAC","Michigan AmerifluxTower","PIST","S","LIVE",13.8,1,2,"C","Y",NA,47,149.6,0.281715976,18.83490451,NA,10.23,223
"MAC048","MAC","Michigan AmerifluxTower","PIST","S","LIVE",12.2,1,2,"C","Y",NA,48,116.9,0.220177515,18.83490451,NA,8.39,225
"MAC049","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",15.9,1,2,"C","Y",1916,49,198.6,0.37397929,18.83490451,NA,6.92,190
"MAC050","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",21.1,1,2,"C","Y",NA,50,349.7,0.27825625,7.957747155,NA,7.3,189
"MAC051","MAC","Michigan AmerifluxTower","ACRU","I","LIVE",13.2,1,2,"C","Y",NA,51,136.8,0.257751479,18.83490451,NA,6.93,187
"MAC052","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",16,1,2,"C","Y",NA,52,201.1,0.378698225,18.83490451,NA,9.77,194
"MAC053","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",23.1,1,2,"C","Y",1916,53,419.1,0.33350625,7.957747155,NA,11.85,206
"MAC054","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",24.5,1,2,"C","Y",NA,54,471.4,0.37515625,7.957747155,NA,18.2,200
"MAC055","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",26.7,1,2,"C","Y",NA,55,559.9,0.44555625,7.957747155,NA,18.7,198
"MAC056","MAC","Michigan AmerifluxTower","ACRU","C","LIVE",22.9,1,2,"C","Y",NA,56,411.9,0.32775625,7.957747155,NA,18.2,169
"MAC057","MAC","Michigan AmerifluxTower","QURU","C","LIVE",23.2,1,2,"C","Y",NA,57,422.7,0.3364,7.957747155,NA,20,161
"MAC058","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",10.2,1,2,"C","Y",NA,58,81.7,0.153905325,18.83490451,NA,13,158
"MAC059","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",17.7,1,2,"C","Y",NA,59,246.1,0.463446746,18.83490451,NA,12.7,158
"MAC060","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",22.3,1,2,"C","Y",NA,60,390.6,0.31080625,7.957747155,NA,12.18,157
"MAC061","MAC","Michigan AmerifluxTower","PIST","S","LIVE",18.8,1,2,"C","Y",NA,61,277.6,0.522840237,18.83490451,NA,4.7,185
"MAC062","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",22.3,1,2,"C","Y",NA,62,390.6,0.31080625,7.957747155,NA,16.57,140
"MAC063","MAC","Michigan AmerifluxTower","QURU","D","LIVE",37.8,1,2,"C","Y",NA,63,1122.2,0.893025,7.957747155,NA,11.73,130
"MAC064","MAC","Michigan AmerifluxTower","QURU","C","LIVE",39.3,1,2,"C","Y",NA,64,1213,0.96530625,7.957747155,NA,11.54,128
"MAC065","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",11.3,1,2,"C","Y",1938,65,100.3,0.188890533,18.83490451,NA,10.55,127
"MAC066","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",10.6,1,2,"C","Y",NA,66,88.2,0.166213018,18.83490451,NA,10.55,129
"MAC067","MAC","Michigan AmerifluxTower","QURU","C","LIVE",26.7,1,2,"C","Y",NA,67,559.9,0.44555625,7.957747155,NA,19.41,87
"MAC068","MAC","Michigan AmerifluxTower","QURU","C","LIVE",27.8,1,2,"C","Y",NA,68,607,0.483025,7.957747155,NA,19.84,85
"MAC069","MAC","Michigan AmerifluxTower","POGR","C","LIVE",35.5,1,2,"C","Y",NA,69,989.8,0.78765625,7.957747155,NA,20,71
"MAC070","MAC","Michigan AmerifluxTower","ACRU","SNAG","DEAD",15.4,1,2,"C","Y",NA,70,186.3,0.350828402,18.83490451,NA,11,97
"MAC071","MAC","Michigan AmerifluxTower","ACRU","S","LIVE",10.8,1,2,"C","Y",NA,71,91.6,0.172544379,18.83490451,NA,12,85
"MAC072","MAC","Michigan AmerifluxTower","PIST","S","LIVE",10.7,1,2,"C","Y",NA,72,89.9,0.169363905,18.83490451,NA,8.91,87
"MAC073","MAC","Michigan AmerifluxTower","BEPA","I","LIVE",19,1,2,"C","Y",NA,73,283.5,0.534023669,18.83490451,NA,5.93,74
"MAC074","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",20.1,1,2,"C","Y",1917,74,317.3,0.25250625,7.957747155,NA,5.49,70
"MAC075","MAC","Michigan AmerifluxTower","BEPA","C","LIVE",18.5,1,2,"C","Y",NA,75,268.8,0.506286982,18.83490451,NA,5.88,68
"MAC076","MAC","Michigan AmerifluxTower","PIST","SNAG","DEAD",15.4,1,2,"C","Y",NA,76,186.3,0.350828402,18.83490451,NA,10,56
"MAC077","MAC","Michigan AmerifluxTower","POGR","C","LIVE",22.8,1,2,"C","Y",NA,77,408.3,0.3249,7.957747155,NA,16.42,62
"MFA001","MFA","Michigan Facet Site","QURU","D","LIVE",32,1,2,"A",NA,NA,1,804.2,0.64,7.957747155,NA,3.9,285
"MFA002","MFA","Michigan Facet Site","QURU","D","LIVE",29.4,1,2,"A",NA,NA,2,678.9,0.540225,7.957747155,NA,4.58,287
"MFA003","MFA","Michigan Facet Site","ACRU","I","LIVE",16.5,1,2,"A",NA,NA,3,213.8,0.402736686,18.83490451,NA,7.02,308
"MFA004","MFA","Michigan Facet Site","FAGR","S","LIVE",12.6,1,2,"A",NA,NA,4,124.7,0.234852071,18.83490451,NA,5.91,315
"MFA005","MFA","Michigan Facet Site","FAGR","S","LIVE",10.6,1,2,"A",NA,NA,5,88.2,0.166213018,18.83490451,NA,7.28,318
"MFA006","MFA","Michigan Facet Site","POGR","SNAG","DEAD",38.6,1,2,"A",NA,NA,6,1170.2,0.931225,7.957747155,NA,7.71,323
"MFA007","MFA","Michigan Facet Site","PIST","S","LIVE",10.8,1,2,"A",NA,NA,7,91.6,0.172544379,18.83490451,NA,11.57,327
"MFA008","MFA","Michigan Facet Site","QURU","C","LIVE",33.6,1,2,"A",NA,NA,8,886.7,0.7056,7.957747155,NA,15.47,350
"MFA009","MFA","Michigan Facet Site","QURU","C","LIVE",31.9,1,2,"A",NA,NA,9,799.2,0.63600625,7.957747155,NA,20,345
"MFA010","MFA","Michigan Facet Site","POGR","SNAG","DEAD",26.4,1,2,"A",NA,NA,10,547.4,0.4356,7.957747155,NA,10.99,316
"MFA011","MFA","Michigan Facet Site","BEPA","SNAG","DEAD",16.4,1,2,"A",NA,NA,11,211.2,0.397869822,18.83490451,"695A, DIAM AT 3M",10.76,297
"MFA012","MFA","Michigan Facet Site","FAGR","S","LIVE",11.2,1,2,"A",NA,NA,12,98.5,0.18556213,18.83490451,"700A",8.65,295
"MFA013","MFA","Michigan Facet Site","ACRU","S","LIVE",10.5,1,2,"A",NA,NA,13,86.6,0.163091716,18.83490451,"944A",7.94,290
"MFA014","MFA","Michigan Facet Site","ACRU","S","LIVE",11.8,1,2,"A",NA,NA,14,109.4,0.205976331,18.83490451,"943A",7.97,286
"MFA015","MFA","Michigan Facet Site","ACRU","S","LIVE",10.6,1,2,"A",NA,NA,15,88.2,0.166213018,18.83490451,"945A",7.39,270
"MFA016","MFA","Michigan Facet Site","ACRU","I","LIVE",14.8,1,2,"A",NA,NA,16,172,0.324023669,18.83490451,"699A",9.41,280
"MFA017","MFA","Michigan Facet Site","QURU","C","LIVE",35,1,2,"A",NA,NA,17,962.1,0.765625,7.957747155,"689A",19.66,282
"MFA018","MFA","Michigan Facet Site","QURU","C","LIVE",30.8,1,2,"A",NA,NA,18,745.1,0.5929,7.957747155,"688A",19.21,282
"MFA019","MFA","Michigan Facet Site","QURU","D","LIVE",41.7,1,2,"A",NA,NA,19,1365.7,1.08680625,7.957747155,"696A",12.19,270
"MFA020","MFA","Michigan Facet Site","QURU","D","LIVE",36.5,1,2,"A",NA,NA,20,1046.3,0.83265625,7.957747155,"698A",10.69,265
"MFA021","MFA","Michigan Facet Site","ACRU","I","LIVE",14.4,1,2,"A",NA,NA,21,162.9,0.306745562,18.83490451,"948A",4.54,247
"MFA022","MFA","Michigan Facet Site","QURU","D","LIVE",37.9,1,2,"A",NA,NA,22,1128.2,0.89775625,7.957747155,"947A",6.93,222
"MFA023","MFA","Michigan Facet Site","QURU","D","LIVE",22.6,1,2,"A",NA,NA,23,401.1,0.319225,7.957747155,"946A",7.37,224
"MFA024","MFA","Michigan Facet Site","BEPA","SNAG","DEAD",26.9,1,2,"A",NA,NA,24,568.3,0.45225625,7.957747155,"NON GIRDLED",19.4,225
"MFA025","MFA","Michigan Facet Site","PIST","C","LIVE",36,1,2,"A",NA,NA,25,1017.9,0.81,7.957747155,"953A",17,225
"MFA026","MFA","Michigan Facet Site","ACRU","I","LIVE",11.8,1,2,"A",NA,NA,26,109.4,0.205976331,18.83490451,"951A",12.19,226
"MFA027","MFA","Michigan Facet Site","ACRU","I","LIVE",21.4,1,2,"A",NA,NA,27,359.7,0.286225,7.957747155,"950A",12.15,227
"MFA028","MFA","Michigan Facet Site","ACRU","I","LIVE",15.1,1,2,"A",NA,NA,28,179.1,0.337292899,18.83490451,"952A",11.66,226
"MFA029","MFA","Michigan Facet Site","ACRU","C","LIVE",24.5,1,2,"A",NA,NA,29,471.4,0.37515625,7.957747155,"CLUMP",19.8,197
"MFA030","MFA","Michigan Facet Site","ACRU","C","LIVE",20.7,1,2,"A",NA,NA,30,336.5,0.26780625,7.957747155,"CLUMP",19.3,193
"MFA031","MFA","Michigan Facet Site","QURU","S","LIVE",19.9,1,2,"A",NA,NA,31,311,0.585813609,18.83490451,NA,12.35,164
"MFA032","MFA","Michigan Facet Site","ACRU","I","LIVE",16.1,1,2,"A",NA,NA,32,203.6,0.383446746,18.83490451,NA,11.89,170
"MFA033","MFA","Michigan Facet Site","QURU","I","LIVE",26.4,1,2,"A",NA,NA,33,547.4,0.4356,7.957747155,NA,8.36,177
"MFA034","MFA","Michigan Facet Site","ACRU","I","LIVE",17.1,1,2,"A",NA,NA,34,229.7,0.432559172,18.83490451,NA,7.5,170
"MFA035","MFA","Michigan Facet Site","ACRU","S","LIVE",10.2,1,2,"A",NA,NA,35,81.7,0.153905325,18.83490451,NA,3.98,176
"MFA036","MFA","Michigan Facet Site","QURU","C","LIVE",23.3,1,2,"A",NA,NA,36,426.4,0.33930625,7.957747155,NA,9.56,155
"MFA037","MFA","Michigan Facet Site","QURU","C","LIVE",29.4,1,2,"A",NA,NA,37,678.9,0.540225,7.957747155,NA,11.44,152
"MFA038","MFA","Michigan Facet Site","QURU","D","LIVE",38.8,1,2,"A",NA,NA,38,1182.4,0.9409,7.957747155,NA,17.75,153
"MFA039","MFA","Michigan Facet Site","POGR","SNAG","DEAD",29.9,1,2,"A",NA,NA,39,702.2,0.55875625,7.957747155,NA,16,137
"MFA040","MFA","Michigan Facet Site","PIST","C","LIVE",21.8,1,2,"A",NA,NA,40,373.3,0.297025,7.957747155,NA,10.75,133
