"TreeID","PlotID","Site","Species","Canopy.Class","Live.Dead","DBH..cm.","Stems","Total.Cores","plot","Dated","Pith","Tree","Basal.Area..cm2.","basal.area..m2.ha.","Density..stems.ha.","notes","Distance","Azimuth"
"TP2048","TP2","Harvard","BEAL","S","LIVE",12.5,1,2,"2","Y",NA,48,122.7,0.231139053,18.83490451,NA,12.2,272
"TP2049","TP2","Harvard","QURU","I","LIVE",28.6,1,2,"2","Y",NA,49,642.4,1.21,18.83490451,NA,11.9,284
"TP2050","TP2","Harvard","ACRU","S","LIVE",12.2,1,2,"2","Y",NA,50,116.9,0.220177515,18.83490451,NA,6.4,334
"TP2051","TP2","Harvard","QURU","S","LIVE",22.4,1,2,"2","Y",NA,51,394.1,0.742248521,18.83490451,NA,8.9,332
"TP2052","TP2","Harvard","TSCA","S","LIVE",16.6,1,2,"2","Y",NA,52,216.4,0.407633136,18.83490451,"cored from same stem as tree 53",11.5,334
"TP2053","TP2","Harvard","TSCA","S","LIVE",13,1,2,"2","Y",NA,53,132.7,0.25,18.83490451,"cored from same stem as tree 52",11.3,334
"TP2054","TP2","Harvard","QURU","D","LIVE",31.7,1,2,"2","Y",NA,54,789.2,1.486523669,18.83490451,NA,11.5,343
"TP2055","TP2","Harvard","QURU","C","LIVE",30.4,1,2,"2","Y",NA,55,725.8,1.367100592,18.83490451,"cored from same stem as tree 56 and 57",11.5,308
"TP2056","TP2","Harvard","QURU","C","LIVE",25.1,1,2,"2","Y",NA,56,494.8,0.931967456,18.83490451,NA,11.5,306
"TP2057","TP2","Harvard","QURU","I","LIVE",27.9,1,2,"2","Y",NA,57,611.4,1.151494083,18.83490451,NA,11.1,306
"TP2058","TP2","Harvard","BELE","C","LIVE",29.5,1,2,"2","Y",NA,58,683.5,1.287352071,18.83490451,NA,14,6
"TP2059","TP2","Harvard","PIST","C","LIVE",40.9,1,2,"2","Y",NA,59,1313.8,2.474571006,18.83490451,NA,18.5,33
"TP2060","TP2","Harvard","QURU","I","LIVE",21.3,1,2,"2","Y",NA,60,356.3,0.671139053,18.83490451,NA,14.7,21
"TP2061","TP2","Harvard","PIST","C","LIVE",48,1,2,"2","Y",NA,61,1809.6,3.408284024,18.83490451,NA,19.3,46
"TP2062","TP2","Harvard","QURU","C","LIVE",36.1,1,2,"2","Y",NA,62,1023.5,1.927825444,18.83490451,NA,15.7,50
"TP2063","TP2","Harvard","QURU","S","LIVE",22.3,1,2,"2","Y",NA,63,390.6,0.735636095,18.83490451,NA,16.1,54
"TP2064","TP2","Harvard","PIST","D","LIVE",43.2,1,2,"2","Y",NA,64,1465.7,2.760710059,18.83490451,NA,18.2,80
"TP2065","TP2","Harvard","PIAB","S","LIVE",20.6,1,2,"2","Y",NA,65,333.3,0.627751479,18.83490451,NA,13.1,86
"TP2066","TP2","Harvard","QURU","D","LIVE",43.6,1,2,"2","Y",NA,66,1493,2.812071006,18.83490451,NA,16.9,110
"TP2067","TP2","Harvard","QURU","C","LIVE",34.6,1,2,"2","Y",NA,67,940.2,1.770946746,18.83490451,NA,19.3,133
"TP2068","TP2","Harvard","QURU","C","LIVE",30.6,1,2,"2","Y",NA,68,735.4,1.385147929,18.83490451,NA,18.7,134
"TP2069","TP2","Harvard","QURU","C","LIVE",39.9,1,2,"2","Y",NA,69,1250.4,2.355044379,18.83490451,NA,14.8,149
"TP2070","TP2","Harvard","QURU","C","LIVE",36.5,1,2,"2","Y",NA,70,1046.3,1.970784024,18.83490451,"next to stone wall",17.3,154
"TP2071","TP2","Harvard","TSCA","S","LIVE",32.7,1,2,"2","Y",NA,71,839.8,1.581789941,18.83490451,NA,14.5,166
"TP2072","TP2","Harvard","QURU","C","LIVE",32.1,1,2,"2","Y",NA,72,809.3,1.524275148,18.83490451,NA,18.4,170
"TP2073","TP2","Harvard","QURU","C","LIVE",29.8,1,2,"2","Y",NA,73,697.5,1.313668639,18.83490451,NA,18.3,168
"TP2074","TP2","Harvard","QURU","C","LIVE",32.8,1,2,"2","Y",NA,74,845,1.59147929,18.83490451,NA,16.4,182
"TP2075","TP2","Harvard","QURU","SNAG","DEAD",23,1,2,"2",NA,NA,75,415.5,0.782544379,18.83490451,"missing some bark",17,221
"TP2076","TP2","Harvard","ACRU","S","LIVE",20.9,1,2,"2","Y",NA,76,343.1,0.646168639,18.83490451,NA,13.5,245
"TP2077","TP2","Harvard","QURU","S","LIVE",23.9,1,2,"2","Y",NA,77,448.6,0.844985207,18.83490451,NA,18.7,252
"TP2078","TP2","Harvard","TSCA","S","LIVE",26.8,1,2,"2","Y",NA,78,564.1,1.062485207,18.83490451,NA,17.3,280
"TP2079","TP2","Harvard","QURU","S","LIVE",21.5,1,2,"2","Y",NA,79,363.1,0.683801775,18.83490451,NA,13.7,290
"TP2080","TP2","Harvard","QURU","C","LIVE",32.5,1,2,"2","Y",NA,80,829.6,1.5625,18.83490451,NA,15.4,328
"TP2081","TP2","Harvard","QURU","C","LIVE",31,1,2,"2","Y",NA,81,754.8,1.421597633,18.83490451,NA,14.8,326
"TP2082","TP2","Harvard","QURU","SNAG","DEAD",20.4,1,2,"2","Y",NA,82,326.9,0.615621302,18.83490451,NA,13.4,329
"TP2083","TP2","Harvard","QURU","C","LIVE",29.2,1,2,"2","Y",NA,83,669.7,1.261301775,18.83490451,NA,17.2,336
"TP2084","TP2","Harvard","TSCA","S","LIVE",37,1,2,"2","Y",NA,84,1075.2,2.025147929,18.83490451,NA,14,346
"TP2085","TP2","Harvard","QURU","I","LIVE",22.4,1,2,"2","Y",NA,85,394.1,0.742248521,18.83490451,NA,16.9,355
"TP2086","TP2","Harvard","QURU","C","LIVE",28.5,1,2,"2","Y",NA,86,637.9,1.201553254,18.83490451,NA,17.5,356
"TP2091","TP2","Harvard",NA,"SNAG","DEAD",36.1,1,2,"2",NA,NA,91,1023.5,1.927825444,18.83490451,NA,16.3,141
"TP2093","TP2","Harvard",NA,"SNAG","DEAD",16.9,1,2,"2",NA,NA,93,224.3,0.4225,18.83490451,NA,12.2,130
"TP2094","TP2","Harvard",NA,"SNAG","DEAD",23.1,1,2,"2",NA,NA,94,419.1,0.789363905,18.83490451,NA,17,130
"TP2096","TP2","Harvard",NA,"SNAG","DEAD",29.9,1,2,"2",NA,NA,96,702.2,1.3225,18.83490451,NA,17.6,77
"TP2097","TP2","Harvard",NA,"SNAG","DEAD",11.2,1,2,"2",NA,NA,97,98.5,0.18556213,18.83490451,NA,11.7,64
"TP2098","TP2","Harvard",NA,"SNAG","DEAD",31.7,1,2,"2",NA,NA,98,789.2,1.486523669,18.83490451,NA,10.2,76
"TP2099","TP2","Harvard",NA,"SNAG","DEAD",32.8,1,2,"2",NA,NA,99,845,1.59147929,18.83490451,NA,10.9,74
"TP2102","TP2","Harvard","QURU","SNAG","DEAD",16.5,1,2,"2",NA,NA,102,213.8,0.402736686,18.83490451,NA,5.8,342
"TP2103","TP2","Harvard",NA,"SNAG","DEAD",22.6,1,2,"2",NA,NA,103,401.1,0.75556213,18.83490451,NA,18.7,342
"TP2104","TP2","Harvard",NA,"SNAG","DEAD",20.2,1,2,"2",NA,NA,104,320.5,0.603609467,18.83490451,NA,18.3,18
"TP2105","TP2","Harvard",NA,"SNAG","DEAD",30.8,1,2,"2",NA,NA,105,745.1,1.403313609,18.83490451,NA,16.1,30
"TP2106","TP2","Harvard",NA,"SNAG","DEAD",11.2,1,2,"2",NA,NA,106,98.5,0.18556213,18.83490451,NA,12.2,47
"TP2109","TP2","Harvard",NA,"SNAG","DEAD",38.8,1,2,"2",NA,NA,109,1182.4,2.226982249,18.83490451,NA,6.7,320
"TP2111","TP2","Harvard",NA,"SNAG","DEAD",22,1,2,"2",NA,NA,111,380.1,0.715976331,18.83490451,NA,5.3,260
"TP2121","TP2","Harvard",NA,"SNAG","DEAD",19.1,1,2,"2",NA,NA,121,286.5,0.539659763,18.83490451,NA,9,337
"TP2122","TP2","Harvard",NA,"SNAG","DEAD",21,1,2,"2",NA,NA,122,346.4,0.652366864,18.83490451,NA,7.7,310
"TP2123","TP2","Harvard",NA,"SNAG","DEAD",23.1,1,2,"2",NA,NA,123,419.1,0.789363905,18.83490451,NA,6.3,316
"TP2124","TP2","Harvard",NA,"SNAG","DEAD",19.3,1,2,"2",NA,NA,124,292.6,0.55102071,18.83490451,NA,17.5,316
"TP2125","TP2","Harvard",NA,"SNAG","DEAD",18.1,1,2,"2",NA,NA,125,257.3,0.484630178,18.83490451,NA,9.8,312
"TP2126","TP2","Harvard",NA,"SNAG","DEAD",22.9,1,2,"2",NA,NA,126,411.9,0.775754438,18.83490451,NA,10.9,309
"TP2127","TP2","Harvard",NA,"SNAG","DEAD",25,1,2,"2",NA,NA,127,490.9,0.924556213,18.83490451,NA,10.4,296
"ACA001","ACA","Austin Cary FL","PIPA","C","LIVE",39.6,1,2,"A","Y",1917.5,1,1231.6,0.9801,7.957747155,"tagged: 459",1.09,117
"ACA002","ACA","Austin Cary FL","PIPA","SNAG","DEAD",16.5,1,0,"A",NA,NA,2,213.8,0.402736686,18.83490451,"rotten, no core, extremely burned",8.72,144
"ACA003","ACA","Austin Cary FL","PIPA","SNAG","DEAD",21.6,1,0,"A",NA,NA,3,366.4,0.2916,7.957747155,"no core, extremely burned",10.89,158
"ACA004","ACA","Austin Cary FL","PIPA","C","LIVE",30.6,1,2,"A","Y",1915,4,735.4,0.585225,7.957747155,NA,16.5,134
"ACA005","ACA","Austin Cary FL","PIPA","C","LIVE",22.5,1,2,"A","Y",1911.5,5,397.6,0.31640625,7.957747155,NA,18.82,131
"ACA006","ACA","Austin Cary FL","PIPA","C","LIVE",29.9,1,2,"A","Y",1918,6,702.2,0.55875625,7.957747155,NA,14.89,118
"ACA007","ACA","Austin Cary FL","PIPA","C","LIVE",35.5,1,2,"A","Y",1921,7,989.8,0.78765625,7.957747155,NA,16.03,103
"ACA008","ACA","Austin Cary FL","PIPA","C","LIVE",33.9,1,2,"A","Y",1923.5,8,902.6,0.71825625,7.957747155,NA,15.1,32
"ACA009","ACA","Austin Cary FL","PIPA","C","LIVE",31.7,1,2,"A","Y",1919,9,789.2,0.62805625,7.957747155,"tagged: 992",10.7,59
"ACA010","ACA","Austin Cary FL","PIPA","C","LIVE",18.6,1,2,"A","Y",1936,10,271.7,0.511775148,18.83490451,"tagged: 995",6.35,44
"ACA011","ACA","Austin Cary FL","PIPA","C","LIVE",26,1,2,"A","Y",1918,11,530.9,0.4225,7.957747155,"tagged: 996",3.69,29
"ACA012","ACA","Austin Cary FL","PIPA","C","LIVE",35.7,1,2,"A","Y",1917,12,1001,0.79655625,7.957747155,NA,14.02,50
"ACA013","ACA","Austin Cary FL","PIPA","C","LIVE",22.8,1,2,"A","Y",1946,13,408.3,0.3249,7.957747155,NA,19.85,41
"ACA014","ACA","Austin Cary FL","PIPA","C","LIVE",34.8,1,2,"A","Y",1931.5,14,951.1,0.7569,7.957747155,"tagged:993",9.14,19
"ACA015","ACA","Austin Cary FL","PIPA","C","LIVE",17.1,1,2,"A","N",1936,15,229.7,0.432559172,18.83490451,"Tagged:990",12.87,21
"ACA016","ACA","Austin Cary FL","PIPA","C","LIVE",36.2,1,2,"A","Y",1925.5,16,1029.2,0.819025,7.957747155,"tagged:989",16.62,19
"ACA017","ACA","Austin Cary FL","PIPA","C","LIVE",42.2,1,2,"A","Y",1920,17,1398.7,1.113025,7.957747155,"tagged:988",14.68,349
"ACA018","ACA","Austin Cary FL","PIPA","C","LIVE",27.2,1,2,"A","Y",1929,18,581.1,0.4624,7.957747155,"tagged: 987?",12.92,21
"ACA019","ACA","Austin Cary FL","PIPA","C","LIVE",26.7,1,2,"A","N",1932,19,559.9,0.44555625,7.957747155,"tagged:1000",17.42,310
"ACA020","ACA","Austin Cary FL","PIPA","C","LIVE",23.5,1,2,"A","Y",1917,20,433.7,0.34515625,7.957747155,"tagged: 433",16.57,286
"ACA021","ACA","Austin Cary FL","PIPA","C","LIVE",42.9,1,2,"A","Y",1920,21,1445.5,1.15025625,7.957747155,"tagged: 450",19.66,264
"ACA022","ACA","Austin Cary FL","PIPA","SNAG","DEAD",25.4,1,0,"A",NA,NA,22,506.7,0.403225,7.957747155,"no core, tagged:451",15.89,260
"ACA023","ACA","Austin Cary FL","PIPA","C","LIVE",31.8,1,2,"A","Y",1921.5,23,794.2,0.632025,7.957747155,"tagged: 455",8.19,267
"ACA024","ACA","Austin Cary FL","PIPA","C","LIVE",38,1,2,"A","Y",1918,24,1134.1,0.9025,7.957747155,"tagged: 456",3.23,265
"ACA025","ACA","Austin Cary FL","PIPA","C","LIVE",35,1,2,"A","Y",NA,25,962.1,0.765625,7.957747155,"tagged: 453",10.1,241
"ACA026","ACA","Austin Cary FL","PIPA","C","LIVE",22.8,1,2,"A","Y",1921,26,408.3,0.3249,7.957747155,"tagged: 452",15.26,246
"ACA027","ACA","Austin Cary FL","PIPA","C","LIVE",34.8,1,2,"A","Y",1917,27,951.1,0.7569,7.957747155,"tagged: 472",17.88,242
"ACA028","ACA","Austin Cary FL","PIPA","C","LIVE",35.6,1,2,"A","Y",1918,28,995.4,0.7921,7.957747155,"tagged: 470",16.47,216
"ACA029","ACA","Austin Cary FL","PIPA","C","LIVE",37.2,1,2,"A","Y",1944,29,1086.9,0.8649,7.957747155,"tagged: 496",17.95,186
"ACA030","ACA","Austin Cary FL","PIPA","C","LIVE",22.2,1,2,"A","Y",1947.5,30,387.1,0.308025,7.957747155,"tagged: 464",12.22,186
"ACA031","ACA","Austin Cary FL","PIPA","C","LIVE",29.5,1,2,"A","Y",1943,31,683.5,0.54390625,7.957747155,"tagged: 465",12.44,196
"ACA032","ACA","Austin Cary FL","PIPA","C","LIVE",21.2,1,2,"A","Y",1926,32,353,0.2809,7.957747155,"tagged: 458",6.05,215
"ACB001","ACB","Austin Cary FL","PIPA","SNAG","DEAD",26.8,1,2,"B","Y",1936,1,564.1,0.4489,7.957747155,NA,19.37,5
"ACB002","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,"B","Y",1934.5,2,637.9,0.50765625,7.957747155,"has some canopy damage",19.31,356
"ACB003","ACB","Austin Cary FL","PIPA","C","LIVE",33.2,1,2,"B","Y",1940,3,865.7,0.6889,7.957747155,NA,17.84,358
"ACB004","ACB","Austin Cary FL","PIPA","C","LIVE",30.5,1,2,"B","N",1949.5,4,730.6,0.58140625,7.957747155,NA,18.09,347
"ACB005","ACB","Austin Cary FL","PIPA","C","LIVE",33.5,1,2,"B","N",1944.5,5,881.4,0.70140625,7.957747155,NA,19.16,329
"ACB006","ACB","Austin Cary FL","PIPA","C","LIVE",22.9,1,2,"B","Y",1920.5,6,411.9,0.32775625,7.957747155,NA,12.82,280
"ACB007","ACB","Austin Cary FL","PIPA","C","LIVE",33.3,1,2,"B","Y",1937,7,870.9,0.69305625,7.957747155,NA,6.61,294
"ACB008","ACB","Austin Cary FL","PIPA","I","LIVE",10,1,2,"B","N",1954,8,78.5,0.147928994,18.83490451,NA,6,299
"ACB009","ACB","Austin Cary FL","PIPA","C","LIVE",34.3,1,2,"B","Y",1919.5,9,924,0.73530625,7.957747155,NA,3.84,254
"ACB010","ACB","Austin Cary FL","PIPA","C","LIVE",27.2,1,2,"B","Y",1920,10,581.1,0.4624,7.957747155,NA,6.66,250
"ACB011","ACB","Austin Cary FL","PIPA","C","LIVE",29.9,1,2,"B","Y",1920,11,702.2,0.55875625,7.957747155,NA,18.31,240
"ACB012","ACB","Austin Cary FL","PIPA","C","LIVE",24.4,1,2,"B","Y",1921,12,467.6,0.3721,7.957747155,NA,18.04,226
"ACB013","ACB","Austin Cary FL","PIPA","C","LIVE",29.6,1,2,"B","Y",1933.5,13,688.1,0.5476,7.957747155,NA,19.12,215
"ACB014","ACB","Austin Cary FL","PIPA","C","LIVE",28.9,1,2,"B","Y",1918.5,14,656,0.52200625,7.957747155,NA,15.81,221
"ACB015","ACB","Austin Cary FL","PIPA","C","LIVE",28.4,1,2,"B","Y",1926.5,15,633.5,0.5041,7.957747155,NA,9.56,225
"ACB016","ACB","Austin Cary FL","PIPA","C","LIVE",31.4,1,2,"B","Y",1921,16,774.4,0.616225,7.957747155,NA,10.52,214
"ACB017","ACB","Austin Cary FL","PIPA","C","LIVE",26.7,1,2,"B","Y",1932,17,559.9,0.44555625,7.957747155,NA,18.83,199
"ACB018","ACB","Austin Cary FL","PIPA","C","LIVE",28.8,1,2,"B","Y",1935,18,651.4,0.5184,7.957747155,NA,16.29,182
"ACB019","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,"B","Y",1933,19,637.9,0.50765625,7.957747155,NA,15.78,167
"ACB020","ACB","Austin Cary FL","PIPA","C","LIVE",34.9,1,2,"B",NA,NA,20,956.6,0.76125625,7.957747155,"has a large fire scar",15.89,165
"ACB021","ACB","Austin Cary FL","PIPA","C","LIVE",29.7,1,2,"B","Y",1932,21,692.8,0.55130625,7.957747155,NA,12.5,166
"ACB022","ACB","Austin Cary FL","PIPA","C","LIVE",24,1,2,"B","Y",1934,22,452.4,0.36,7.957747155,NA,9.79,127
"ACB023","ACB","Austin Cary FL","PIPA","C","LIVE",32.6,1,2,"B","Y",1926,23,834.7,0.664225,7.957747155,NA,6.36,134
"ACB024","ACB","Austin Cary FL","PIPA","C","LIVE",32.7,1,2,"B","Y",1924,24,839.8,0.66830625,7.957747155,NA,0.95,56
"ACB025","ACB","Austin Cary FL","PIPA","C","LIVE",13.6,1,2,"B","N",1936,25,145.3,0.273609467,18.83490451,NA,1.3,54
"ACB026","ACB","Austin Cary FL","PIPA","C","LIVE",35.5,1,2,"B","Y",1928.5,26,989.8,0.78765625,7.957747155,NA,14.52,109
"ACB027","ACB","Austin Cary FL","PIPA","C","LIVE",33.8,1,2,"B","Y",1931,27,897.3,0.714025,7.957747155,NA,13.94,91
"ACB028","ACB","Austin Cary FL","PIPA","C","LIVE",25.5,1,2,"B","Y",1932,28,510.7,0.40640625,7.957747155,NA,9.05,71
"ACB029","ACB","Austin Cary FL","PIPA","C","LIVE",20.8,1,2,"B","Y",1955,29,339.8,0.2704,7.957747155,NA,15.96,50
"ACB030","ACB","Austin Cary FL","PIPA","C","LIVE",28.6,1,2,"B","Y",1939,30,642.4,0.511225,7.957747155,NA,16.69,49
"ACB031","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,"B","Y",1944.5,31,637.9,0.50765625,7.957747155,NA,19.37,18
"ACB032","ACB","Austin Cary FL","PIPA","SNAG","DEAD",10.6,1,0,"B",NA,NA,32,88.2,0.166213018,18.83490451,"unstable, no core",10.85,135
"ACC001","ACC","Austin Cary FL","PIPA","SNAG","DEAD",22.4,1,0,"C",NA,NA,1,394.1,0.3136,7.957747155,"burned severely, no core",4.58,291
"ACC002","ACC","Austin Cary FL","PIPA","C","LIVE",37.7,1,2,"C","Y",1917,2,1116.3,0.88830625,7.957747155,NA,6.06,301
"ACC003","ACC","Austin Cary FL","PIPA","C","LIVE",27.6,1,2,"C","Y",1947,3,598.3,0.4761,7.957747155,NA,11.57,305
"ACC004","ACC","Austin Cary FL","PIPA","C","LIVE",35.3,1,2,"C","Y",NA,4,978.7,0.77880625,7.957747155,"has a fire scar @ base",15.23,273
"ACC005","ACC","Austin Cary FL","PIPA","C","LIVE",29.4,1,2,"C","Y",1931.5,5,678.9,0.540225,7.957747155,NA,18.46,257
"ACC006","ACC","Austin Cary FL","PIPA","C","LIVE",30.5,1,2,"C","Y",1911,6,730.6,0.58140625,7.957747155,NA,16.09,226
"ACC007","ACC","Austin Cary FL","PIPA","C","LIVE",26.3,1,2,"C","Y",1912.5,7,543.3,0.43230625,7.957747155,NA,12.23,207
"ACC008","ACC","Austin Cary FL","PIPA","C","LIVE",23.5,1,2,"C","Y",1910,8,433.7,0.34515625,7.957747155,NA,6.86,210
"ACC009","ACC","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,"C","Y",1915,9,637.9,0.50765625,7.957747155,NA,16.69,184
"ACC010","ACC","Austin Cary FL","PIPA","C","LIVE",27.3,1,2,"C","Y",1913.5,10,585.3,0.46580625,7.957747155,NA,13.94,161
"ACC011","ACC","Austin Cary FL","PIPA","C","LIVE",33.2,1,2,"C","Y",1911,11,865.7,0.6889,7.957747155,NA,8.24,157
"ACC012","ACC","Austin Cary FL","PIPA","C","LIVE",33,1,2,"C","Y",1911.5,12,855.3,0.680625,7.957747155,NA,5.67,144
"ACC013","ACC","Austin Cary FL","PIPA","C","LIVE",46.5,1,2,"C","Y",1909,13,1698.2,1.35140625,7.957747155,NA,11.56,143
"ACC014","ACC","Austin Cary FL","PIPA","C","LIVE",24,1,2,"C","Y",1914,14,452.4,0.36,7.957747155,NA,14.62,140
"ACC015","ACC","Austin Cary FL","PIPA","C","LIVE",27.3,1,2,"C","Y",1914,15,585.3,0.46580625,7.957747155,NA,12.34,128
"ACC016","ACC","Austin Cary FL","PIPA","C","LIVE",26.8,1,2,"C","Y",1910.5,16,564.1,0.4489,7.957747155,NA,10.59,125
"ACC017","ACC","Austin Cary FL","PIPA","C","LIVE",29.3,1,2,"C","Y",1920,17,674.3,0.53655625,7.957747155,NA,12.49,95
"ACC018","ACC","Austin Cary FL","PIPA","C","LIVE",23.3,1,2,"C","Y",1914,18,426.4,0.33930625,7.957747155,"tagged: 143",20,39
"ACC019","ACC","Austin Cary FL","PIPA","C","LIVE",36.5,1,2,"C","Y",1912,19,1046.3,0.83265625,7.957747155,"giant lightning scar, tag burned away",17.89,39
"ACC020","ACC","Austin Cary FL","PIPA","C","LIVE",33.5,1,2,"C","Y",1911,20,881.4,0.70140625,7.957747155,NA,14.49,41
"ACC021","ACC","Austin Cary FL","PIPA","C","LIVE",31.8,1,2,"C","Y",1919,21,794.2,0.632025,7.957747155,NA,12.65,50
"ACC022","ACC","Austin Cary FL","PIPA","C","LIVE",24.5,1,2,"C","Y",1923.5,22,471.4,0.37515625,7.957747155,NA,7.77,58
"ACC023","ACC","Austin Cary FL","PIPA","C","LIVE",26.5,1,2,"C","Y",1921.5,23,551.5,0.43890625,7.957747155,NA,5.14,49
"ACC024","ACC","Austin Cary FL","PIPA","C","LIVE",28.1,1,2,"C","Y",1916,24,620.2,0.49350625,7.957747155,NA,2.86,42
"ACC025","ACC","Austin Cary FL","PIPA","SNAG","DEAD",21.9,1,1,"C","Y",1919,25,376.7,0.29975625,7.957747155,"1 core, lots of rot",10.47,19
"ACC026","ACC","Austin Cary FL","PIPA","SNAG","DEAD",24,1,2,"C","Y",NA,26,452.4,0.36,7.957747155,"fire scar, rotten",12.73,26
"DHA001","DHA","Duke Hardwood","QUBI","I","LIVE",15.7,1,2,"A","Y",1921,1,193.6,0.364630178,18.83490451,NA,7.99,137
"DHA002","DHA","Duke Hardwood","LIST","D","LIVE",17.9,1,2,"A","N",NA,2,251.6,0.47397929,18.83490451,NA,10.87,136
"DHA003","DHA","Duke Hardwood","QUBI","D","LIVE",59.3,1,2,"A","Y",NA,3,2761.8,2.19780625,7.957747155,NA,12.41,103
"DHA004","DHA","Duke Hardwood","QUPH","D","LIVE",55.5,1,2,"A","Y",1918,4,2419.2,1.92515625,7.957747155,"WILLOW OAK",2.08,54
"DHA005","DHA","Duke Hardwood","QUPH","C","LIVE",24.7,1,2,"A","Y",1915,5,479.2,0.38130625,7.957747155,NA,6.14,54
"DHA006","DHA","Duke Hardwood","QUPH","C","LIVE",43.1,1,2,"A","Y",1910,6,1459,1.16100625,7.957747155,NA,8.48,29
"DHA007","DHA","Duke Hardwood","ACRU","I","LIVE",21.3,1,2,"A","N",1912,7,356.3,0.28355625,7.957747155,"VAR. TRILOBA",11.98,8
"DHA008","DHA","Duke Hardwood","OAK","SNAG","DEAD",22.1,1,2,"A","Y",1918,8,383.6,0.30525625,7.957747155,NA,10.07,35
"DHA009","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",20.8,1,2,"A","N",1797,9,339.8,0.2704,7.957747155,NA,11.41,55
"DHA010","DHA","Duke Hardwood","LIST","D","LIVE",66.1,1,2,"A","N",1792,10,3431.6,2.73075625,7.957747155,NA,10.69,357
"DHA011","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",26.4,1,2,"A","N",NA,11,547.4,0.4356,7.957747155,NA,5.37,350
"DHA012","DHA","Duke Hardwood","QUBI","C","LIVE",42,1,2,"A","Y",1918,12,1385.4,1.1025,7.957747155,NA,10.84,320
"DHA013","DHA","Duke Hardwood","LIST","I","LIVE",25.1,1,2,"A","N",NA,13,494.8,0.39375625,7.957747155,NA,12.34,272
"DHA014","DHA","Duke Hardwood","ACRU","S","LIVE",15.9,1,2,"A","N",1933.5,14,198.6,0.37397929,18.83490451,"VAR. TRILOBA",7.17,266
"DHA015","DHA","Duke Hardwood","QUBI","I","LIVE",24.5,1,2,"A","Y",1921.5,15,471.4,0.37515625,7.957747155,NA,2.82,213
"DHA016","DHA","Duke Hardwood","OAK","SNAG","DEAD",27.8,1,0,"A",NA,NA,16,607,0.483025,7.957747155,"no core, rotten @ bottom",6.77,227
"DHA017","DHA","Duke Hardwood","QUBI","I","LIVE",24.5,1,2,"A","Y",1913,17,471.4,0.37515625,7.957747155,NA,8.58,225
"DHA018","DHA","Duke Hardwood","ULAL","D","LIVE",30.8,1,2,"A","N",NA,18,745.1,0.5929,7.957747155,"2x check species, Ulmus?",10.62,226
"DHA019","DHA","Duke Hardwood","QUBI","I","LIVE",23,1,2,"A","Y",1921,19,415.5,0.330625,7.957747155,NA,9.79,182
"DHA020","DHA","Duke Hardwood","ULAL","I","LIVE",24.2,1,2,"A","N",NA,20,460,0.366025,7.957747155,NA,8.23,157
"DHA021","DHA","Duke Hardwood","QUBI","I","LIVE",29.7,1,2,"A","Y",1905.5,21,692.8,0.55130625,7.957747155,NA,14.06,152
"DHA022","DHA","Duke Hardwood","FRAX","I","LIVE",31.7,1,2,"A","Y",NA,22,789.2,0.62805625,7.957747155,"was FRAM, now Frax",19.32,164
"DHA023","DHA","Duke Hardwood","QUBI","C","LIVE",66.4,1,2,"A","Y",1914,23,3462.8,2.7556,7.957747155,NA,17.52,136
"DHA024","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",22.2,1,2,"A","N",1774.5,24,387.1,0.308025,7.957747155,NA,19.37,78
"DHA025","DHA","Duke Hardwood","CAOV","D","LIVE",45.8,1,2,"A","Y",NA,25,1647.5,1.311025,7.957747155,NA,19.93,45
"DHA026","DHA","Duke Hardwood","OAK","SNAG","DEAD",29.4,1,0,"A",NA,NA,26,678.9,0.540225,7.957747155,"no core",16.97,18
"DHA027","DHA","Duke Hardwood","FRAX","C","LIVE",37.9,1,2,"A","Y",NA,27,1128.2,0.89775625,7.957747155,"was FRAM, now Frax",18.95,12
"DHA028","DHA","Duke Hardwood","QUPH","C","LIVE",45.6,1,2,"A","Y",1898,28,1633.1,1.2996,7.957747155,NA,19.89,355
"DHA029","DHA","Duke Hardwood","QUPH","I","LIVE",33.1,1,2,"A","Y",1918,29,860.5,0.68475625,7.957747155,NA,19.9,323
"DHA030","DHA","Duke Hardwood","ULAL","I","LIVE",30.3,1,2,"A","N",1810,30,721.1,0.57380625,7.957747155,NA,13.89,325
"DHA031","DHA","Duke Hardwood","QUBI","I","LIVE",34.4,1,2,"A","Y",1918.5,31,929.4,0.7396,7.957747155,NA,14.22,289
"DHA032","DHA","Duke Hardwood","CAOV","C","LIVE",41.4,1,2,"A","Y",NA,32,1346.1,1.071225,7.957747155,NA,16.88,266
"DHA033","DHA","Duke Hardwood","ACRU","C","LIVE",31,1,2,"A","N",1938.5,33,754.8,0.600625,7.957747155,"VAR. TRILOBA",19.92,237
"DHA034","DHA","Duke Hardwood","ULAL","C","LIVE",24.5,1,2,"A","N",1804.5,34,471.4,0.37515625,7.957747155,NA,15.02,239
