CoreID,Site,plot.id,tree.number,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,species,canopy.class,live.dead,dbh
HOW1122N,HOW,1,122,1,2,N,NA,NA,1909,1909,2013,Y,1909,2013,Y,NA,NA,PCRU,C,LIVE,23.4
HOW1123S,HOW,1,123,1,2,S,NA,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,PCRU,C,LIVE,23.9
HOW1123N,HOW,1,123,1,2,N,NA,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,PCRU,C,LIVE,23.9
HOW1124W,HOW,1,124,1,2,W,NA,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,PIST,D,LIVE,47.3
HOW1124E,HOW,1,124,1,2,E,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,PIST,D,LIVE,47.3
HOW1125E,HOW,1,125,1,2,E,NA,NA,1925,1925,2013,Y,1925,2013,Y,NA,NA,PCRU,I,LIVE,25.1
HOW1125W,HOW,1,125,1,2,W,NA,NA,1925,1925,2013,Y,1925,2013,Y,NA,NA,PCRU,I,LIVE,25.1
HOW1126B,HOW,1,126,1,2,B,NA,NA,1879,1879,2008,Y,1879,2008,Y,NA,NA,PCRU,C,LIVE,21.5
HOW1126A,HOW,1,126,1,2,A,NA,NA,1934,1934,2001,Y,1934,2001,Y,NA,NA,PCRU,C,LIVE,21.5
HOW1127N,HOW,1,127,1,2,N,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,PCRU,C,LIVE,25.1
HOW1127S,HOW,1,127,1,2,S,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,PCRU,C,LIVE,25.1
HOW1128E,HOW,1,128,1,2,E,NA,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,PIST,C,LIVE,29.8
HOW1128W,HOW,1,128,1,2,W,NA,NA,1930,1930,2014,Y,1930,2014,Y,NA,NA,PIST,C,LIVE,29.8
HOW1129E,HOW,1,129,1,2,E,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,PCRU,C,LIVE,22.5
HOW1129W,HOW,1,129,1,2,W,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,C,LIVE,22.5
HOW1130S,HOW,1,130,1,2,S,NA,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,PCRU,C,LIVE,23.4
HOW1130N,HOW,1,130,1,2,N,NA,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,PCRU,C,LIVE,23.4
HOW1131N,HOW,1,131,1,2,N,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,C,LIVE,23.6
HOW1131S,HOW,1,131,1,2,S,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,C,LIVE,23.6
HOW1134N,HOW,1,134,1,2,N,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,32.7
HOW1134S,HOW,1,134,1,2,S,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,32.7
HOW2001E,HOW,2,1,1,2,E,NA,NA,1885,1885,2012,Y,1885,2012,Y,NA,NA,TSCA,C,LIVE,31.3
HOW2001W,HOW,2,1,1,2,W,NA,NA,1873,1873,2013,Y,1873,2013,Y,NA,NA,TSCA,C,LIVE,31.3
HOW2002E,HOW,2,2,1,2,E,NA,NA,1878,1878,2013,Y,1878,2013,Y,NA,NA,TSCA,C,LIVE,35.1
HOW2002W,HOW,2,2,1,2,W,NA,NA,1875,1875,2013,Y,1875,2013,Y,NA,NA,TSCA,C,LIVE,35.1
HOW2003W,HOW,2,3,1,2,W,NA,NA,1931,1931,2004,Y,1931,2004,Y,NA,NA,TSCA,SNAG,DEAD,19.3
HOW2005E,HOW,2,5,1,2,E,NA,NA,1890,1890,2013,Y,1890,2013,Y,NA,NA,TSCA,C,LIVE,35.6
HOW2005W,HOW,2,5,1,2,W,NA,NA,1885,1885,2013,Y,1885,2013,Y,NA,NA,TSCA,C,LIVE,35.6
HOW2007W,HOW,2,7,1,2,W,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,25.3
HOW2007E,HOW,2,7,1,2,E,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,25.3
HOW2008E,HOW,2,8,1,2,E,NA,NA,1918,1918,2013,Y,1918,2013,Y,NA,NA,TSCA,C,LIVE,24.7
HOW2008W,HOW,2,8,1,2,W,NA,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,TSCA,C,LIVE,24.7
HOW2009E,HOW,2,9,1,2,E,NA,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,PCRU,D,LIVE,38.6
HOW2009W,HOW,2,9,1,2,W,NA,NA,1909,1909,2013,Y,1909,2013,Y,NA,NA,PCRU,D,LIVE,38.6
HOW2010N,HOW,2,10,1,2,N,NA,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,PCRU,C,LIVE,21.4
HOW2010S,HOW,2,10,1,2,S,NA,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,PCRU,C,LIVE,21.4
HOW2011E,HOW,2,11,1,2,E,NA,NA,1921,1921,2013,Y,1921,2013,Y,NA,NA,TSCA,I,LIVE,22.5
HOW2011W,HOW,2,11,1,2,W,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,TSCA,I,LIVE,22.5
HOW2012S,HOW,2,12,1,2,S,NA,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,PCRU,D,LIVE,36.9
HOW2012N,HOW,2,12,1,2,N,NA,NA,1895,1895,2012,Y,1895,2012,Y,NA,NA,PCRU,D,LIVE,36.9
HOW2014W,HOW,2,14,1,2,W,NA,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,C,LIVE,31.9
HOW2014E,HOW,2,14,1,2,E,NA,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,C,LIVE,31.9
HOW2015E,HOW,2,15,1,2,E,NA,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,THOC,I,LIVE,27.8
HOW2015W,HOW,2,15,1,2,W,NA,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,THOC,I,LIVE,27.8
HOW2016N,HOW,2,16,1,2,N,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,D,LIVE,28.1
HOW2016S,HOW,2,16,1,2,S,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,D,LIVE,28.1
HOW2017N,HOW,2,17,1,2,N,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,C,LIVE,26.3
HOW2017S,HOW,2,17,1,2,S,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,C,LIVE,26.3
HOW2018E,HOW,2,18,1,2,E,NA,NA,1965,1965,2013,Y,1965,2013,Y,NA,NA,ACRU,C,LIVE,33
HOW2018W,HOW,2,18,1,2,W,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,ACRU,C,LIVE,33
HOW2019E,HOW,2,19,1,2,E,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,C,LIVE,28.8
HOW2019W,HOW,2,19,1,2,W,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,C,LIVE,28.8
HOW2020W,HOW,2,20,1,2,W,NA,NA,1962,1962,2013,Y,1962,2013,Y,NA,NA,PCRU,C,LIVE,30.5
HOW2020E,HOW,2,20,1,2,E,NA,NA,1917,1917,2013,Y,1917,2013,Y,NA,NA,PCRU,C,LIVE,30.5
HOW2021S,HOW,2,21,1,2,S,NA,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,TSCA,I,LIVE,28.3
HOW2022W,HOW,2,22,1,2,W,NA,NA,1855,1855,2013,Y,1855,2013,Y,NA,NA,PCRU,C,LIVE,39.1
HOW2022E,HOW,2,22,1,2,E,NA,NA,1855,1855,2013,Y,1855,2013,Y,NA,NA,PCRU,C,LIVE,39.1
HOW2023E,HOW,2,23,1,2,E,NA,NA,1847,1847,2013,Y,1847,2013,Y,NA,NA,TSCA,I,LIVE,28.3
HOW2023W,HOW,2,23,1,2,W,NA,NA,1860,1860,2010,Y,1860,2010,Y,NA,NA,TSCA,I,LIVE,28.3
HOW2024E,HOW,2,24,1,2,E,NA,NA,1858,1858,2013,Y,1858,2013,Y,NA,NA,PCRU,C,LIVE,41.3
HOW2024W,HOW,2,24,1,2,W,NA,NA,1879,1879,2013,Y,1879,2013,Y,NA,NA,PCRU,C,LIVE,41.3
HOW2025E,HOW,2,25,1,2,E,NA,NA,1912,1912,2013,Y,1912,2013,Y,NA,NA,ACRU,C,LIVE,25.7
HOW2025W,HOW,2,25,1,2,W,NA,NA,1918,1918,2013,Y,1918,2013,Y,NA,NA,ACRU,C,LIVE,25.7
HOW2026N,HOW,2,26,1,2,N,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,36.5
HOW2026S,HOW,2,26,1,2,S,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,36.5
HOW2028S,HOW,2,28,1,2,S,NA,NA,1875,1875,2013,Y,1875,2013,Y,NA,NA,TSCA,C,LIVE,23.7
HOW2028N,HOW,2,28,1,2,N,NA,NA,1910,1910,2013,Y,1910,2013,Y,NA,NA,TSCA,C,LIVE,23.7
HOW2029E,HOW,2,29,1,2,E,NA,NA,1890,1890,2013,Y,1890,2013,Y,NA,NA,PCRU,C,LIVE,16.6
HOW2029W,HOW,2,29,1,2,W,NA,NA,1890,1890,2013,Y,1890,2013,Y,NA,NA,PCRU,C,LIVE,16.6
HOW2030S,HOW,2,30,1,2,S,NA,NA,1876,1876,2013,Y,1876,2013,Y,NA,NA,TSCA,C,LIVE,34
HOW2031N,HOW,2,31,1,2,N,NA,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,S,LIVE,11.8
HOW2031S,HOW,2,31,1,2,S,NA,NA,1943,1943,2011,Y,1943,2011,Y,NA,NA,TSCA,S,LIVE,11.8
HOW2032E,HOW,2,32,1,2,E,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,ACRU,C,LIVE,28
HOW2033W,HOW,2,33,1,2,W,NA,NA,1891,1891,2013,Y,1891,2013,Y,NA,NA,TSCA,C,LIVE,37.8
HOW2033E,HOW,2,33,1,2,E,NA,NA,1879,1879,2013,Y,1879,2013,Y,NA,NA,TSCA,C,LIVE,37.8
HOW2034N,HOW,2,34,1,2,N,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,PCRU,C,LIVE,34.1
HOW2034S,HOW,2,34,1,2,S,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,PCRU,C,LIVE,34.1
HOW2035E,HOW,2,35,1,2,E,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,PCRU,C,LIVE,34.3
HOW2036E,HOW,2,36,1,2,E,NA,NA,1901,1901,2011,Y,1901,2011,Y,NA,NA,PCRU,S,LIVE,14.3
HOW2037N,HOW,2,37,1,2,N,NA,NA,1903,1903,2013,Y,1903,2013,Y,NA,NA,TSCA,C,LIVE,22.7
HOW2037S,HOW,2,37,1,2,S,NA,NA,1903,1903,2013,Y,1903,2013,Y,NA,NA,TSCA,C,LIVE,22.7
HOW2038S,HOW,2,38,1,2,S,NA,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,TSCA,C,LIVE,23.1
HOW2038N,HOW,2,38,1,2,N,NA,NA,1907,1907,2013,Y,1907,2013,Y,NA,NA,TSCA,C,LIVE,23.1
HOW2039N,HOW,2,39,1,2,N,NA,NA,1887,1887,2013,Y,1887,2013,Y,NA,NA,ACRU,C,LIVE,15.2
HOW2040S,HOW,2,40,1,2,S,NA,NA,1952,1952,2013,Y,1952,2013,Y,NA,NA,TSCA,S,LIVE,10.2
HOW2040N,HOW,2,40,1,2,N,NA,NA,1952,1952,2013,Y,1952,2013,Y,NA,NA,TSCA,S,LIVE,10.2
HOW2041N,HOW,2,41,1,2,N,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,19.1
HOW2041S,HOW,2,41,1,2,S,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,19.1
HOW2042W,HOW,2,42,1,2,W,NA,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,TSCA,I,LIVE,28.1
HOW2042E,HOW,2,42,1,2,E,NA,NA,1851,1851,2011,Y,1851,2011,Y,NA,NA,TSCA,I,LIVE,28.1
HOW2043N,HOW,2,43,1,2,N,NA,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,ACRU,C,LIVE,32.1
HOW2043S,HOW,2,43,1,2,S,NA,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,ACRU,C,LIVE,32.1
HOW2044E,HOW,2,44,1,2,E,NA,NA,1874,1874,2013,Y,1874,2013,Y,NA,NA,TSCA,D,LIVE,45.9
HOW2044W,HOW,2,44,1,2,W,NA,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,TSCA,D,LIVE,45.9
HOW2045N,HOW,2,45,1,2,N,NA,NA,1958,1958,2013,Y,1958,2013,Y,NA,NA,THOC,C,LIVE,27.7
HOW2045S,HOW,2,45,1,2,S,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,THOC,C,LIVE,27.7
HOW2047W,HOW,2,47,1,2,W,NA,NA,1925,1925,2013,Y,1925,2013,Y,NA,NA,PCRU,D,LIVE,21.2
HOW2047E,HOW,2,47,1,2,E,NA,NA,1927,1927,2013,Y,1927,2013,Y,NA,NA,PCRU,D,LIVE,21.2
HOW2048E,HOW,2,48,1,2,E,NA,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,ACRU,C,LIVE,23.4
HOW2048W,HOW,2,48,1,2,W,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,ACRU,C,LIVE,23.4
HOW2049E,HOW,2,49,1,2,E,NA,NA,1943,1943,2013,Y,1943,2013,Y,NA,NA,PCRU,D,LIVE,24.9
HOW2049W,HOW,2,49,1,2,W,NA,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,PCRU,D,LIVE,24.9
HOW2050E,HOW,2,50,1,2,E,NA,NA,1947,1947,2013,Y,1947,2013,Y,NA,NA,THOC,I,LIVE,26.9
HOW2050W,HOW,2,50,1,2,W,NA,NA,1956,1956,2013,Y,1956,2013,Y,NA,NA,THOC,I,LIVE,26.9
HOW2051N,HOW,2,51,1,2,N,NA,NA,1859,1859,2013,Y,1859,2013,Y,NA,NA,TSCA,C,LIVE,43.2
HOW2051S,HOW,2,51,1,2,S,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,43.2
HOW2052N,HOW,2,52,1,2,N,NA,NA,1917,1917,2013,Y,1917,2013,Y,NA,NA,THOC,S,LIVE,22.3
HOW2053E,HOW,2,53,1,2,E,NA,NA,1870,1870,2013,Y,1870,2013,Y,NA,NA,PCRU,C,LIVE,31
HOW2053W,HOW,2,53,1,2,W,NA,NA,1870,1870,2013,Y,1870,2013,Y,NA,NA,PCRU,C,LIVE,31
HOW2054S,HOW,2,54,1,2,S,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,S,LIVE,18.8
HOW2054N,HOW,2,54,1,2,N,NA,NA,1923,1923,2013,Y,1923,2013,Y,NA,NA,TSCA,S,LIVE,18.8
HOW2055N,HOW,2,55,1,2,N,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,THOC,C,LIVE,31.5
HOW2056N,HOW,2,56,1,2,N,NA,NA,1826,1826,2013,Y,1826,2013,Y,NA,NA,TSCA,C,LIVE,30.4
HOW2056S,HOW,2,56,1,2,S,NA,NA,1839,1839,2013,Y,1839,2013,Y,NA,NA,TSCA,C,LIVE,30.4
HOW2058S,HOW,2,58,1,2,S,NA,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,THOC,C,LIVE,23.7
HOW2058E,HOW,2,58,1,2,E,NA,NA,1953,1953,2013,Y,1953,2013,Y,NA,NA,THOC,C,LIVE,23.7
HOW2060E,HOW,2,60,1,2,E,NA,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,TSCA,I,LIVE,18.4
HOW2060W,HOW,2,60,1,2,W,NA,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,TSCA,I,LIVE,18.4
HOW2061N,HOW,2,61,1,2,N,NA,NA,1814,1814,2013,Y,1814,2013,Y,NA,NA,ACRU,C,LIVE,34.6
HOW2061S,HOW,2,61,1,2,S,NA,NA,1812,1812,2013,Y,1812,2013,Y,NA,NA,ACRU,C,LIVE,34.6
HOW2062S,HOW,2,62,1,2,S,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,C,LIVE,34.9
HOW2062N,HOW,2,62,1,2,N,NA,NA,1927,1927,2013,Y,1927,2013,Y,NA,NA,TSCA,C,LIVE,34.9
HOW2063W,HOW,2,63,1,2,W,NA,NA,1852,1852,2013,Y,1852,2013,Y,NA,NA,PCRU,S,LIVE,18.5
HOW2063E,HOW,2,63,1,2,E,NA,NA,1853,1853,2013,Y,1853,2013,Y,NA,NA,PCRU,S,LIVE,18.5
HOW2064W,HOW,2,64,1,2,W,NA,NA,1893,1893,2013,Y,1893,2013,Y,NA,NA,TSCA,I,LIVE,23.2
HOW2064E,HOW,2,64,1,2,E,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,I,LIVE,23.2
HOW2065N,HOW,2,65,1,2,N,NA,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,TSCA,C,LIVE,20.2
HOW2066N,HOW,2,66,1,2,N,NA,NA,1927,1927,2013,Y,1927,2013,Y,NA,NA,PCRU,D,LIVE,30.2
HOW2066S,HOW,2,66,1,2,S,NA,NA,1927,1927,2012,Y,1927,2012,Y,NA,NA,PCRU,D,LIVE,30.2
HOW2068E,HOW,2,68,1,2,E,NA,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,PCRU,D,LIVE,27.3
HOW2069E,HOW,2,69,1,2,E,NA,NA,1967,1967,2013,Y,1967,2013,Y,NA,NA,PCRU,D,LIVE,49.4
HOW2069W,HOW,2,69,1,2,W,NA,NA,1976,1976,2013,Y,1976,2013,Y,NA,NA,PCRU,D,LIVE,49.4
HOW2070E,HOW,2,70,1,2,E,NA,NA,1954,1954,2013,Y,1954,2013,Y,NA,NA,PCRU,C,LIVE,31.4
HOW2070W,HOW,2,70,1,2,W,NA,NA,1959,1959,2013,Y,1959,2013,Y,NA,NA,PCRU,C,LIVE,31.4
HOW2071E,HOW,2,71,1,2,E,NA,NA,1916,1916,2013,Y,1916,2013,Y,NA,NA,THOC,C,LIVE,32
HOW2071W,HOW,2,71,1,2,W,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,THOC,C,LIVE,32
HOW2072W,HOW,2,72,1,2,W,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,C,LIVE,27.1
HOW2072E,HOW,2,72,1,2,E,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,C,LIVE,27.1
HOW2073E,HOW,2,73,1,2,E,NA,NA,1856,1856,2013,Y,1856,2013,Y,NA,NA,PCRU,D,LIVE,26.4
HOW2073W,HOW,2,73,1,2,W,NA,NA,1868,1868,2013,Y,1868,2013,Y,NA,NA,PCRU,D,LIVE,26.4
HOW2074N,HOW,2,74,1,2,N,NA,NA,1859,1859,2011,Y,1859,2011,Y,NA,NA,TSCA,I,LIVE,22.2
HOW2074S,HOW,2,74,1,2,S,NA,NA,1860,1860,2011,Y,1860,2011,Y,NA,NA,TSCA,I,LIVE,22.2
HOW2075E,HOW,2,75,1,2,E,NA,NA,1842,1842,2013,Y,1842,2013,Y,NA,NA,ACRU,C,LIVE,35.3
HOW2076N,HOW,2,76,1,2,N,NA,NA,1872,1872,2013,Y,1872,2013,Y,NA,NA,PCRU,C,LIVE,38.3
HOW2076S,HOW,2,76,1,2,S,NA,NA,1852,1852,2013,Y,1852,2013,Y,NA,NA,PCRU,C,LIVE,38.3
HOW2077N,HOW,2,77,1,2,N,NA,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,TSCA,C,LIVE,20.1
HOW2077S,HOW,2,77,1,2,S,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,C,LIVE,20.1
HOW2078E,HOW,2,78,1,2,E,NA,NA,1913,1913,2013,Y,1913,2013,Y,NA,NA,THOC,C,LIVE,28.4
HOW2078W,HOW,2,78,1,2,W,NA,NA,1913,1913,2013,Y,1913,2013,Y,NA,NA,THOC,C,LIVE,28.4
HOW2079S,HOW,2,79,1,2,S,NA,NA,1955,1955,2013,Y,1955,2013,Y,NA,NA,BEAL,C,LIVE,23.5
HOW2079N,HOW,2,79,1,2,N,NA,NA,1955,1955,2013,Y,1955,2013,Y,NA,NA,BEAL,C,LIVE,23.5
HOW2080A,HOW,2,80,1,2,A,NA,NA,1878,1878,1993,Y,1878,1993,Y,NA,NA,PCRU,C,LIVE,12.9
HOW2081N,HOW,2,81,1,2,N,NA,NA,1917,1917,2006,Y,1917,2006,Y,NA,NA,TSCA,S,LIVE,11.9
HOW2081S,HOW,2,81,1,2,S,NA,NA,1917,1917,2013,Y,1917,2013,Y,NA,NA,TSCA,S,LIVE,11.9
HOW2082S,HOW,2,82,1,2,S,NA,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,PCRU,C,LIVE,12.6
HOW2082N,HOW,2,82,1,2,N,NA,NA,1963,1963,2013,Y,1963,2013,Y,NA,NA,PCRU,C,LIVE,12.6
HOW2083E,HOW,2,83,1,2,E,NA,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,ACRU,C,LIVE,25.2
HOW2084E,HOW,2,84,1,2,E,NA,NA,1885,1885,2013,Y,1885,2013,Y,NA,NA,THOC,C,LIVE,22.8
HOW2084W,HOW,2,84,1,2,W,NA,NA,1923,1923,2012,Y,1923,2012,Y,NA,NA,THOC,C,LIVE,22.8
HOW2085W,HOW,2,85,1,2,W,NA,NA,1912,1912,2013,Y,1912,2013,Y,NA,NA,TSCA,I,LIVE,15.7
HOW2085E,HOW,2,85,1,2,E,NA,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,TSCA,I,LIVE,15.7
HOW2086W,HOW,2,86,1,2,W,NA,NA,1872,1872,2013,Y,1872,2013,Y,NA,NA,PCRU,C,LIVE,23.3
HOW2086E,HOW,2,86,1,2,E,NA,NA,1872,1872,2013,Y,1872,2013,Y,NA,NA,PCRU,C,LIVE,23.3
HOW2087E,HOW,2,87,1,2,E,NA,NA,1919,1919,2013,Y,1919,2013,Y,NA,NA,THOC,C,LIVE,21.8
HOW2087W,HOW,2,87,1,2,W,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,THOC,C,LIVE,21.8
HOW2088E,HOW,2,88,1,2,E,NA,NA,1870,1870,2013,Y,1870,2013,Y,NA,NA,PCRU,D,LIVE,45.2
HOW2088W,HOW,2,88,1,2,W,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,D,LIVE,45.2
HOW2089E,HOW,2,89,1,2,E,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,TSCA,C,LIVE,23.9
HOW2089W,HOW,2,89,1,2,W,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,TSCA,C,LIVE,23.9
HOW2090N,HOW,2,90,1,2,N,NA,NA,1831,1831,2013,Y,1831,2013,Y,NA,NA,PCRU,D,LIVE,36.8
HOW2090S,HOW,2,90,1,2,S,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,PCRU,D,LIVE,36.8
HOW2092E,HOW,2,92,1,2,E,NA,NA,1878,1878,2013,Y,1878,2013,Y,NA,NA,TSCA,C,LIVE,25.7
HOW2092W,HOW,2,92,1,2,W,NA,NA,1875,1875,2013,Y,1875,2013,Y,NA,NA,TSCA,C,LIVE,25.7
HOW2093W,HOW,2,93,1,2,W,NA,NA,1861,1861,2013,Y,1861,2013,Y,NA,NA,PCRU,C,LIVE,25.1
HOW2093E,HOW,2,93,1,2,E,NA,NA,1878,1878,2013,Y,1878,2013,Y,NA,NA,PCRU,C,LIVE,25.1
HOW2094N,HOW,2,94,1,2,N,NA,NA,1868,1868,2013,Y,1868,2013,Y,NA,NA,PCRU,C,LIVE,36
HOW2094S,HOW,2,94,1,2,S,NA,NA,1869,1869,2013,Y,1869,2013,Y,NA,NA,PCRU,C,LIVE,36
HOW2095W,HOW,2,95,1,2,W,NA,NA,1877,1877,2013,Y,1877,2013,Y,NA,NA,TSCA,C,LIVE,26
HOW2095E,HOW,2,95,1,2,E,NA,NA,1877,1877,2013,Y,1877,2013,Y,NA,NA,TSCA,C,LIVE,26
HOW2097E,HOW,2,97,1,2,E,NA,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,C,LIVE,22.8
HOW2097W,HOW,2,97,1,2,W,NA,NA,1912,1912,2013,Y,1912,2013,Y,NA,NA,TSCA,C,LIVE,22.8
HOW2098S,HOW,2,98,1,2,S,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,27.5
HOW2098N,HOW,2,98,1,2,N,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,PCRU,C,LIVE,27.5
HOW2099E,HOW,2,99,1,2,E,NA,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,TSCA,C,LIVE,28.5
HOW2099W,HOW,2,99,1,2,W,NA,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,TSCA,C,LIVE,28.5
HOW2100W,HOW,2,100,1,2,W,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,I,LIVE,26.4
HOW2101W,HOW,2,101,1,2,W,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,THOC,I,LIVE,25
HOW2101E,HOW,2,101,1,2,E,NA,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,THOC,I,LIVE,25
HOW2102N,HOW,2,102,1,2,N,NA,NA,1859,1859,2013,Y,1859,2013,Y,NA,NA,PCRU,C,LIVE,41.2
HOW2102S,HOW,2,102,1,2,S,NA,NA,1859,1859,2013,Y,1859,2013,Y,NA,NA,PCRU,C,LIVE,41.2
HOW2103S,HOW,2,103,1,2,S,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,SNAG,DEAD,25.4
HOW2103N,HOW,2,103,1,2,N,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,SNAG,DEAD,25.4
HOW2104N,HOW,2,104,1,2,N,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,D,LIVE,28.9
HOW2104S,HOW,2,104,1,2,S,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,PCRU,D,LIVE,28.9
HOW2105S,HOW,2,105,1,2,S,NA,NA,1860,1860,2013,Y,1860,2013,Y,NA,NA,PCRU,C,LIVE,33.8
HOW2105N,HOW,2,105,1,2,N,NA,NA,1861,1861,2013,Y,1861,2013,Y,NA,NA,PCRU,C,LIVE,33.8
HOW2106E,HOW,2,106,1,2,E,NA,NA,1839,1839,2013,Y,1839,2013,Y,NA,NA,PIST,D,LIVE,74.4
HOW2106W,HOW,2,106,1,2,W,NA,NA,1857,1857,2011,Y,1857,2011,Y,NA,NA,PIST,D,LIVE,74.4
HOW2126W,HOW,2,126,1,2,W,NA,NA,1950,1950,2009,Y,1950,2009,Y,NA,NA,NA,NA,NA,NA
