CoreID,Site,plot.id,tree.number,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,species,canopy.class,live.dead,dbh
HOW3001E,HOW,3,1,1,2,E,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3001W,HOW,3,1,1,2,W,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3002W,HOW,3,2,1,2,W,NA,NA,1868,1868,2009,Y,1868,2009,Y,NA,NA,PCRU,C,LIVE,18.2
HOW3002E,HOW,3,2,1,2,E,NA,NA,1868,1868,2013,Y,1868,2013,Y,NA,NA,PCRU,C,LIVE,18.2
HOW3003S,HOW,3,3,1,2,S,NA,NA,1874,1874,2005,Y,1874,2005,Y,NA,NA,TSCA,I,LIVE,19.1
HOW3004S,HOW,3,4,1,2,S,NA,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,TSCA,C,LIVE,32.1
HOW3004N,HOW,3,4,1,2,N,NA,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,C,LIVE,32.1
HOW3005N,HOW,3,5,1,2,N,NA,NA,1873,1873,2013,Y,1873,2013,Y,NA,NA,TSCA,D,LIVE,48.4
HOW3005S,HOW,3,5,1,2,S,NA,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,D,LIVE,48.4
HOW3007N,HOW,3,7,1,2,N,NA,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,TSCA,C,LIVE,39.8
HOW3007S,HOW,3,7,1,2,S,NA,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,TSCA,C,LIVE,39.8
HOW3008E,HOW,3,8,1,2,E,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,29.3
HOW3008W,HOW,3,8,1,2,W,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,29.3
HOW3009N,HOW,3,9,1,2,N,NA,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,C,LIVE,34.1
HOW3009S,HOW,3,9,1,2,S,NA,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,TSCA,C,LIVE,34.1
HOW3010E,HOW,3,10,1,2,E,NA,NA,1887,1887,2013,Y,1887,2013,Y,NA,NA,TSCA,D,LIVE,33.2
HOW3010W,HOW,3,10,1,2,W,NA,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,D,LIVE,33.2
HOW3011W,HOW,3,11,1,2,W,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,S,LIVE,13.7
HOW3011E,HOW,3,11,1,2,E,NA,NA,1923,1923,2013,Y,1923,2013,Y,NA,NA,TSCA,S,LIVE,13.7
HOW3012N,HOW,3,12,1,2,N,NA,NA,1867,1867,2013,Y,1867,2013,Y,NA,NA,TSCA,C,LIVE,23.5
HOW3012S,HOW,3,12,1,2,S,NA,NA,1867,1867,2013,Y,1867,2013,Y,NA,NA,TSCA,C,LIVE,23.5
HOW3013A,HOW,3,13,1,2,A,NA,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,TSCA,C,LIVE,30.3
HOW3013N,HOW,3,13,1,2,N,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,30.3
HOW3014E,HOW,3,14,1,2,E,NA,NA,1909,1909,2013,Y,1909,2013,Y,NA,NA,TSCA,D,LIVE,64.4
HOW3014I,HOW,3,14,1,2,I,NA,NA,1809,1809,1906,Y,1809,1906,Y,NA,NA,TSCA,D,LIVE,64.4
HOW3014W,HOW,3,14,1,2,W,NA,NA,1869,1869,2013,Y,1869,2013,Y,NA,NA,TSCA,D,LIVE,64.4
HOW3015N,HOW,3,15,1,2,N,NA,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,PCRU,C,LIVE,24.2
HOW3015S,HOW,3,15,1,2,S,NA,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,PCRU,C,LIVE,24.2
HOW3016E,HOW,3,16,1,2,E,NA,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,PCRU,C,LIVE,34.7
HOW3016W,HOW,3,16,1,2,W,NA,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,PCRU,C,LIVE,34.7
HOW3017W,HOW,3,17,1,2,W,NA,NA,1925,1925,2012,Y,1925,2012,Y,NA,NA,BEAL,C,LIVE,21
HOW3017E,HOW,3,17,1,2,E,NA,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,BEAL,C,LIVE,21
HOW3018N,HOW,3,18,1,2,N,NA,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,PCRU,C,LIVE,21
HOW3018S,HOW,3,18,1,2,S,NA,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,PCRU,C,LIVE,21
HOW3019E,HOW,3,19,1,2,E,NA,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,I,LIVE,24.7
HOW3019W,HOW,3,19,1,2,W,NA,NA,1882,1882,2013,Y,1882,2013,Y,NA,NA,TSCA,I,LIVE,24.7
HOW3020E,HOW,3,20,1,2,E,NA,NA,1866,1866,2012,Y,1866,2012,Y,NA,NA,TSCA,C,LIVE,27.9
HOW3020W,HOW,3,20,1,2,W,NA,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,TSCA,C,LIVE,27.9
HOW3021N,HOW,3,21,1,2,N,NA,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,TSCA,I,LIVE,26.2
HOW3021S,HOW,3,21,1,2,S,NA,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,TSCA,I,LIVE,26.2
HOW3022E,HOW,3,22,1,2,E,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,31.4
HOW3022W,HOW,3,22,1,2,W,NA,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,31.4
HOW3023W,HOW,3,23,1,2,W,NA,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,ACRU,C,LIVE,29.3
HOW3023E,HOW,3,23,1,2,E,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,ACRU,C,LIVE,29.3
HOW3024N,HOW,3,24,1,2,N,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,ACRU,D,LIVE,43.4
HOW3024S,HOW,3,24,1,2,S,NA,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,ACRU,D,LIVE,43.4
HOW3025N,HOW,3,25,1,2,N,NA,NA,1945,1945,2013,Y,1945,2013,Y,NA,NA,TSCA,S,LIVE,16.7
HOW3025S,HOW,3,25,1,2,S,NA,NA,1945,1945,2013,Y,1945,2013,Y,NA,NA,TSCA,S,LIVE,16.7
HOW3026E,HOW,3,26,1,2,E,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,C,LIVE,35.2
HOW3026W,HOW,3,26,1,2,W,NA,NA,1885,1885,2013,Y,1885,2013,Y,NA,NA,TSCA,C,LIVE,35.2
HOW3027N,HOW,3,27,1,2,N,NA,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3027S,HOW,3,27,1,2,S,NA,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3028N,HOW,3,28,1,2,N,NA,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,PCRu,D,LIVE,26.6
HOW3028S,HOW,3,28,1,2,S,NA,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,PCRu,D,LIVE,26.6
HOW3029N,HOW,3,29,1,2,N,NA,NA,1857,1857,2013,Y,1857,2013,Y,NA,NA,TSCA,D,LIVE,45.6
HOW3029S,HOW,3,29,1,2,S,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,TSCA,D,LIVE,45.6
HOW3030N,HOW,3,30,1,2,N,NA,NA,1832,1832,2013,Y,1832,2013,Y,NA,NA,PCRU,C,LIVE,30.6
HOW3030S,HOW,3,30,1,2,S,NA,NA,1832,1832,2013,Y,1832,2013,Y,NA,NA,PCRU,C,LIVE,30.6
HOW3031W,HOW,3,31,1,2,W,NA,NA,1899,1899,2013,Y,1899,2013,Y,NA,NA,PCRU,C,LIVE,31.5
HOW3031E,HOW,3,31,1,2,E,NA,NA,1899,1899,2013,Y,1899,2013,Y,NA,NA,PCRU,C,LIVE,31.5
HOW3032N,HOW,3,32,1,2,N,NA,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,ACRU,I,LIVE,23.9
HOW3032W,HOW,3,32,1,2,W,NA,NA,1931,1931,2012,Y,1931,2012,Y,NA,NA,ACRU,I,LIVE,23.9
HOW3033E,HOW,3,33,1,2,E,NA,NA,1834,1834,2013,Y,1834,2013,Y,NA,NA,ACRU,D,LIVE,37
HOW3033W,HOW,3,33,1,2,W,NA,NA,1826,1826,2013,Y,1826,2013,Y,NA,NA,ACRU,D,LIVE,37
HOW3034E,HOW,3,34,1,2,E,NA,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,TSCA,C,LIVE,39
HOW3034W,HOW,3,34,1,2,W,NA,NA,1848,1848,2012,Y,1848,2012,Y,NA,NA,TSCA,C,LIVE,39
HOW3035E,HOW,3,35,1,2,E,NA,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,TSCA,S,LIVE,10.3
HOW3035W,HOW,3,35,1,2,W,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,S,LIVE,10.3
HOW3036E,HOW,3,36,1,2,E,NA,NA,1942,1942,2011,Y,1942,2011,Y,NA,NA,TSCA,I,LIVE,14
HOW3036W,HOW,3,36,1,2,W,NA,NA,1943,1943,2013,Y,1943,2013,Y,NA,NA,TSCA,I,LIVE,14
HOW3037W,HOW,3,37,1,2,W,NA,NA,1851,1851,2013,Y,1851,2013,Y,NA,NA,TSCA,C,LIVE,41.3
HOW3037E,HOW,3,37,1,2,E,NA,NA,1854,1854,2013,Y,1854,2013,Y,NA,NA,TSCA,C,LIVE,41.3
HOW3038E,HOW,3,38,1,2,E,NA,NA,1923,1923,2013,Y,1923,2013,Y,NA,NA,TSCA,C,LIVE,37
HOW3038W,HOW,3,38,1,2,W,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,TSCA,C,LIVE,37
HOW3039E,HOW,3,39,1,2,E,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,26.4
HOW3039W,HOW,3,39,1,2,W,NA,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,26.4
HOW3040N,HOW,3,40,1,2,N,NA,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,PCRU,C,LIVE,32.6
HOW3040S,HOW,3,40,1,2,S,NA,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,PCRU,C,LIVE,32.6
HOW3041E,HOW,3,41,1,2,E,NA,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,PCRU,C,LIVE,23.7
HOW3041W,HOW,3,41,1,2,W,NA,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,PCRU,C,LIVE,23.7
HOW3042N,HOW,3,42,1,2,N,NA,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,TSCA,C,LIVE,34.8
HOW3042S,HOW,3,42,1,2,S,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,TSCA,C,LIVE,34.8
HOW3043W,HOW,3,43,1,2,W,NA,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,TSCA,C,LIVE,36.8
HOW3043E,HOW,3,43,1,2,E,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,36.8
HOW3044N,HOW,3,44,1,2,N,NA,NA,1915,1915,2013,Y,1915,2013,Y,NA,NA,TSCA,C,LIVE,33.1
HOW3044S,HOW,3,44,1,2,S,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,TSCA,C,LIVE,33.1
HOW3045W,HOW,3,45,1,2,W,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,S,LIVE,11.6
HOW3046N,HOW,3,46,1,2,N,NA,NA,1888,1888,2013,Y,1888,2013,Y,NA,NA,TSCA,C,LIVE,37.5
HOW3046S,HOW,3,46,1,2,S,NA,NA,1886,1886,2013,Y,1886,2013,Y,NA,NA,TSCA,C,LIVE,37.5
HOW3047E,HOW,3,47,1,2,E,NA,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,TSCA,C,LIVE,43
HOW3048N,HOW,3,48,1,2,N,NA,NA,1918,1918,2013,Y,1918,2013,Y,NA,NA,TSCA,I,LIVE,21
HOW3048S,HOW,3,48,1,2,S,NA,NA,1919,1919,2012,Y,1919,2012,Y,NA,NA,TSCA,I,LIVE,21
HOW3049N,HOW,3,49,1,2,N,NA,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.2
HOW3049S,HOW,3,49,1,2,S,NA,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.2
HOW3050E,HOW,3,50,1,2,E,NA,NA,1866,1866,2013,Y,1866,2013,Y,NA,NA,PCRU,D,LIVE,37.6
HOW3050W,HOW,3,50,1,2,W,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,D,LIVE,37.6
HOW3051E,HOW,3,51,1,2,E,NA,NA,1922,1922,2011,Y,1922,2011,Y,NA,NA,ACRU,I,LIVE,14
HOW3051W,HOW,3,51,1,2,W,NA,NA,1921,1921,2013,Y,1921,2013,Y,NA,NA,ACRU,I,LIVE,14
HOW3052N,HOW,3,52,1,2,N,NA,NA,1892,1892,2013,Y,1892,2013,Y,NA,NA,TSCA,D,LIVE,38.9
HOW3053W,HOW,3,53,1,2,W,NA,NA,1954,1954,2013,Y,1954,2013,Y,NA,NA,TSCA,C,LIVE,27.3
HOW3053E,HOW,3,53,1,2,E,NA,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,27.3
HOW3054E,HOW,3,54,1,2,E,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,ACRU,C,LIVE,33.2
HOW3054W,HOW,3,54,1,2,W,NA,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,ACRU,C,LIVE,33.2
HOW3055N,HOW,3,55,1,2,N,NA,NA,1948,1948,2013,Y,1948,2013,Y,NA,NA,TSCA,C,LIVE,31.6
HOW3055S,HOW,3,55,1,2,S,NA,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,TSCA,C,LIVE,31.6
HOW3056N,HOW,3,56,1,2,N,NA,NA,1886,1886,2013,Y,1886,2013,Y,NA,NA,PCRU,C,LIVE,25.7
HOW3056S,HOW,3,56,1,2,S,NA,NA,1886,1886,2010,Y,1886,2010,Y,NA,NA,PCRU,C,LIVE,25.7
HOW3057N,HOW,3,57,1,2,N,NA,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,PCRU,I,LIVE,23.4
HOW3057S,HOW,3,57,1,2,S,NA,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,PCRU,I,LIVE,23.4
HOW3058E,HOW,3,58,1,2,E,NA,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,TSCA,C,LIVE,27.6
HOW3058W,HOW,3,58,1,2,W,NA,NA,1969,1969,2013,Y,1969,2013,Y,NA,NA,TSCA,C,LIVE,27.6
HOW3059W,HOW,3,59,1,2,W,NA,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,TSCA,S,LIVE,10.8
HOW3059E,HOW,3,59,1,2,E,NA,NA,1934,1934,1991,Y,1934,1991,Y,NA,NA,TSCA,S,LIVE,10.8
HOW3060N,HOW,3,60,1,2,N,NA,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,TSCA,C,LIVE,28
HOW3060S,HOW,3,60,1,2,S,NA,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,TSCA,C,LIVE,28
HOW3061E,HOW,3,61,1,2,E,NA,NA,1890,1890,2013,Y,1890,2013,Y,NA,NA,TSCA,C,LIVE,44.4
HOW3061S,HOW,3,61,1,2,S,NA,NA,1925,1925,2013,Y,1925,2013,Y,NA,NA,TSCA,C,LIVE,44.4
HOW3062N,HOW,3,62,1,2,N,NA,NA,1916,1916,2011,Y,1916,2011,Y,NA,NA,ACRU,C,LIVE,31.1
HOW3062S,HOW,3,62,1,2,S,NA,NA,1915,1915,2011,Y,1915,2011,Y,NA,NA,ACRU,C,LIVE,31.1
HOW3063N,HOW,3,63,1,2,N,NA,NA,1919,1919,2013,Y,1919,2013,Y,NA,NA,ACRU,D,LIVE,22.6
HOW3063S,HOW,3,63,1,2,S,NA,NA,1919,1919,2013,Y,1919,2013,Y,NA,NA,ACRU,D,LIVE,22.6
HOW3064E,HOW,3,64,1,2,E,NA,NA,1948,1948,2013,Y,1948,2013,Y,NA,NA,TSCA,C,LIVE,44.5
HOW3064W,HOW,3,64,1,2,W,NA,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,TSCA,C,LIVE,44.5
HOW3065W,HOW,3,65,1,2,W,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,PCRU,C,LIVE,34.3
HOW3065E,HOW,3,65,1,2,E,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,PCRU,C,LIVE,34.3
HOW3066N,HOW,3,66,1,2,N,NA,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,TSCA,C,LIVE,31.1
HOW3066S,HOW,3,66,1,2,S,NA,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,TSCA,C,LIVE,31.1
HOW3067N,HOW,3,67,1,2,N,NA,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,C,LIVE,25.7
HOW3067S,HOW,3,67,1,2,S,NA,NA,1903,1903,2013,Y,1903,2013,Y,NA,NA,TSCA,C,LIVE,25.7
HOW3068N,HOW,3,68,1,2,N,NA,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,C,LIVE,36.2
HOW3069N,HOW,3,69,1,2,N,NA,NA,1886,1886,2011,Y,1886,2011,Y,NA,NA,TSCA,S,LIVE,15.6
HOW3069S,HOW,3,69,1,2,S,NA,NA,1886,1886,2010,Y,1886,2010,Y,NA,NA,TSCA,S,LIVE,15.6
HOW3070N,HOW,3,70,1,2,N,NA,NA,1875,1875,2012,Y,1875,2012,Y,NA,NA,TSCA,S,LIVE,15.4
HOW3071N,HOW,3,71,1,2,N,NA,NA,1857,1857,2013,Y,1857,2013,Y,NA,NA,TSCA,D,LIVE,43.2
HOW3071S,HOW,3,71,1,2,S,NA,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,TSCA,D,LIVE,43.2
HOW3072N,HOW,3,72,1,2,N,NA,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,TSCA,C,LIVE,31.2
HOW3072S,HOW,3,72,1,2,S,NA,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,TSCA,C,LIVE,31.2
HOW3073E,HOW,3,73,1,2,E,NA,NA,1847,1847,2013,Y,1847,2013,Y,NA,NA,ACRU,C,LIVE,27
HOW3073W,HOW,3,73,1,2,W,NA,NA,1888,1888,2013,Y,1888,2013,Y,NA,NA,ACRU,C,LIVE,27
HOW3074S,HOW,3,74,1,2,S,NA,NA,1859,1859,2007,Y,1859,2007,Y,NA,NA,TSCA,S,LIVE,17
HOW3074N,HOW,3,74,1,2,N,NA,NA,1859,1859,2008,Y,1859,2008,Y,NA,NA,TSCA,S,LIVE,17
HOW3075E,HOW,3,75,1,2,E,NA,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,C,LIVE,18.7
HOW3075W,HOW,3,75,1,2,W,NA,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,C,LIVE,18.7
HOW3076E,HOW,3,76,1,2,E,NA,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,TSCA,C,LIVE,42.8
HOW3076W,HOW,3,76,1,2,W,NA,NA,1879,1879,2013,Y,1879,2013,Y,NA,NA,TSCA,C,LIVE,42.8
HOW3077N,HOW,3,77,1,2,N,NA,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,TSCA,C,LIVE,30.5
HOW3077S,HOW,3,77,1,2,S,NA,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,TSCA,C,LIVE,30.5
HOW3078N,HOW,3,78,1,2,N,NA,NA,1874,1874,2013,Y,1874,2013,Y,NA,NA,TSCA,C,LIVE,36
HOW3078S,HOW,3,78,1,2,S,NA,NA,1858,1858,2013,Y,1858,2013,Y,NA,NA,TSCA,C,LIVE,36
HOW3079E,HOW,3,79,1,2,E,NA,NA,1863,1863,2012,Y,1863,2012,Y,NA,NA,TSCA,I,LIVE,22
HOW3079W,HOW,3,79,1,2,W,NA,NA,1864,1864,2009,Y,1864,2009,Y,NA,NA,TSCA,I,LIVE,22
HOW3080W,HOW,3,80,1,2,W,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,34
HOW3080E,HOW,3,80,1,2,E,NA,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,34
HOW3081E,HOW,3,81,1,2,E,NA,NA,1956,1956,2012,Y,1956,2012,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3081W,HOW,3,81,1,2,W,NA,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,TSCA,C,LIVE,26.6
HOW3082E,HOW,3,82,1,2,E,NA,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,ACRU,C,LIVE,39.2
HOW3082W,HOW,3,82,1,2,W,NA,NA,1915,1915,2013,Y,1915,2013,Y,NA,NA,ACRU,C,LIVE,39.2
HOW3083N,HOW,3,83,1,2,N,NA,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,C,LIVE,43.4
HOW3083S,HOW,3,83,1,2,S,NA,NA,1870,1870,2012,Y,1870,2012,Y,NA,NA,TSCA,C,LIVE,43.4
HOW3084N,HOW,3,84,1,2,N,NA,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,TSCA,D,LIVE,47.1
HOW3084S,HOW,3,84,1,2,S,NA,NA,1865,1865,2013,Y,1865,2013,Y,NA,NA,TSCA,D,LIVE,47.1
HOW3085E,HOW,3,85,1,2,E,NA,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,PCRU,I,LIVE,12.2
HOW3085W,HOW,3,85,1,2,W,NA,NA,1921,1921,2013,Y,1921,2013,Y,NA,NA,PCRU,I,LIVE,12.2
HOW3086S,HOW,3,86,1,2,S,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,13.9
HOW3086N,HOW,3,86,1,2,N,NA,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,13.9
HOW3087E,HOW,3,87,1,2,E,NA,NA,1956,1956,2012,Y,1956,2012,Y,NA,NA,TSCA,I,LIVE,22.8
HOW3087W,HOW,3,87,1,2,W,NA,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,TSCA,I,LIVE,22.8
HOW3088E,HOW,3,88,1,2,E,NA,NA,1912,1912,2013,Y,1912,2013,Y,NA,NA,PCRU,D,LIVE,37.1
HOW3088W,HOW,3,88,1,2,W,NA,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,PCRU,D,LIVE,37.1
TP1001E,TP,1,1,1,2,E,Y,1955,1955,1955,2012,Y,1955,2012,Y,NA,NA,BEAL,S,LIVE,18
TP1001S,TP,1,1,1,2,S,Y,1955,1955,1955,2012,Y,1955,2012,Y,NA,NA,BEAL,S,LIVE,18
TP1001W,TP,1,1,1,2,W,Y,1957,1957,1957,2012,Y,1957,2012,Y,NA,NA,BEAL,S,LIVE,18
TP1002E,TP,1,2,1,2,E,Y,1967,1967,1967,2013,Y,1967,2013,Y,NA,NA,TSCA,S,LIVE,13.9
TP1002N,TP,1,2,1,2,N,Y,1970,1970,1970,2013,Y,1970,2013,Y,NA,NA,TSCA,S,LIVE,13.9
TP1002W,TP,1,2,1,2,W,Y,1963,1963,1963,2013,Y,1963,2013,Y,NA,NA,TSCA,S,LIVE,13.9
TP1003E,TP,1,3,1,2,E,Y,1898,1898,1898,2012,Y,1898,2012,Y,NA,NA,ACRU,I,LIVE,14
TP1003N,TP,1,3,1,2,N,Y,1901,1901,1901,2012,Y,1901,2012,Y,NA,NA,ACRU,I,LIVE,14
TP1003S,TP,1,3,1,2,S,Y,1904,1904,1904,2012,Y,1904,2012,Y,NA,NA,ACRU,I,LIVE,14
TP1004S,TP,1,4,1,2,S,Y,1957,1957,1957,2013,Y,1957,2013,Y,NA,NA,TSCA,S,LIVE,27.9
TP1004E,TP,1,4,1,2,E,Y,1959,1959,1959,2013,Y,1959,2013,Y,NA,NA,TSCA,S,LIVE,27.9
TP1004N,TP,1,4,1,2,N,Y,1963,1963,1963,2013,Y,1963,2013,Y,NA,NA,TSCA,S,LIVE,27.9
TP1005E,TP,1,5,1,2,E,Y,1960,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.4
TP1005N,TP,1,5,1,2,N,Y,1973,1973,1973,2013,Y,1973,2013,Y,NA,NA,TSCA,S,LIVE,17.4
TP1006E,TP,1,6,1,2,E,Y,1956,1956,1956,2012,Y,1956,2012,Y,NA,NA,BEAL,I,LIVE,12.4
TP1006N,TP,1,6,1,2,N,Y,1952,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,12.4
TP1006S,TP,1,6,1,2,S,Y,1951,1951,1951,2012,Y,1951,2012,Y,NA,NA,BEAL,I,LIVE,12.4
TP1007E,TP,1,7,1,2,E,Y,1952,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,10.2
TP1007N,TP,1,7,1,2,N,Y,1953,1953,1953,2012,Y,1953,2012,Y,NA,NA,BEAL,I,LIVE,10.2
TP1007W,TP,1,7,1,2,W,Y,1952,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,10.2
TP1008N,TP,1,8,1,2,N,Y,1925,1925,1925,2012,Y,1925,2012,Y,NA,NA,ACRU,F,LIVE,20
TP1008S,TP,1,8,1,2,S,Y,1906,1906,1906,1966,Y,1906,1966,Y,NA,NA,ACRU,F,LIVE,20
TP1008W,TP,1,8,1,2,W,Y,1924,1924,1924,2012,Y,1924,2012,Y,NA,NA,ACRU,F,LIVE,20
TP1009N,TP,1,9,1,2,N,Y,1974,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
TP1009E,TP,1,9,1,2,E,Y,1974,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
TP1009S,TP,1,9,1,2,S,Y,1974,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
TP1009W,TP,1,9,1,2,W,Y,1974,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
TP1011E,TP,1,11,1,2,E,Y,1907,1907,1907,2012,Y,1907,2012,Y,NA,NA,FAGR,S,LIVE,14.3
TP1011N,TP,1,11,1,2,N,Y,1907,1907,1907,2012,Y,1907,2012,Y,NA,NA,FAGR,S,LIVE,14.3
TP1011W,TP,1,11,1,2,W,Y,1923,1923,1923,2012,Y,1923,2012,Y,NA,NA,FAGR,S,LIVE,14.3
TP1012E,TP,1,12,1,2,E,Y,1908,1908,1908,2013,Y,1908,2013,Y,NA,NA,QURU,D,LIVE,33.9
