,CoreID,Site,plot.id,tree.number,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,species,canopy.class,live.dead,DBH..cm.
589,TP1011E,TP,1,11,1,2,E,N,NA,1907,1907,2012,Y,1907,2012,Y,NA,NA,FAGR,S,LIVE,14.3
590,TP1011N,TP,1,11,1,2,N,N,NA,1907,1907,2012,Y,1907,2012,Y,NA,NA,FAGR,S,LIVE,14.3
591,TP1011W,TP,1,11,1,2,W,N,NA,1923,1923,2012,Y,1923,2012,Y,NA,NA,FAGR,S,LIVE,14.3
592,TP1012E,TP,1,12,1,2,E,N,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,QURU,D,LIVE,33.9
593,TP1012N,TP,1,12,1,2,N,N,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,QURU,D,LIVE,33.9
594,TP1012S,TP,1,12,1,2,S,N,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,QURU,D,LIVE,33.9
595,TP1013W,TP,1,13,1,2,W,N,NA,1950,1950,2013,Y,1950,2013,Y,NA,NA,TSCA,S,LIVE,24.3
596,TP1013E,TP,1,13,1,2,E,N,NA,1949,1949,2013,Y,1949,2013,Y,NA,NA,TSCA,S,LIVE,24.3
597,TP1013S,TP,1,13,1,2,S,N,NA,1954,1954,2013,Y,1954,2013,Y,NA,NA,TSCA,S,LIVE,24.3
598,TP1014E,TP,1,14,1,2,E,N,NA,1898,1898,2011,Y,1898,2011,Y,NA,NA,QURU,NA,DEAD,31.7
599,TP1014W,TP,1,14,1,2,W,N,NA,1898,1898,2012,Y,1898,2012,Y,NA,NA,QURU,NA,DEAD,31.7
600,TP1015N,TP,1,15,1,2,N,N,NA,1897,1897,2012,Y,1897,2012,Y,NA,NA,ACRU,I,LIVE,17.3
601,TP1015E,TP,1,15,1,2,E,N,NA,1897,1897,2012,Y,1897,2012,Y,NA,NA,ACRU,I,LIVE,17.3
602,TP1015S,TP,1,15,1,2,S,N,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,ACRU,I,LIVE,17.3
603,TP1016E,TP,1,16,1,2,E,N,NA,1967,1967,2013,Y,1967,2013,Y,NA,NA,TSCA,S,LIVE,16.8
604,TP1016N,TP,1,16,1,2,N,N,NA,1968,1968,2013,Y,1968,2013,Y,NA,NA,TSCA,S,LIVE,16.8
605,TP1016W,TP,1,16,1,2,W,N,NA,1967,1967,2013,Y,1967,2013,Y,NA,NA,TSCA,S,LIVE,16.8
606,TP1017N,TP,1,17,1,2,N,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,QURU,D,LIVE,40.6
607,TP1017S,TP,1,17,1,2,S,N,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,QURU,D,LIVE,40.6
608,TP1017W,TP,1,17,1,2,W,N,NA,1901,1901,2013,Y,1901,2013,Y,NA,NA,QURU,D,LIVE,40.6
609,TP1018E,TP,1,18,1,2,E,N,NA,1946,1946,2013,Y,1946,2013,Y,NA,NA,TSCA,S,LIVE,23.2
610,TP1018S,TP,1,18,1,2,S,N,NA,1952,1952,2013,Y,1952,2013,Y,NA,NA,TSCA,S,LIVE,23.2
611,TP1018W,TP,1,18,1,2,W,N,NA,1954,1954,2013,Y,1954,2013,Y,NA,NA,TSCA,S,LIVE,23.2
612,TP1019W,TP,1,19,1,2,W,N,NA,1959,1959,2013,Y,1959,2013,Y,NA,NA,TSCA,S,LIVE,16.4
613,TP1019E,TP,1,19,1,2,E,N,NA,1955,1955,2013,Y,1955,2013,Y,NA,NA,TSCA,S,LIVE,16.4
614,TP1019N,TP,1,19,1,2,N,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,16.4
615,TP1020N,TP,1,20,1,2,N,N,NA,1954,1954,2012,Y,1954,2012,Y,NA,NA,BEAL,I,LIVE,12.3
616,TP1020S,TP,1,20,1,2,S,N,NA,1949,1949,2012,Y,1949,2012,Y,NA,NA,BEAL,I,LIVE,12.3
617,TP1020W,TP,1,20,1,2,W,N,NA,1955,1955,2012,Y,1955,2012,Y,NA,NA,BEAL,I,LIVE,12.3
618,TP1021N,TP,1,21,1,2,N,N,NA,1899,1899,1989,Y,1899,1989,Y,NA,NA,QURU,NA,DEAD,21.3
619,TP1021S,TP,1,21,1,2,S,N,NA,1899,1899,1990,Y,1899,1990,Y,NA,NA,QURU,NA,DEAD,21.3
620,TP1021W,TP,1,21,1,2,W,N,NA,1899,1899,1988,Y,1899,1988,Y,NA,NA,QURU,NA,DEAD,21.3
621,TP1022E,TP,1,22,1,2,E,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,QURU,D,LIVE,36.5
622,TP1022S,TP,1,22,1,2,S,N,NA,1918,1918,2013,Y,1918,2013,Y,NA,NA,QURU,D,LIVE,36.5
623,TP1022W,TP,1,22,1,2,W,N,NA,1917,1917,2013,Y,1917,2013,Y,NA,NA,QURU,D,LIVE,36.5
624,TP1023W,TP,1,23,1,2,W,N,NA,1902,1902,1991,Y,1902,1991,Y,NA,NA,QURU,NA,DEAD,23.4
625,TP1023N,TP,1,23,1,2,N,N,NA,1902,1902,1991,Y,1902,1991,Y,NA,NA,QURU,NA,DEAD,23.4
626,TP1023S,TP,1,23,1,2,S,N,NA,1902,1902,1981,Y,1902,1981,Y,NA,NA,QURU,NA,DEAD,23.4
627,TP1024E,TP,1,24,1,2,E,N,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,BEAL,I,LIVE,37.9
628,TP1024N,TP,1,24,1,2,N,N,NA,1904,1904,2012,Y,1904,2012,Y,NA,NA,BEAL,I,LIVE,37.9
629,TP1024W,TP,1,24,1,2,W,N,NA,1918,1918,2012,Y,1918,2012,Y,NA,NA,BEAL,I,LIVE,37.9
630,TP1025E,TP,1,25,1,2,E,N,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,QURU,D,LIVE,37.7
631,TP1025N,TP,1,25,1,2,N,N,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,QURU,D,LIVE,37.7
632,TP1025S,TP,1,25,1,2,S,N,NA,1909,1909,2013,Y,1909,2013,Y,NA,NA,QURU,D,LIVE,37.7
633,TP1026E,TP,1,26,1,2,E,N,NA,1952,1952,2013,Y,1952,2013,Y,NA,NA,TSCA,S,LIVE,10.6
634,TP1026N,TP,1,26,1,2,N,N,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,S,LIVE,10.6
635,TP1026W,TP,1,26,1,2,W,N,NA,1952,1952,2013,Y,1952,2013,Y,NA,NA,TSCA,S,LIVE,10.6
636,TP1027S,TP,1,27,1,2,S,N,NA,1956,1956,2013,Y,1956,2013,Y,NA,NA,TSCA,S,LIVE,18.4
637,TP1027E,TP,1,27,1,2,E,N,NA,1951,1951,2013,Y,1951,2013,Y,NA,NA,TSCA,S,LIVE,18.4
638,TP1027N,TP,1,27,1,2,N,N,NA,1956,1956,2013,Y,1956,2013,Y,NA,NA,TSCA,S,LIVE,18.4
639,TP1028W,TP,1,28,1,2,W,N,NA,1969,1969,2013,Y,1969,2013,Y,NA,NA,TSCA,S,LIVE,19.5
640,TP1028S,TP,1,28,1,2,S,N,NA,1960,1960,2012,Y,1960,2012,Y,NA,NA,TSCA,S,LIVE,19.5
641,TP1028E,TP,1,28,1,2,E,N,NA,1955,1955,2013,Y,1955,2013,Y,NA,NA,TSCA,S,LIVE,19.5
642,TP1029E,TP,1,29,1,2,E,N,NA,1964,1964,2013,Y,1964,2013,Y,NA,NA,TSCA,S,LIVE,10.8
643,TP1029N,TP,1,29,1,2,N,N,NA,1970,1970,2013,Y,1970,2013,Y,NA,NA,TSCA,S,LIVE,10.8
644,TP1029S,TP,1,29,1,2,S,N,NA,1970,1970,2013,Y,1970,2013,Y,NA,NA,TSCA,S,LIVE,10.8
645,TP1029W,TP,1,29,1,2,W,N,NA,1964,1964,2013,Y,1964,2013,Y,NA,NA,TSCA,S,LIVE,10.8
646,TP1031N,TP,1,31,1,2,N,N,NA,1899,1899,2012,Y,1899,2012,Y,NA,NA,ACRU,I,LIVE,19
647,TP1031S,TP,1,31,1,2,S,N,NA,1899,1899,2012,Y,1899,2012,Y,NA,NA,ACRU,I,LIVE,19
648,TP1031W,TP,1,31,1,2,W,N,NA,1897,1897,2012,Y,1897,2012,Y,NA,NA,ACRU,I,LIVE,19
649,TP1032E,TP,1,32,1,2,E,N,NA,1959,1959,2013,Y,1959,2013,Y,NA,NA,TSCA,S,LIVE,18
650,TP1032N,TP,1,32,1,2,N,N,NA,1973,1973,2013,Y,1973,2013,Y,NA,NA,TSCA,S,LIVE,18
651,TP1032W,TP,1,32,1,2,W,N,NA,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,S,LIVE,18
652,TP1033W,TP,1,33,1,2,W,N,NA,1951,1951,2013,Y,1951,2013,Y,NA,NA,TSCA,S,LIVE,12.7
653,TP1033N,TP,1,33,1,2,N,N,NA,1969,1969,2013,Y,1969,2013,Y,NA,NA,TSCA,S,LIVE,12.7
654,TP1033S,TP,1,33,1,2,S,N,NA,1969,1969,2012,Y,1969,2012,Y,NA,NA,TSCA,S,LIVE,12.7
655,TP1034E,TP,1,34,1,2,E,N,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,QURU,D,LIVE,47.3
656,TP1034S,TP,1,34,1,2,S,N,NA,1901,1901,2013,Y,1901,2013,Y,NA,NA,QURU,D,LIVE,47.3
657,TP1034W,TP,1,34,1,2,W,N,NA,1903,1903,2013,Y,1903,2013,Y,NA,NA,QURU,D,LIVE,47.3
658,TP1035E,TP,1,35,1,2,E,N,NA,1951,1951,2013,Y,1951,2013,Y,NA,NA,TSCA,S,LIVE,22.4
659,TP1035N,TP,1,35,1,2,N,N,NA,1951,1951,2013,Y,1951,2013,Y,NA,NA,TSCA,S,LIVE,22.4
660,TP1035S,TP,1,35,1,2,S,N,NA,1951,1951,2013,Y,1951,2013,Y,NA,NA,TSCA,S,LIVE,22.4
661,TP1036E,TP,1,36,1,2,E,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,12.4
662,TP1036N,TP,1,36,1,2,N,N,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,TSCA,S,LIVE,12.4
663,TP1036S,TP,1,36,1,2,S,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,TSCA,S,LIVE,12.4
664,TP1036W,TP,1,36,1,2,W,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,12.4
665,TP1038S,TP,1,38,1,2,S,N,NA,1914,1914,2012,Y,1914,2012,Y,NA,NA,ACRU,S,LIVE,19.7
666,TP1038E,TP,1,38,1,2,E,N,NA,1943,1943,2012,Y,1943,2012,Y,NA,NA,ACRU,S,LIVE,19.7
667,TP1038N,TP,1,38,1,2,N,N,NA,1932,1932,2012,Y,1932,2012,Y,NA,NA,ACRU,S,LIVE,19.7
668,TP1039E,TP,1,39,1,2,E,N,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,QURU,I,LIVE,53
669,TP1039S,TP,1,39,1,2,S,N,NA,1916,1916,2013,Y,1916,2013,Y,NA,NA,QURU,I,LIVE,53
670,TP1039W,TP,1,39,1,2,W,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,QURU,I,LIVE,53
671,TP1040E,TP,1,40,1,2,E,N,NA,1961,1961,2012,Y,1961,2012,Y,NA,NA,FAGR,I,LIVE,13.3
672,TP1040N,TP,1,40,1,2,N,N,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,FAGR,I,LIVE,13.3
673,TP1040W,TP,1,40,1,2,W,N,NA,1961,1961,2012,Y,1961,2012,Y,NA,NA,FAGR,I,LIVE,13.3
674,TP1041S,TP,1,41,1,2,S,N,NA,1971,1971,2013,Y,1971,2013,Y,NA,NA,TSCA,S,LIVE,16.4
675,TP1042E,TP,1,42,1,2,E,N,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,QURU,D,LIVE,32.8
676,TP1042N,TP,1,42,1,2,N,N,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,QURU,D,LIVE,32.8
677,TP1042S,TP,1,42,1,2,S,N,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,QURU,D,LIVE,32.8
678,TP1043W,TP,1,43,1,2,W,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QURU,C,LIVE,37.7
679,TP1043E,TP,1,43,1,2,E,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QURU,C,LIVE,37.7
680,TP1044W,TP,1,44,1,2,W,N,NA,1898,1898,2014,Y,1898,2014,Y,NA,NA,QURU,C,LIVE,43.3
681,TP1044E,TP,1,44,1,2,E,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QURU,C,LIVE,43.3
682,TP1045E,TP,1,45,1,2,E,N,NA,1953,1953,2014,Y,1953,2014,Y,NA,NA,TSCA,S,LIVE,20.7
683,TP1045W,TP,1,45,1,2,W,N,NA,1953,1953,2014,Y,1953,2014,Y,NA,NA,TSCA,S,LIVE,20.7
684,TP1046E,TP,1,46,1,2,E,N,NA,1924,1924,2014,Y,1924,2014,Y,NA,NA,QURU,C,LIVE,34
685,TP1046W,TP,1,46,1,2,W,N,NA,1913,1913,2014,Y,1913,2014,Y,NA,NA,QURU,C,LIVE,34
686,TP1047N,TP,1,47,1,2,N,N,NA,1903,1903,2014,Y,1903,2014,Y,NA,NA,QURU,C,LIVE,44.2
687,TP1047S,TP,1,47,1,2,S,N,NA,1898,1898,2014,Y,1898,2014,Y,NA,NA,QURU,C,LIVE,44.2
688,TP1048E,TP,1,48,1,2,E,N,NA,1906,1906,2014,Y,1906,2014,Y,NA,NA,PIST,S,LIVE,23.5
689,TP1048W,TP,1,48,1,2,W,N,NA,1906,1906,2014,Y,1906,2014,Y,NA,NA,PIST,S,LIVE,23.5
690,TP1049E,TP,1,49,1,2,E,N,NA,1902,1902,2014,Y,1902,2014,Y,NA,NA,QUVE,C,LIVE,28
691,TP1049W,TP,1,49,1,2,W,N,NA,1902,1902,2014,Y,1902,2014,Y,NA,NA,QUVE,C,LIVE,28
692,TP1050S,TP,1,50,1,2,S,N,NA,1904,1904,2005,Y,1904,2005,Y,NA,NA,QURU,I,LIVE,27.1
693,TP1050N,TP,1,50,1,2,N,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QURU,I,LIVE,27.1
694,TP1051N,TP,1,51,1,2,N,N,NA,1923,1923,2014,Y,1923,2014,Y,NA,NA,TSCA,S,LIVE,30.6
695,TP1051S,TP,1,51,1,2,S,N,NA,1923,1923,2014,Y,1923,2014,Y,NA,NA,TSCA,S,LIVE,30.6
696,TP1052N,TP,1,52,1,2,N,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QURU,C,LIVE,37.3
697,TP1052W,TP,1,52,1,2,W,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QURU,C,LIVE,37.3
698,TP1053S,TP,1,53,1,2,S,N,NA,1905,1905,2014,Y,1905,2014,Y,NA,NA,QURU,D,LIVE,44
699,TP1053W,TP,1,53,1,2,W,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,D,LIVE,44
700,TP1054N,TP,1,54,1,2,N,N,NA,1901,1901,2014,Y,1901,2014,Y,NA,NA,QURU,C,LIVE,32.8
701,TP1054S,TP,1,54,1,2,S,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,C,LIVE,32.8
702,TP1055N,TP,1,55,1,2,N,N,NA,1909,1909,1941,Y,1909,1941,Y,NA,NA,QURU,S,LIVE,27.5
703,TP1055S,TP,1,55,1,2,S,N,NA,1909,1909,2014,Y,1909,2014,Y,NA,NA,QURU,S,LIVE,27.5
704,TP1056N,TP,1,56,1,2,N,N,NA,1908,1908,2014,Y,1908,2014,Y,NA,NA,QURU,C,LIVE,41
705,TP1056S,TP,1,56,1,2,S,N,NA,1905,1905,2014,Y,1905,2014,Y,NA,NA,QURU,C,LIVE,41
706,TP1057W,TP,1,57,1,2,W,N,NA,1907,1907,2014,Y,1907,2014,Y,NA,NA,QURU,C,LIVE,38.5
707,TP1057E,TP,1,57,1,2,E,N,NA,1906,1906,2014,Y,1906,2014,Y,NA,NA,QURU,C,LIVE,38.5
708,TP1058N,TP,1,58,1,2,N,N,NA,1947,1947,2014,Y,1947,2014,Y,NA,NA,TSCA,S,LIVE,23.7
709,TP1058S,TP,1,58,1,2,S,N,NA,1947,1947,2014,Y,1947,2014,Y,NA,NA,TSCA,S,LIVE,23.7
710,TP1059E,TP,1,59,1,2,E,N,NA,1957,1957,2014,Y,1957,2014,Y,NA,NA,TSCA,S,LIVE,33.7
711,TP1059W,TP,1,59,1,2,W,N,NA,1957,1957,2014,Y,1957,2014,Y,NA,NA,TSCA,S,LIVE,33.7
712,TP1060N,TP,1,60,1,2,N,N,NA,1917,1917,2014,Y,1917,2014,Y,NA,NA,QURU,C,LIVE,38.1
713,TP1060S,TP,1,60,1,2,S,N,NA,1911,1911,2014,Y,1911,2014,Y,NA,NA,QURU,C,LIVE,38.1
714,TP1061E,TP,1,61,1,2,E,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QUVE,C,LIVE,36.9
715,TP1061W,TP,1,61,1,2,W,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QUVE,C,LIVE,36.9
716,TP1062S,TP,1,62,1,2,S,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,C,LIVE,36.9
717,TP1062N,TP,1,62,1,2,N,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,C,LIVE,36.9
718,TP1063N,TP,1,63,1,2,N,N,NA,1921,1921,2012,Y,1921,2012,Y,NA,NA,PIST,I,LIVE,31.8
719,TP1063S,TP,1,63,1,2,S,N,NA,1921,1921,2011,Y,1921,2011,Y,NA,NA,PIST,I,LIVE,31.8
720,TP1064E,TP,1,64,1,2,E,N,NA,1912,1912,2014,Y,1912,2014,Y,NA,NA,QURU,C,LIVE,31.3
721,TP1064W,TP,1,64,1,2,W,N,NA,1912,1912,2014,Y,1912,2014,Y,NA,NA,QURU,C,LIVE,31.3
722,TP1065N,TP,1,65,1,2,N,N,NA,1923,1923,2014,Y,1923,2014,Y,NA,NA,QURU,I,LIVE,24.6
723,TP1065S,TP,1,65,1,2,S,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,I,LIVE,24.6
724,TP1066E,TP,1,66,1,2,E,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,C,LIVE,35.6
725,TP1066W,TP,1,66,1,2,W,N,NA,1900,1900,2014,Y,1900,2014,Y,NA,NA,QURU,C,LIVE,35.6
726,TP1067E,TP,1,67,1,2,E,N,NA,1965,1965,2014,Y,1965,2014,Y,NA,NA,TSCA,S,LIVE,23.5
727,TP1067W,TP,1,67,1,2,W,N,NA,1965,1965,2014,Y,1965,2014,Y,NA,NA,TSCA,S,LIVE,23.5
728,TP1068N,TP,1,68,1,2,N,N,NA,1916,1916,2014,Y,1916,2014,Y,NA,NA,QUVE,C,LIVE,47.3
729,TP1068S,TP,1,68,1,2,S,N,NA,1903,1903,2014,Y,1903,2014,Y,NA,NA,QUVE,C,LIVE,47.3
730,TP1069E,TP,1,69,1,2,E,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,TSCA,S,LIVE,31.5
731,TP1069W,TP,1,69,1,2,W,N,NA,1940,1940,2014,Y,1940,2014,Y,NA,NA,TSCA,S,LIVE,31.5
732,TP1070N,TP,1,70,1,2,N,N,NA,1903,1903,2014,Y,1903,2014,Y,NA,NA,QURU,C,LIVE,43.7
733,TP1070W,TP,1,70,1,2,W,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QURU,C,LIVE,43.7
734,TP1071W,TP,1,71,1,2,W,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QURU,C,LIVE,39
735,TP1071N,TP,1,71,1,2,N,N,NA,1904,1904,2014,Y,1904,2014,Y,NA,NA,QURU,C,LIVE,39
736,TP1072E,TP,1,72,1,2,E,N,NA,1945,1945,2014,Y,1945,2014,Y,NA,NA,TSCA,S,LIVE,23.7
737,TP1072W,TP,1,72,1,2,W,N,NA,1945,1945,2014,Y,1945,2014,Y,NA,NA,TSCA,S,LIVE,23.7
738,TP1073N,TP,1,73,1,2,N,N,NA,1928,1928,2014,Y,1928,2014,Y,NA,NA,TSCA,S,LIVE,35.2
739,TP1073S,TP,1,73,1,2,S,N,NA,1928,1928,2014,Y,1928,2014,Y,NA,NA,TSCA,S,LIVE,35.2
740,TP1074E,TP,1,74,1,2,E,N,NA,1956,1956,2014,Y,1956,2014,Y,NA,NA,TSCA,S,LIVE,21.2
741,TP1074W,TP,1,74,1,2,W,N,NA,1956,1956,2014,Y,1956,2014,Y,NA,NA,TSCA,S,LIVE,21.2
742,TP1075a,TP,1,75,1,2,a,N,NA,1905,1905,2014,Y,1905,2014,Y,NA,NA,QURU,C,LIVE,48.3
743,TP1075b,TP,1,75,1,2,b,N,NA,1899,1899,2014,Y,1899,2014,Y,NA,NA,QURU,C,LIVE,48.3
744,TP2001N,TP,2,1,1,2,N,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,BEAL,S,LIVE,21.1
745,TP2001S,TP,2,1,1,2,S,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,BEAL,S,LIVE,21.1
746,TP2001W,TP,2,1,1,2,W,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,BEAL,S,LIVE,21.1
747,TP2003S,TP,2,3,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,14
748,TP2003N,TP,2,3,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,14
749,TP2003W,TP,2,3,1,2,W,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,14
750,TP2004E,TP,2,4,1,2,E,N,NA,1928,1928,2013,Y,1928,2013,Y,NA,NA,PIAB,S,LIVE,19.6
751,TP2004N,TP,2,4,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PIAB,S,LIVE,19.6
752,TP2004S,TP,2,4,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PIAB,S,LIVE,19.6
753,TP2005E,TP,2,5,1,2,E,N,NA,1941,1941,2013,Y,1941,2013,Y,NA,NA,QURU,D,LIVE,43.9
754,TP2005N,TP,2,5,1,2,N,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,D,LIVE,43.9
755,TP2005S,TP,2,5,1,2,S,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,D,LIVE,43.9
756,TP2006E,TP,2,6,1,2,E,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,QURU,I,LIVE,22.3
757,TP2006S,TP,2,6,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,QURU,I,LIVE,22.3
758,TP2006W,TP,2,6,1,2,W,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,I,LIVE,22.3
759,TP2007S,TP,2,7,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,11.3
760,TP2007W,TP,2,7,1,2,W,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,11.3
761,TP2007E,TP,2,7,1,2,E,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,11.3
762,TP2007N,TP,2,7,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,11.3
763,TP2008E,TP,2,8,1,2,E,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,C,LIVE,35.4
764,TP2008N,TP,2,8,1,2,N,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,C,LIVE,35.4
765,TP2008W,TP,2,8,1,2,W,N,NA,1938,1938,2013,Y,1938,2013,Y,NA,NA,QURU,C,LIVE,35.4
766,TP2010N,TP,2,10,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,TSCA,S,LIVE,16.8
767,TP2010S,TP,2,10,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,TSCA,S,LIVE,16.8
768,TP2010W,TP,2,10,1,2,W,N,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,TSCA,S,LIVE,16.8
769,TP2011N,TP,2,11,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,BEAL,I,LIVE,17.1
770,TP2011S,TP,2,11,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,BEAL,I,LIVE,17.1
771,TP2011W,TP,2,11,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,BEAL,I,LIVE,17.1
772,TP2012W,TP,2,12,1,2,W,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,BEAL,S,LIVE,14.2
773,TP2012E,TP,2,12,1,2,E,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,BEAL,S,LIVE,14.2
774,TP2012N,TP,2,12,1,2,N,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,BEAL,S,LIVE,14.2
775,TP2012S,TP,2,12,1,2,S,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,BEAL,S,LIVE,14.2
776,TP2013E,TP,2,13,1,2,E,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,ACRU,I,LIVE,12.1
777,TP2013N,TP,2,13,1,2,N,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,ACRU,I,LIVE,12.1
778,TP2013S,TP,2,13,1,2,S,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,ACRU,I,LIVE,12.1
779,TP2013W,TP,2,13,1,2,W,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,ACRU,I,LIVE,12.1
780,TP2014E,TP,2,14,1,2,E,N,NA,1935,1935,2013,Y,1935,2013,Y,NA,NA,QURU,D,LIVE,36.9
781,TP2014N,TP,2,14,1,2,N,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,QURU,D,LIVE,36.9
782,TP2014W,TP,2,14,1,2,W,N,NA,1950,1950,2013,Y,1950,2013,Y,NA,NA,QURU,D,LIVE,36.9
783,TP2015E,TP,2,15,1,2,E,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,ACRU,S,LIVE,13.4
784,TP2015N,TP,2,15,1,2,N,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,ACRU,S,LIVE,13.4
785,TP2015S,TP,2,15,1,2,S,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,ACRU,S,LIVE,13.4
786,TP2015W,TP,2,15,1,2,W,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,ACRU,S,LIVE,13.4
787,TP2016N,TP,2,16,1,2,N,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,ACRU,S,LIVE,10.1
788,TP2016E,TP,2,16,1,2,E,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.1
789,TP2016S,TP,2,16,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,ACRU,S,LIVE,10.1
790,TP2016W,TP,2,16,1,2,W,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,ACRU,S,LIVE,10.1
791,TP2017N,TP,2,17,1,2,N,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,QURU,D,LIVE,36.8
