"Site.Code","year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"GB","1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.0001988252596,-12.3106212050227,-6.81232867546779,3.03100734762425,12.1387159806828,17.5013748764483,15.6520593606105,15.5287785913062,13.0204087441797,3.16016591357938,-0.379586598358696,-5.84169059822458
"GB","1896",-10.0001988252596,-12.3106212050227,-6.81232867546779,3.03100734762425,12.1387159806828,17.5013748764483,15.6520593606105,15.5287785913062,13.0204087441797,3.16016591357938,-0.379586598358696,-5.84169059822458,-11.4493606224841,-9.93264501941662,-8.19133256594832,4.32854362785926,12.2867713352238,14.5013417794189,17.6378922176387,16.5951716975357,11.6291528773648,4.55563505668531,1.16805332795154,-8.91938042795712
"GB","1897",-11.4493606224841,-9.93264501941662,-8.19133256594832,4.32854362785926,12.2867713352238,14.5013417794189,17.6378922176387,16.5951716975357,11.6291528773648,4.55563505668531,1.16805332795154,-8.91938042795712,-10.004594843875,-8.87668669789737,-3.97412287765325,2.94807430749116,9.4553560726868,12.8539089397225,17.4652132697095,14.9822812930336,12.0611498692819,7.37232783985229,-1.53337487833361,-6.84622807203393
"GB","1898",-10.004594843875,-8.87668669789737,-3.97412287765325,2.94807430749116,9.4553560726868,12.8539089397225,17.4652132697095,14.9822812930336,12.0611498692819,7.37232783985229,-1.53337487833361,-6.84622807203393,-10.7692911763754,-6.97902346645946,-0.0931083404086777,1.32761895261318,8.98418348872704,14.2479019547801,17.6768831531851,16.7530765390391,13.5324766025001,7.03894154845709,-1.29496126520655,-7.16343105627852
"GB","1899",-10.7692911763754,-6.97902346645946,-0.0931083404086777,1.32761895261318,8.98418348872704,14.2479019547801,17.6768831531851,16.7530765390391,13.5324766025001,7.03894154845709,-1.29496126520655,-7.16343105627852,-9.56448741563207,-9.8663230235723,-5.04368261269588,4.09116899112631,9.99955679678608,15.7758399333452,17.0111694206399,16.0605781803937,11.455490997543,7.89523711803381,-0.738725696499429,-5.71432802994473
"GB","1900",-9.56448741563207,-9.8663230235723,-5.04368261269588,4.09116899112631,9.99955679678608,15.7758399333452,17.0111694206399,16.0605781803937,11.455490997543,7.89523711803381,-0.738725696499429,-5.71432802994473,-8.59047571287832,-9.20516022255184,-8.02899526546892,3.18278874361183,9.11804910497116,16.0109187115472,17.9700026110212,17.32871219522,13.6405418945585,9.63905924124384,-0.0681062122480949,-8.03919875912139
"GB","1901",-8.59047571287832,-9.20516022255184,-8.02899526546892,3.18278874361183,9.11804910497116,16.0109187115472,17.9700026110212,17.32871219522,13.6405418945585,9.63905924124384,-0.0681062122480949,-8.03919875912139,-9.68387179048518,-12.1100565427133,-4.62080379582417,4.1680276136909,9.80268620848948,16.1423025591105,18.5800937112425,17.0095525871346,12.8273770438474,6.84808901621478,-3.45310584631832,-7.60496804714687
"GB","1902",-9.68387179048518,-12.1100565427133,-4.62080379582417,4.1680276136909,9.80268620848948,16.1423025591105,18.5800937112425,17.0095525871346,12.8273770438474,6.84808901621478,-3.45310584631832,-7.60496804714687,-10.9241012707831,-9.12425173228005,-0.0695528180155936,4.2109389517273,8.63320507549979,12.6846940842541,16.1511637210135,14.0866403843543,12.9312499187058,5.43713615415926,2.58810769056824,-9.37812643702733
"GB","1903",-10.9241012707831,-9.12425173228005,-0.0695528180155936,4.2109389517273,8.63320507549979,12.6846940842541,16.1511637210135,14.0866403843543,12.9312499187058,5.43713615415926,2.58810769056824,-9.37812643702733,-8.80924819029044,-7.1708208821825,1.53817042474462,3.17209828307118,11.1413437228999,12.5844726379551,16.0082343653356,12.5255646525177,13.0575751953131,6.79033384067759,-2.39612389156397,-10.3032833274265
"GB","1904",-8.80924819029044,-7.1708208821825,1.53817042474462,3.17209828307118,11.1413437228999,12.5844726379551,16.0082343653356,12.5255646525177,13.0575751953131,6.79033384067759,-2.39612389156397,-10.3032833274265,-13.6925609964559,-13.0463448474604,-4.99520126730268,1.52405706962371,12.3788135949348,14.955112776914,16.2573710370104,14.7818798272248,10.5343056938282,4.70201312553735,-3.4472149134986,-12.3711863052471
"GB","1905",-13.6925609964559,-13.0463448474604,-4.99520126730268,1.52405706962371,12.3788135949348,14.955112776914,16.2573710370104,14.7818798272248,10.5343056938282,4.70201312553735,-3.4472149134986,-12.3711863052471,-11.8341431327289,-12.4745788223895,-3.94747791823521,2.64158813525487,9.54341801887947,14.4124819774394,17.0216063242045,14.9105605200496,12.3310847406366,6.72582657712721,-1.52609584855796,-5.78956568410277
"GB","1906",-11.8341431327289,-12.4745788223895,-3.94747791823521,2.64158813525487,9.54341801887947,14.4124819774394,17.0216063242045,14.9105605200496,12.3310847406366,6.72582657712721,-1.52609584855796,-5.78956568410277,-5.02356458841806,-8.8930832807884,-6.99401018579742,2.93326699655702,8.94050086956466,15.1727787408932,16.4549454598538,17.3523077429272,13.3254589973941,6.99010408339297,-1.66604945863448,-10.0144833406937
"GB","1907",-5.02356458841806,-8.8930832807884,-6.99401018579742,2.93326699655702,8.94050086956466,15.1727787408932,16.4549454598538,17.3523077429272,13.3254589973941,6.99010408339297,-1.66604945863448,-10.0144833406937,-10.4614931614448,-12.9280242320556,-2.26394110837381,0.626499710835371,6.28898352874119,14.4947083221947,16.8994440564459,14.7738352450954,12.5851963589702,3.73636009240259,-1.42410012871889,-4.8970501228289
