"Site.Code","year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"GB","1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521232814865209,0.54083826586767,0.491167356957758,0.775261773034921,0.936874605700671,0.229566046705863,0.0810803646617957,0.000460032362126526,0.0368237179436518,0.590936391557,0.501461892999489,0.440541826747927
"GB","1896",0.521232814865209,0.54083826586767,0.491167356957758,0.775261773034921,0.936874605700671,0.229566046705863,0.0810803646617957,0.000460032362126526,0.0368237179436518,0.590936391557,0.501461892999489,0.440541826747927,0.51537641238195,0.499145403538575,0.491940156220758,0.916181880337587,0.731989154662376,0.113303760896287,0.0989437952010476,0.0628928752457266,0.0566927785864544,0.659998080552265,0.626181860744155,0.570525494929088
"GB","1897",0.51537641238195,0.499145403538575,0.491940156220758,0.916181880337587,0.731989154662376,0.113303760896287,0.0989437952010476,0.0628928752457266,0.0566927785864544,0.659998080552265,0.626181860744155,0.570525494929088,0.511232821659945,0.485821859322839,0.605214548441418,0.80863623363359,0.296763280284322,0.100094830121114,0,0.0574655787679864,0.237139595190332,0.524818090410654,0.556954667159713,0.489621755689751
"GB","1898",0.511232821659945,0.485821859322839,0.605214548441418,0.80863623363359,0.296763280284322,0.100094830121114,0,0.0574655787679864,0.237139595190332,0.524818090410654,0.556954667159713,0.489621755689751,0.43967090754416,0.715558243669025,0.827403405622368,0.772087410448868,0.719405749719475,0.281248979564813,0.0610232092895457,0,0.0565455142151087,0.493979810981251,0.640229047497686,0.599834519252681
"GB","1899",0.43967090754416,0.715558243669025,0.827403405622368,0.772087410448868,0.719405749719475,0.281248979564813,0.0610232092895457,0,0.0565455142151087,0.493979810981251,0.640229047497686,0.599834519252681,0.549474509839284,0.622814369861957,0.624128998257071,1.09902578648302,0.406120045669263,0.23750677258952,0.0668859023905828,0.00758019430069593,0.0375965181251837,0.629572606918383,0.745509098826506,0.501001861065801
"GB","1900",0.549474509839284,0.622814369861957,0.624128998257071,1.09902578648302,0.406120045669263,0.23750677258952,0.0668859023905828,0.00758019430069593,0.0375965181251837,0.629572606918383,0.745509098826506,0.501001861065801,0.489934523019063,0.543734450418634,0.514441751281268,1.03899619520115,0.592285585123142,0.114536593463979,0.166605784573219,0.0226292534792377,0.0462982152347645,0.371725520433564,0.512234682725746,0.491167356957758
"GB","1901",0.489934523019063,0.543734450418634,0.514441751281268,1.03899619520115,0.592285585123142,0.114536593463979,0.166605784573219,0.0226292534792377,0.0462982152347645,0.371725520433564,0.512234682725746,0.491167356957758,0.544194482352322,0.582845282885415,0.650394564809072,0.852547450694214,0.653600185027236,0.307525838693971,0.00215289706910593,0.00123283234485288,0.0437966156066538,0.772812457208959,0.699769017948184,0.46085458706535
"GB","1902",0.544194482352322,0.582845282885415,0.650394564809072,0.852547450694214,0.653600185027236,0.307525838693971,0.00215289706910593,0.00123283234485288,0.0437966156066538,0.772812457208959,0.699769017948184,0.46085458706535,0.465280035831612,0.555674603935629,0.810394566911923,0.957267410647167,0.499258478763822,0.0479910799691741,0.0547984766343807,0,0.0591584435023959,0.224605346506576,0.611461907304604,0.430394553939569
"GB","1903",0.465280035831612,0.555674603935629,0.810394566911923,0.957267410647167,0.499258478763822,0.0479910799691741,0.0547984766343807,0,0.0591584435023959,0.224605346506576,0.611461907304604,0.430394553939569,0.584967246210356,0.624128998257071,0.754901792751699,0.79208741637634,0.516856899109288,0.0483038477645464,0.0257022155022296,0,0.0520382822902461,0.381643713698396,0.606281879655176,0.475032729113514
"GB","1904",0.584967246210356,0.624128998257071,0.754901792751699,0.79208741637634,0.516856899109288,0.0483038477645464,0.0257022155022296,0,0.0520382822902461,0.381643713698396,0.606281879655176,0.475032729113514,0.453092570768543,0.528059842446481,0.620707336625421,0.840854594358575,0.744060245733278,0.058698411568708,0.0502912423796207,0,0.0016928647069794,0.515130867276709,0.47705470005627,0.420378239362967
"GB","1905",0.453092570768543,0.528059842446481,0.620707336625421,0.840854594358575,0.744060245733278,0.058698411568708,0.0502912423796207,0,0.0016928647069794,0.515130867276709,0.47705470005627,0.420378239362967,0.498832635277142,0.549539979987241,0.554441769996934,0.961840109019086,0.647400089066651,0.105062097680566,0.076885900984777,0,0.0641257080464482,0.380870914435396,0.675261806055702,0.50557455943772
"GB","1906",0.498832635277142,0.549539979987241,0.554441769996934,0.961840109019086,0.647400089066651,0.105062097680566,0.076885900984777,0,0.0641257080464482,0.380870914435396,0.675261806055702,0.50557455943772,0.480854596423182,0.520854577387939,0.584441768251903,1.02480173835923,0.475707225616697,0.10207093181768,0.00942032374920204,0,0.00835299419773458,0.474818079421845,0.606494647146954,0.438388928941857
"GB","1907",0.480854596423182,0.520854577387939,0.584441768251903,1.02480173835923,0.475707225616697,0.10207093181768,0.00942032374920204,0,0.00835299419773458,0.474818079421845,0.606494647146954,0.438388928941857,0.523274377953787,0.573552592033,0.797616142119731,0.9010673073719,0.73753103313396,0.53612943849454,0.262276725601471,0.0437966156066538,0.0624328433120386,0.605969112325863,0.640229047497686,0.575574552285163
