"CoreID","TreeID","plot.id","Site","tree.number","Species","Canopy.Class","Live.Dead","DBH..cm.","stems","total.cores","core.id","pith.preset","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot"
"MMA020B","MMA020","MMA","Morgan Monroe State Park",20,"ACSA","C","LIVE",38.29,1,2,"B","N",1903,1903,1904,2014,"Y",1960,2014,"Y","CUT AT 1960 TO DATE",NA,"A"
"MMA021A","MMA021","MMA","Morgan Monroe State Park",21,"ACSA","C","LIVE",20.66,1,2,"A","N",1915,1920,1921,2013,"Y",1921,2013,"N",NA,NA,"A"
"MMA021B","MMA021","MMA","Morgan Monroe State Park",21,"ACSA","C","LIVE",20.66,1,2,"B","Y",1920,1920,1921,2013,"Y",1921,2013,"N",NA,NA,"A"
"MMA022A","MMA022","MMA","Morgan Monroe State Park",22,"FAGR","C","LIVE",43.22,1,2,"A","N",1916,1919,1920,2014,"Y",1920,2014,"Y",NA,NA,"A"
"MMA022B","MMA022","MMA","Morgan Monroe State Park",22,"FAGR","C","LIVE",43.22,1,2,"B","N",1910,1911,1912,2014,"Y",1912,2014,"Y",NA,NA,"A"
"MMA023A","MMA023","MMA","Morgan Monroe State Park",23,"ULRU","C","LIVE",24.8,1,2,"A","N",1915,1918,1919,2014,"Y",1919,2014,"Y",NA,NA,"A"
"MMA023B","MMA023","MMA","Morgan Monroe State Park",23,"ULRU","C","LIVE",24.8,1,2,"B","N",1920,1927,1928,2014,"Y",1928,2014,"Y",NA,NA,"A"
"MMA024A","MMA024","MMA","Morgan Monroe State Park",24,"LITU","D","LIVE",64.39,1,2,"A","N",1936,1947,1948,2014,"Y",1952,2014,"Y",NA,NA,"A"
"MMA024B","MMA024","MMA","Morgan Monroe State Park",24,"LITU","D","LIVE",64.39,1,2,"B","N",1938,1948,1949,2014,"Y",1950,2014,"Y",NA,NA,"A"
"MMA025A","MMA025","MMA","Morgan Monroe State Park",25,"ACSA","C","LIVE",40.4,1,2,"A","N",NA,1924,1925,2013,"Y",1925,2013,"Y",NA,NA,"A"
"MMA025B","MMA025","MMA","Morgan Monroe State Park",25,"ACSA","C","LIVE",40.4,1,2,"B","N",NA,1942,1943,2013,"Y",1943,2013,"Y",NA,NA,"A"
"MMA026A","MMA026","MMA","Morgan Monroe State Park",26,"ULRU","C","LIVE",21.17,1,2,"A","N",1923,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"A"
"MMA026B","MMA026","MMA","Morgan Monroe State Park",26,"ULRU","C","LIVE",21.17,1,2,"B","N",1923,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"A"
"MMA027A","MMA027","MMA","Morgan Monroe State Park",27,"ACSA","C","LIVE",30.12,1,2,"A","Y",1917,1917,1918,2013,"Y",1918,2013,"N",NA,NA,"A"
"MMA027B","MMA027","MMA","Morgan Monroe State Park",27,"ACSA","C","LIVE",30.12,1,2,"B","N",1907,1917,1918,2013,"Y",1918,2013,"N",NA,NA,"A"
"MMA028A","MMA028","MMA","Morgan Monroe State Park",28,"ACSA","C","LIVE",46.51,1,2,"A","N",1904,1905,1906,2013,"Y",1906,2013,"Y",NA,NA,"A"
"MMA028B","MMA028","MMA","Morgan Monroe State Park",28,"ACSA","C","LIVE",46.51,1,2,"B","N",1911,1917,1918,2013,"Y",1918,2013,"Y",NA,NA,"A"
"MMA029A","MMA029","MMA","Morgan Monroe State Park",29,"ACSA","C","LIVE",33.6,1,2,"A","N",1929,1934,1935,2013,"Y",1935,2013,"Y",NA,NA,"A"
"MMA029B","MMA029","MMA","Morgan Monroe State Park",29,"ACSA","C","LIVE",33.6,1,2,"B","N",NA,1959,1959,2013,"Y",1959,2013,"Y","WOUND",NA,"A"
"MMA030A","MMA030","MMA","Morgan Monroe State Park",30,"QURU","D","LIVE",61.4,1,2,"A","N",1907,1926,1927,2014,"Y",1927,2014,"Y",NA,NA,"A"
"MMA030B","MMA030","MMA","Morgan Monroe State Park",30,"QURU","D","LIVE",61.4,1,2,"B","N",NA,1963,1964,2014,"Y",1964,2014,"Y",NA,NA,"A"
"MMA031A","MMA031","MMA","Morgan Monroe State Park",31,"FAGR","D","LIVE",52.37,1,2,"A","N",NA,1927,1929,2014,"Y",1929,2014,"Y","ROT",NA,"A"
"MMA031B","MMA031","MMA","Morgan Monroe State Park",31,"FAGR","D","LIVE",52.37,1,2,"B","N",NA,1934,1935,2014,"Y",1935,2014,"Y","ROT",NA,"A"
"MMA032A","MMA032","MMA","Morgan Monroe State Park",32,"FRAX","D","LIVE",60.15,1,2,"A","N",1902,1910,1911,2014,"Y",1911,2014,"Y",NA,NA,"A"
"MMA032B","MMA032","MMA","Morgan Monroe State Park",32,"FRAX","D","LIVE",60.15,1,2,"B","N",NA,1902,1903,2014,"Y",1903,2014,"Y",NA,NA,"A"
"MMA033A","MMA033","MMA","Morgan Monroe State Park",33,"ACSA","I","LIVE",39.78,1,2,"A","N",1899,1911,1912,2013,"Y",1912,2013,"N",NA,NA,"A"
"MMA033B","MMA033","MMA","Morgan Monroe State Park",33,"ACSA","I","LIVE",39.78,1,2,"B","N",1891,1900,1901,2013,"Y",1901,2013,"N",NA,NA,"A"
"MMA034A","MMA034","MMA","Morgan Monroe State Park",34,"ACSA","C","LIVE",22.5,1,2,"A","N",NA,1930,1930,2013,"Y",1930,2013,"N",NA,NA,"A"
"MMA034B","MMA034","MMA","Morgan Monroe State Park",34,"ACSA","C","LIVE",22.5,1,2,"B","N",1904,1904,1905,2013,"Y",1905,2013,"N",NA,NA,"A"
"MMA035A","MMA035","MMA","Morgan Monroe State Park",35,"ACSA","C","LIVE",31.68,1,2,"A","N",1898,1904,1905,2013,"Y",1905,2013,"N",NA,NA,"A"
"MMA035B","MMA035","MMA","Morgan Monroe State Park",35,"ACSA","C","LIVE",31.68,1,2,"B","N",NA,1912,1913,2013,"Y",1913,2013,"N",NA,NA,"A"
"MMB001A","MMB001","MMB","Morgan Monroe State Park",1,"LITU","D","LIVE",75.8,1,2,"A","N",NA,1905,1907,2014,"Y",1907,2014,"Y",NA,NA,"B"
"MMB001B","MMB001","MMB","Morgan Monroe State Park",1,"LITU","D","LIVE",75.8,1,2,"B","Y",1902,1902,1903,2013,"Y",1903,2014,"Y",NA,NA,"B"
"MMB002A","MMB002","MMB","Morgan Monroe State Park",2,"ACSA","S","LIVE",22.9,1,2,"A","N",NA,1961,1962,2013,"Y",1962,2013,"Y",NA,NA,"B"
"MMB002B","MMB002","MMB","Morgan Monroe State Park",2,"ACSA","S","LIVE",22.9,1,2,"B","N",NA,1955,1956,2013,"Y",1956,2013,"Y",NA,NA,"B"
"MMB003A","MMB003","MMB","Morgan Monroe State Park",3,"FAGR","S","LIVE",26.5,1,2,"A","N",1934,1943,1944,2014,"Y",1944,2014,"Y",NA,NA,"B"
"MMB003B","MMB003","MMB","Morgan Monroe State Park",3,"FAGR","S","LIVE",26.5,1,2,"B","N",1938,1948,1949,2014,"Y",1949,2014,"Y",NA,NA,"B"
"MMB004A","MMB004","MMB","Morgan Monroe State Park",4,"FAGR","C","LIVE",59.4,1,2,"A","N",NA,1942,1943,2014,"Y",1943,2014,"Y",NA,NA,"B"
"MMB004B","MMB004","MMB","Morgan Monroe State Park",4,"FAGR","C","LIVE",59.4,1,2,"B","N",NA,1930,1931,2014,"Y",1931,2014,"Y",NA,NA,"B"
"MMB005A","MMB005","MMB","Morgan Monroe State Park",5,"FAGR","S","LIVE",17.5,1,2,"A","N",NA,1937,1938,2014,"Y",1938,2014,"N",NA,NA,"B"
"MMB005B","MMB005","MMB","Morgan Monroe State Park",5,"FAGR","S","LIVE",17.5,1,2,"B","Y",1932,1932,1933,2014,"Y",1933,2014,"N",NA,NA,"B"
"MMB006A","MMB006","MMB","Morgan Monroe State Park",6,"QUAL","C","LIVE",53.4,1,2,"A","N",NA,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"B"
"MMB006B","MMB006","MMB","Morgan Monroe State Park",6,"QUAL","C","LIVE",53.4,1,2,"B","N",1906,1913,1914,2014,"Y",1914,2014,"Y",NA,NA,"B"
"MMB007A","MMB007","MMB","Morgan Monroe State Park",7,"ACSA","I","LIVE",37.1,1,2,"A","N",NA,1945,1946,2013,"Y",1946,2013,"Y",NA,NA,"B"
"MMB007B","MMB007","MMB","Morgan Monroe State Park",7,"ACSA","I","LIVE",37.1,1,2,"B","Y",1907,1907,1908,2013,"Y",1908,2013,"Y",NA,NA,"B"
"MMB008A","MMB008","MMB","Morgan Monroe State Park",8,"LITU","D","LIVE",77.3,1,3,"A","N",1908,1908,1909,2013,"Y",1909,2013,"Y",NA,NA,"B"
"MMB008B","MMB008","MMB","Morgan Monroe State Park",8,"LITU","D","LIVE",77.3,1,3,"B","Y",1907,1907,1908,2013,"Y",1908,2013,"Y",NA,NA,"B"
"MMB008C","MMB008","MMB","Morgan Monroe State Park",8,"LITU","D","LIVE",77.3,1,3,"C","N",1908,1910,1911,2013,"Y",1911,2013,"Y",NA,NA,"B"
"MMB009A","MMB009","MMB","Morgan Monroe State Park",9,"QUAL","C","LIVE",53.5,1,2,"A","N",1904,1905,1906,2014,"Y",1906,2014,"Y",NA,NA,"B"
"MMB009B","MMB009","MMB","Morgan Monroe State Park",9,"QUAL","C","LIVE",53.5,1,2,"B","N",1904,1908,1909,2014,"Y",1909,2014,"Y",NA,NA,"B"
"MMB010A","MMB010","MMB","Morgan Monroe State Park",10,"TIAM","I","LIVE",30,1,2,"A","N",NA,1925,1926,2014,"Y",1926,2014,"N",NA,NA,"B"
"MMB010B","MMB010","MMB","Morgan Monroe State Park",10,"TIAM","I","LIVE",30,1,2,"B","N",NA,1936,1937,2013,"Y",1937,2013,"N",NA,NA,"B"
"MMB011A","MMB011","MMB","Morgan Monroe State Park",11,"TIAM","I","LIVE",49.4,1,2,"A","N",1906,1912,1913,2013,"Y",1913,2013,"Y",NA,NA,"B"
"MMB011B","MMB011","MMB","Morgan Monroe State Park",11,"TIAM","I","LIVE",49.4,1,2,"B","N",1909,1910,1911,2013,"Y",1911,2013,"Y",NA,NA,"B"
"MMB012A","MMB012","MMB","Morgan Monroe State Park",12,"ACSA","I","LIVE",24.3,1,2,"A","N",NA,1969,1970,2014,"Y",1970,2014,"Y","WOUND",NA,"B"
"MMB012B","MMB012","MMB","Morgan Monroe State Park",12,"ACSA","I","LIVE",24.3,1,2,"B","N",NA,1958,1959,2014,"Y",1959,2014,"Y","ROT/WOUND",NA,"B"
"MMB013A","MMB013","MMB","Morgan Monroe State Park",13,"SAAL","I","LIVE",33.4,1,2,"A","N",NA,1999,2000,2014,"Y",2000,2014,"Y","BREAK",NA,"B"
"MMB013B","MMB013","MMB","Morgan Monroe State Park",13,"SAAL","I","LIVE",33.4,1,2,"B","N",NA,1973,1974,2014,"Y",1974,2014,"Y","ROT",NA,"B"
"MMB014A","MMB014","MMB","Morgan Monroe State Park",14,"SAAL","I","LIVE",24.5,1,2,"A","N",NA,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"B"
"MMB014B","MMB014","MMB","Morgan Monroe State Park",14,"SAAL","I","LIVE",24.5,1,2,"B","N",NA,1975,1976,2014,"Y",1976,2014,"Y",NA,NA,"B"
"MMB015A","MMB015","MMB","Morgan Monroe State Park",15,"POGR","SNAG","DEAD",21.2,1,2,"A","N",1962,1963,1964,2008,"N",1964,2008,"Y","dead tree",NA,"B"
"MMB015B","MMB015","MMB","Morgan Monroe State Park",15,"POGR","SNAG","DEAD",21.2,1,2,"B","N",1965,1968,1969,2009,"N",1969,2008,"Y","dead tree",NA,"B"
"MMB016A","MMB016","MMB","Morgan Monroe State Park",16,"LITU","D","LIVE",87.4,1,3,"A","Y",1919,1919,1920,2013,"Y",1920,2013,"Y",NA,NA,"B"
"MMB016B","MMB016","MMB","Morgan Monroe State Park",16,"LITU","D","LIVE",87.4,1,3,"B","N",1918,1922,1923,2013,"Y",1923,2013,"Y",NA,NA,"B"
"MMB016C","MMB016","MMB","Morgan Monroe State Park",16,"LITU","D","LIVE",87.4,1,3,"C","Y",1918,1918,1919,2013,"Y",1919,2013,"Y",NA,NA,"B"
"MMB018A","MMB018","MMB","Morgan Monroe State Park",18,"FAGR","I","LIVE",33.5,1,2,"A","N",NA,1920,1923,2014,"Y",1923,2014,"Y",NA,NA,"B"
"MMB018B","MMB018","MMB","Morgan Monroe State Park",18,"FAGR","I","LIVE",33.5,1,2,"B","Y",1907,1907,1908,2014,"Y",1908,2013,"Y",NA,NA,"B"
"MMB019A","MMB019","MMB","Morgan Monroe State Park",19,"ACSA","C","LIVE",41.5,1,1,"A","N",NA,1964,1965,2014,"Y",1965,2014,"Y","WOUND",NA,"B"
"MMB019B","MMB019","MMB","Morgan Monroe State Park",19,"ACSA","C","LIVE",41.5,1,1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample",NA,"B"
"MMB020A","MMB020","MMB","Morgan Monroe State Park",20,"LITU","D","LIVE",42.3,1,2,"A","N",1968,1968,1969,2013,"Y",1969,2013,"Y",NA,NA,"B"
"MMB020B","MMB020","MMB","Morgan Monroe State Park",20,"LITU","D","LIVE",42.3,1,2,"B","N",NA,1979,1980,2013,"Y",1980,2013,"Y",NA,NA,"B"
"MMB021A","MMB021","MMB","Morgan Monroe State Park",21,"LITU","C","LIVE",38.4,1,2,"A","N",1969,1977,1978,2013,"Y",1978,2013,"Y",NA,NA,"B"
"MMB021B","MMB021","MMB","Morgan Monroe State Park",21,"LITU","C","LIVE",38.4,1,2,"B","N",1969,1971,1972,2013,"Y",1972,2013,"Y",NA,NA,"B"
"MMB022A","MMB022","MMB","Morgan Monroe State Park",22,"FAGR","C","LIVE",45.5,1,2,"A","N",1920,1924,1925,2014,"Y",1925,2013,"Y",NA,NA,"B"
"MMB022B","MMB022","MMB","Morgan Monroe State Park",22,"FAGR","C","LIVE",45.5,1,2,"B","N",NA,1917,1918,2014,"Y",1918,2014,"N",NA,NA,"B"
"MMB023A","MMB023","MMB","Morgan Monroe State Park",23,"ACSA","I","LIVE",26.3,1,2,"A","N",1904,1905,1906,2013,"Y",1906,2013,"Y",NA,NA,"B"
"MMB023B","MMB023","MMB","Morgan Monroe State Park",23,"ACSA","I","LIVE",26.3,1,2,"B","N",1908,1909,1910,2014,"Y",1910,2014,"N",NA,NA,"B"
"MMB024A","MMB024","MMB","Morgan Monroe State Park",24,"FRPE","D","LIVE",59.2,1,2,"A","N",1901,1905,1906,2014,"Y",1906,2014,"Y",NA,NA,"B"
"MMB024B","MMB024","MMB","Morgan Monroe State Park",24,"FRPE","D","LIVE",59.2,1,2,"B","N",1903,1904,1905,2014,"Y",1905,2014,"Y",NA,NA,"B"
"MMB025A","MMB025","MMB","Morgan Monroe State Park",25,"ACSA","I","LIVE",44.4,1,2,"A","N",1899,1903,1904,2013,"Y",1904,2013,"Y",NA,NA,"B"
"MMB025B","MMB025","MMB","Morgan Monroe State Park",25,"ACSA","I","LIVE",44.4,1,2,"B","N",1901,1924,1925,2013,"Y",1925,2013,"Y",NA,NA,"B"
"MMB026A","MMB026","MMB","Morgan Monroe State Park",26,"ACSA","I","LIVE",27.8,1,2,"A","N",1903,1904,1905,2013,"Y",1905,2013,"Y",NA,NA,"B"
"MMB026B","MMB026","MMB","Morgan Monroe State Park",26,"ACSA","I","LIVE",27.8,1,2,"B","N",1903,1904,1905,2013,"Y",1905,2013,"Y",NA,NA,"B"
"MMC001A","MMC001","MMC","Morgan Monroe State Park",1,"ACSA","C","LIVE",39.8,1,2,"A","N",1907,1909,1910,2013,"Y",1910,2013,"N",NA,NA,"C"
"MMC001B","MMC001","MMC","Morgan Monroe State Park",1,"ACSA","C","LIVE",39.8,1,2,"B","N",1906,1907,1908,2013,"Y",1908,2013,"N",NA,NA,"C"
"MMC002A","MMC002","MMC","Morgan Monroe State Park",2,"ACSA","C","LIVE",22.1,1,2,"A","N",1911,1917,1918,2013,"Y",1918,2013,"N",NA,NA,"C"
"MMC002B","MMC002","MMC","Morgan Monroe State Park",2,"ACSA","C","LIVE",22.1,1,2,"B","N",1914,1925,1926,2014,"Y",1926,2014,"N",NA,NA,"C"
"MMC003A","MMC003","MMC","Morgan Monroe State Park",3,"SAAL","I","LIVE",23.1,1,2,"A","Y",1967,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"C"
"MMC003B","MMC003","MMC","Morgan Monroe State Park",3,"SAAL","I","LIVE",23.1,1,2,"B","N",1967,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"C"
"MMC004A","MMC004","MMC","Morgan Monroe State Park",4,"PODE","C","LIVE",41.1,1,2,"A","Y",1966,1966,1967,2013,"Y",1967,2013,"N",NA,NA,"C"
"MMC004B","MMC004","MMC","Morgan Monroe State Park",4,"PODE","C","LIVE",41.1,1,2,"B","N",NA,1976,1977,2013,"Y",1977,2013,"N",NA,NA,"C"
"MMC005A","MMC005","MMC","Morgan Monroe State Park",5,"SAAL","SNAG","DEAD",15.2,1,2,"A","N",1970,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"C"
"MMC005B","MMC005","MMC","Morgan Monroe State Park",5,"SAAL","SNAG","DEAD",15.2,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIDN'T MEASURE, POOR SANDING, NO RINGS",NA,"C"
"MMC006A","MMC006","MMC","Morgan Monroe State Park",6,"ACSA","C","LIVE",45.7,1,2,"A","N",NA,1974,1978,2013,"Y",1978,2014,"Y","BIG RINGS IN MIDDLE PREVENTED SOME MEASUREMENT",NA,"C"
"MMC006B","MMC006","MMC","Morgan Monroe State Park",6,"ACSA","C","LIVE",45.7,1,2,"B","N",NA,1980,1982,2013,"Y",1982,2014,"Y","BRANCH SCAR",NA,"C"
"MMC007A","MMC007","MMC","Morgan Monroe State Park",7,"ACSA","S","LIVE",16.4,1,2,"A","N",NA,1972,1973,2014,"Y",1973,2014,"N",NA,NA,"C"
"MMC007B","MMC007","MMC","Morgan Monroe State Park",7,"ACSA","S","LIVE",16.4,1,2,"B","Y",1965,1965,1966,2012,"N",1966,2012,"Y","NOT A ZOMBIE, BUT BROKEN",NA,"C"
"MMC008A","MMC008","MMC","Morgan Monroe State Park",8,"ACSA","S","LIVE",13.8,1,2,"A","Y",1967,1967,1968,2012,"Y",1968,2012,"Y",NA,"Y","C"
"MMC008B","MMC008","MMC","Morgan Monroe State Park",8,"ACSA","S","LIVE",13.8,1,2,"B","Y",1968,1968,1969,2013,"Y",1969,2014,"Y",NA,NA,"C"
"MMC009A","MMC009","MMC","Morgan Monroe State Park",9,"OIDE","D","LIVE",33.2,1,2,"A","N",1967,1973,1974,2013,"Y",1974,2013,"N",NA,NA,"C"
"MMC009B","MMC009","MMC","Morgan Monroe State Park",9,"OIDE","D","LIVE",33.2,1,2,"B","N",1966,1978,1980,2013,"Y",1980,2013,"N",NA,NA,"C"
"MMC010A","MMC010","MMC","Morgan Monroe State Park",10,"QUAL","C","LIVE",51.8,1,2,"A","N",1904,1913,1914,2014,"Y",1914,2014,"Y",NA,NA,"C"
"MMC010B","MMC010","MMC","Morgan Monroe State Park",10,"QUAL","C","LIVE",51.8,1,2,"B","N",1908,1915,1917,2014,"Y",1917,2014,"Y",NA,NA,"C"
"MMC011A","MMC011","MMC","Morgan Monroe State Park",11,"FRAX","C","LIVE",35.8,1,2,"A","N",NA,1909,1910,2014,"Y",1910,2014,"Y",NA,NA,"C"
"MMC011B","MMC011","MMC","Morgan Monroe State Park",11,"FRAX","C","LIVE",35.8,1,2,"B","N",NA,1903,1904,2014,"Y",1904,2014,"N",NA,NA,"C"
"MMC012A","MMC012","MMC","Morgan Monroe State Park",12,"ASTR","S","LIVE",12.3,1,2,"A","Y",1977,1977,1978,2013,"Y",1978,2013,"N",NA,NA,"C"
"MMC012B","MMC012","MMC","Morgan Monroe State Park",12,"ASTR","S","LIVE",12.3,1,2,"B","N",NA,1977,1978,2013,"Y",1978,2013,"N",NA,NA,"C"
"MMC013A","MMC013","MMC","Morgan Monroe State Park",13,"SAAL","C","LIVE",35.1,1,2,"A","N",NA,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"MMC013B","MMC013","MMC","Morgan Monroe State Park",13,"SAAL","C","LIVE",35.1,1,2,"B","N",NA,1997,1998,2014,"Y",1998,2014,"Y",NA,NA,"C"
"MMC014A","MMC014","MMC","Morgan Monroe State Park",14,"ACSA","I","LIVE",24.8,1,2,"A","N",1911,1912,1913,2010,"Y",1960,2014,"Y","CUT FOR DATING",NA,"C"
"MMC014B","MMC014","MMC","Morgan Monroe State Park",14,"ACSA","I","LIVE",24.8,1,2,"B","Y",1914,1914,1915,2014,"Y",1915,2014,"N",NA,NA,"C"
"MMC015A","MMC015","MMC","Morgan Monroe State Park",15,"ASTR","S","LIVE",10.9,1,2,"A","Y",1980,1980,1981,2013,"Y",1981,2013,"N",NA,NA,"C"
"MMC015B","MMC015","MMC","Morgan Monroe State Park",15,"ASTR","S","LIVE",10.9,1,2,"B","N",1980,1981,1982,2013,"Y",1982,2013,"N",NA,NA,"C"
"MMC016A","MMC016","MMC","Morgan Monroe State Park",16,"QUAL","C","LIVE",91.8,1,2,"A","N",NA,1967,1967,2014,"Y",1967,2014,"Y","Rot",NA,"C"
"MMC016B","MMC016","MMC","Morgan Monroe State Park",16,"QUAL","C","LIVE",91.8,1,2,"B","N",NA,1913,1914,2014,"Y",1914,2014,"Y","Rot",NA,"C"
"MMC017A","MMC017","MMC","Morgan Monroe State Park",17,"SAAL","I","LIVE",25.74,1,2,"A","N",NA,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"C"
"MMC017B","MMC017","MMC","Morgan Monroe State Park",17,"SAAL","I","LIVE",25.74,1,2,"B","N",NA,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"MMC018A","MMC018","MMC","Morgan Monroe State Park",18,"SAAL","S","LIVE",23.6,1,2,"A","N",NA,1966,1967,2014,"Y",1967,2014,"Y",NA,NA,"C"
"MMC018B","MMC018","MMC","Morgan Monroe State Park",18,"SAAL","S","LIVE",23.6,1,2,"B","N",1964,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"C"
"MMC019A","MMC019","MMC","Morgan Monroe State Park",19,"ACSA","C","LIVE",26.7,1,2,"A","N",NA,1943,1943,2007,"Y",1943,2007,"Y","BRANCH SCAR","Y","C"
"MMC019B","MMC019","MMC","Morgan Monroe State Park",19,"ACSA","C","LIVE",26.7,1,2,"B","N",1904,1915,1916,2006,"N",1916,2006,"Y",NA,"Y","C"
"MMC020A","MMC020","MMC","Morgan Monroe State Park",20,"ACSA","C","LIVE",41.1,1,2,"A","N",1909,1911,1913,2013,"Y",1913,2013,"Y",NA,NA,"C"
"MMC020B","MMC020","MMC","Morgan Monroe State Park",20,"ACSA","C","LIVE",41.1,1,2,"B","N",1904,1908,1909,2013,"Y",1909,2013,"Y",NA,NA,"C"
"MMC021A","MMC021","MMC","Morgan Monroe State Park",21,"ACSA","C","LIVE",47.7,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample",NA,"C"
"MMC021B","MMC021","MMC","Morgan Monroe State Park",21,"ACSA","C","LIVE",47.7,1,2,"B","N",1932,1933,1934,2013,"Y",1934,2013,"N",NA,NA,"C"
"MMC022A","MMC022","MMC","Morgan Monroe State Park",22,"SAAL","I","LIVE",20.3,1,2,"A","N",1971,1978,1979,2014,"Y",1979,2014,"Y",NA,NA,"C"
"MMC022B","MMC022","MMC","Morgan Monroe State Park",22,"SAAL","I","LIVE",20.3,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"C"
"MMC023A","MMC023","MMC","Morgan Monroe State Park",23,"LITU","C","LIVE",28.7,1,2,"A","N",1972,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"C"
"MMC023B","MMC023","MMC","Morgan Monroe State Park",23,"LITU","C","LIVE",28.7,1,2,"B","N",1974,1977,1979,2014,"Y",1979,2014,"Y",NA,NA,"C"
"MMC024A","MMC024","MMC","Morgan Monroe State Park",24,"QUAL","C","LIVE",55.6,1,2,"A","N",1910,1914,1915,2014,"Y",1915,2014,"Y",NA,NA,"C"
"MMC024B","MMC024","MMC","Morgan Monroe State Park",24,"QUAL","C","LIVE",55.6,1,2,"B","N",1911,1917,1918,2014,"Y",1918,2014,"Y",NA,NA,"C"
"MMC025A","MMC025","MMC","Morgan Monroe State Park",25,"ASTR","C","LIVE",26,1,2,"A","N",NA,1928,1929,2013,"Y",1929,2013,"N",NA,NA,"C"
"MMC025B","MMC025","MMC","Morgan Monroe State Park",25,"ASTR","C","LIVE",26,1,2,"B","N",1909,1910,1911,2013,"Y",1911,2013,"N",NA,NA,"C"
"MMC026A","MMC026","MMC","Morgan Monroe State Park",26,"LITU","C","LIVE",48.8,1,3,"A","Y",1908,1908,1909,2013,"Y",1909,2013,"Y",NA,NA,"C"
"MMC026B","MMC026","MMC","Morgan Monroe State Park",26,"LITU","C","LIVE",48.8,1,3,"B","N",NA,1913,1914,2013,"Y",1914,2013,"Y",NA,NA,"C"
"MMC026C","MMC026","MMC","Morgan Monroe State Park",26,"LITU","C","LIVE",48.8,1,3,"C","N",1906,1912,1913,2013,"Y",1913,2013,"Y",NA,NA,"C"
"MMC027A","MMC027","MMC","Morgan Monroe State Park",27,"LITU","C","LIVE",37.4,1,2,"A","N",1903,1923,1924,2013,"Y",1924,2013,"Y",NA,NA,"C"
"MMC027B","MMC027","MMC","Morgan Monroe State Park",27,"LITU","C","LIVE",37.4,1,2,"B","N",1904,1910,1911,2013,"Y",1911,2013,"Y",NA,NA,"C"
"MMC028A","MMC028","MMC","Morgan Monroe State Park",28,"ACSA","I","LIVE",33.2,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUT OF PHASE, NOT MEASURED",NA,"C"
"MMC028B","MMC028","MMC","Morgan Monroe State Park",28,"ACSA","I","LIVE",33.2,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample",NA,"C"
"MMC029A","MMC029","MMC","Morgan Monroe State Park",29,"ACSA","C","LIVE",35.2,1,2,"A","N",1908,1911,1912,2013,"Y",1912,2013,"Y",NA,NA,"C"
"MMC029B","MMC029","MMC","Morgan Monroe State Park",29,"ACSA","C","LIVE",35.2,1,2,"B","N",NA,1931,1932,2013,"Y",1932,2013,"Y",NA,NA,"C"
"MMC030A","MMC030","MMC","Morgan Monroe State Park",30,"FRAX","C","LIVE",44.5,1,2,"A","N",NA,1957,1958,2014,"Y",1958,2014,"N",NA,NA,"C"
"MMC030B","MMC030","MMC","Morgan Monroe State Park",30,"FRAX","C","LIVE",44.5,1,2,"B","N",NA,1977,1977,2014,"Y",1977,2014,"N",NA,NA,"C"
"MMC031A","MMC031","MMC","Morgan Monroe State Park",31,"ACSA","C","LIVE",30.2,1,2,"A","N",1905,1909,1910,2012,"Y",1910,2012,"Y","SHIFTED","Y","C"
"MMC031B","MMC031","MMC","Morgan Monroe State Park",31,"ACSA","C","LIVE",30.2,1,2,"B","N",NA,1920,1921,2014,"Y",1921,2014,"N",NA,NA,"C"
"MMC032A","MMC032","MMC","Morgan Monroe State Park",32,"FRPE","C","LIVE",51.2,1,2,"A","Y",1903,1903,1904,2014,"Y",1904,2014,"Y",NA,NA,"C"
"MMC032B","MMC032","MMC","Morgan Monroe State Park",32,"FRPE","C","LIVE",51.2,1,2,"B","N",1903,1906,1907,2014,"Y",1907,2014,"Y",NA,NA,"C"
"MMC033A","MMC033","MMC","Morgan Monroe State Park",33,"QUAL","C","LIVE",58.6,1,2,"A","N",1902,1904,1905,2014,"Y",1905,2014,"Y",NA,NA,"C"
