"CoreID","TreeID","plot.id","Site","tree.number","Species","Canopy.Class","Live.Dead","DBH..cm.","stems","total.cores","core.id","pith.preset","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot"
"DLC007A","DLC007","DLC","Duke Loblolly",7,"PITA","C","LIVE",30,1,2,"A","Y",1985,1985,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC007B","DLC007","DLC","Duke Loblolly",7,"PITA","C","LIVE",30,1,2,"B","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC008A","DLC008","DLC","Duke Loblolly",8,"PITA","C","LIVE",30.7,1,2,"A","N",1986,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC008B","DLC008","DLC","Duke Loblolly",8,"PITA","C","LIVE",30.7,1,2,"B",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC009A","DLC009","DLC","Duke Loblolly",9,"PITA","C","LIVE",21.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC009B","DLC009","DLC","Duke Loblolly",9,"PITA","C","LIVE",21.8,1,2,"B","Y",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC010A","DLC010","DLC","Duke Loblolly",10,"PITA","C","LIVE",34,1,2,"A","N",1985,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC010B","DLC010","DLC","Duke Loblolly",10,"PITA","C","LIVE",34,1,2,"B","Y",1985,1985,1986,2014,"Y",1986,2014,"Y",NA,NA,"C"
"DLC011A","DLC011","DLC","Duke Loblolly",11,"PITA","I","LIVE",15.2,1,2,"A","N",1994,1994,1995,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC011B","DLC011","DLC","Duke Loblolly",11,"PITA","I","LIVE",15.2,1,2,"B",NA,NA,1994,1995,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC012A","DLC012","DLC","Duke Loblolly",12,"PITA","C","LIVE",24.8,1,2,"A","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC012B","DLC012","DLC","Duke Loblolly",12,"PITA","C","LIVE",24.8,1,2,"B","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC013A","DLC013","DLC","Duke Loblolly",13,"PITA","C","LIVE",19,1,2,"A","N",1988,1988,1989,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC013B","DLC013","DLC","Duke Loblolly",13,"PITA","C","LIVE",19,1,2,"B","Y",1988,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC014A","DLC014","DLC","Duke Loblolly",14,"PITA","C","LIVE",21.2,1,2,"A","N",1988,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC014B","DLC014","DLC","Duke Loblolly",14,"PITA","C","LIVE",21.2,1,2,"B","N",1988,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC015A","DLC015","DLC","Duke Loblolly",15,"PITA","C","LIVE",30,1,2,"A","N",1986,1986,1987,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC015B","DLC015","DLC","Duke Loblolly",15,"PITA","C","LIVE",30,1,2,"B","N",1986,1986,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC016A","DLC016","DLC","Duke Loblolly",16,"PITA","I","LIVE",10.9,1,2,"A","N",1992,1993,1994,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC016B","DLC016","DLC","Duke Loblolly",16,"PITA","I","LIVE",10.9,1,2,"B","N",1993,1993,1994,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC017A","DLC017","DLC","Duke Loblolly",17,"PITA","SNAG","DEAD",21.5,1,2,"A",NA,NA,1994,1995,2014,"Y",1995,2014,"Y",NA,NA,"C"
"DLC017B","DLC017","DLC","Duke Loblolly",17,"PITA","SNAG","DEAD",21.5,1,2,"B","N",1985,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC018A","DLC018","DLC","Duke Loblolly",18,"LIST","I","LIVE",12.5,1,2,"A","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC018B","DLC018","DLC","Duke Loblolly",18,"LIST","I","LIVE",12.5,1,2,"B","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC019A","DLC019","DLC","Duke Loblolly",19,"PITA","C","LIVE",26.7,1,2,"A","N",1986,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC019B","DLC019","DLC","Duke Loblolly",19,"PITA","C","LIVE",26.7,1,2,"B","N",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC020A","DLC020","DLC","Duke Loblolly",20,"LIST","I","LIVE",12.3,1,2,"A","Y",1985,1985,1986,2014,"Y",1986,2014,"Y",NA,NA,"C"
"DLC020B","DLC020","DLC","Duke Loblolly",20,"LIST","I","LIVE",12.3,1,2,"B","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC021A","DLC021","DLC","Duke Loblolly",21,"LIST","I","LIVE",12.4,1,2,"A","Y",1984,1985,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC021B","DLC021","DLC","Duke Loblolly",21,"LIST","I","LIVE",12.4,1,2,"B","Y",1986,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC022A","DLC022","DLC","Duke Loblolly",22,"LIST","C","LIVE",15.7,1,2,"A","Y",1983,1983,1984,2014,"Y",1984,2014,"Y",NA,NA,"C"
"DLC022B","DLC022","DLC","Duke Loblolly",22,"LIST","C","LIVE",15.7,1,2,"B","Y",1983,1983,1984,2014,"Y",1984,2014,"Y",NA,NA,"C"
"DLC023A","DLC023","DLC","Duke Loblolly",23,"PITA","I","LIVE",13.1,1,2,"A","Y",1992,1992,1993,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC023B","DLC023","DLC","Duke Loblolly",23,"PITA","I","LIVE",13.1,1,2,"B","N",1992,1993,1994,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC024A","DLC024","DLC","Duke Loblolly",24,"LIST","I","LIVE",10.7,1,2,"A","N",1983,1985,1986,2014,"Y",1986,2014,"Y",NA,NA,"C"
"DLC024B","DLC024","DLC","Duke Loblolly",24,"LIST","I","LIVE",10.7,1,2,"B","Y",1983,1983,1984,2014,"Y",1984,2014,"Y",NA,NA,"C"
"DLC025A","DLC025","DLC","Duke Loblolly",25,"PITA","C","LIVE",34.7,1,2,"A","N",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC025B","DLC025","DLC","Duke Loblolly",25,"PITA","C","LIVE",34.7,1,2,"B","N",1986,1987,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC026A","DLC026","DLC","Duke Loblolly",26,"PITA","C","LIVE",13.6,1,2,"A","N",1991,1992,1994,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC026B","DLC026","DLC","Duke Loblolly",26,"PITA","C","LIVE",13.6,1,2,"B","Y",1993,1993,1994,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC027A","DLC027","DLC","Duke Loblolly",27,"PITA","C","LIVE",19.5,1,2,"A","N",1993,1994,1995,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC027B","DLC027","DLC","Duke Loblolly",27,"PITA","C","LIVE",19.5,1,2,"B",NA,NA,1993,1994,2013,"Y",NA,NA,"N",NA,NA,"C"
"DLC028A","DLC028","DLC","Duke Loblolly",28,"PITA","C","LIVE",26.7,1,2,"A",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC028B","DLC028","DLC","Duke Loblolly",28,"PITA","C","LIVE",26.7,1,2,"B","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC029A","DLC029","DLC","Duke Loblolly",29,"PITA","C","LIVE",28.9,1,2,"A",NA,NA,1987,1988,2014,"Y",NA,NA,"N",NA,NA,"C"
"DLC029B","DLC029","DLC","Duke Loblolly",29,"PITA","C","LIVE",28.9,1,2,"B","N",1985,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC030A","DLC030","DLC","Duke Loblolly",30,"PITA","C","LIVE",29.3,1,2,"A",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC030B","DLC030","DLC","Duke Loblolly",30,"PITA","C","LIVE",29.3,1,2,"B",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC031A","DLC031","DLC","Duke Loblolly",31,"PITA","C","LIVE",40.5,1,2,"A",NA,NA,1991,1991,2014,"Y",1991,2014,"Y",NA,NA,"C"
"DLC031B","DLC031","DLC","Duke Loblolly",31,"PITA","C","LIVE",40.5,1,2,"B",NA,NA,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC032A","DLC032","DLC","Duke Loblolly",32,"ULAL","I","LIVE",12.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC032B","DLC032","DLC","Duke Loblolly",32,"ULAL","I","LIVE",12.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC034A","DLC034","DLC","Duke Loblolly",34,"PITA","C","LIVE",43.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC034B","DLC034","DLC","Duke Loblolly",34,"PITA","C","LIVE",43.5,1,2,"B",NA,NA,1989,1991,2014,"Y",1991,2014,"Y",NA,NA,"C"
"DLC035A","DLC035","DLC","Duke Loblolly",35,"PITA","I","LIVE",14.9,1,2,"A","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC035B","DLC035","DLC","Duke Loblolly",35,"PITA","I","LIVE",14.9,1,2,"B","N",1987,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC036A","DLC036","DLC","Duke Loblolly",36,"PITA","C","LIVE",20.2,1,2,"A","N",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC036B","DLC036","DLC","Duke Loblolly",36,"PITA","C","LIVE",20.2,1,2,"B","N",1986,1987,1987,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC037A","DLC037","DLC","Duke Loblolly",37,"PITA","C","LIVE",19.4,1,2,"A",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC037B","DLC037","DLC","Duke Loblolly",37,"PITA","C","LIVE",19.4,1,2,"B","Y",1988,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC038A","DLC038","DLC","Duke Loblolly",38,"PITA","C","LIVE",29,1,2,"A",NA,NA,1988,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC038B","DLC038","DLC","Duke Loblolly",38,"PITA","C","LIVE",29,1,2,"B","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC039A","DLC039","DLC","Duke Loblolly",39,"PITA","C","LIVE",19.7,1,2,"A","Y",1989,1989,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC039B","DLC039","DLC","Duke Loblolly",39,"PITA","C","LIVE",19.7,1,2,"B","N",1989,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC040A","DLC040","DLC","Duke Loblolly",40,"PITA","C","LIVE",32.3,1,2,"A",NA,NA,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC040B","DLC040","DLC","Duke Loblolly",40,"PITA","C","LIVE",32.3,1,2,"B","Y",1985,1985,1986,2014,"Y",1986,2014,"Y",NA,NA,"C"
"DLC041A","DLC041","DLC","Duke Loblolly",41,"PITA","C","LIVE",33.3,1,2,"A","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC041B","DLC041","DLC","Duke Loblolly",41,"PITA","C","LIVE",33.3,1,2,"B","Y",1984,1984,1985,2014,"Y",1985,2014,"Y",NA,NA,"C"
"DLC043A","DLC043","DLC","Duke Loblolly",43,"PITA","C","LIVE",17,1,2,"A","Y",1989,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC043B","DLC043","DLC","Duke Loblolly",43,"PITA","C","LIVE",17,1,2,"B",NA,NA,1990,1991,2013,"Y",1991,2014,"Y",NA,NA,"C"
"DLC044A","DLC044","DLC","Duke Loblolly",44,"PITA","C","LIVE",15.5,1,2,"A",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC044B","DLC044","DLC","Duke Loblolly",44,"PITA","C","LIVE",15.5,1,2,"B",NA,NA,1992,1994,2014,"Y",1994,2014,"Y",NA,NA,"C"
"DLC045A","DLC045","DLC","Duke Loblolly",45,"PITA","C","LIVE",22.8,1,2,"A","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC045B","DLC045","DLC","Duke Loblolly",45,"PITA","C","LIVE",22.8,1,2,"B","Y",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC046A","DLC046","DLC","Duke Loblolly",46,"PITA","C","LIVE",33.9,1,2,"A",NA,NA,1989,1991,2014,"Y",1991,2014,"Y",NA,NA,"C"
"DLC046B","DLC046","DLC","Duke Loblolly",46,"PITA","C","LIVE",33.9,1,2,"B","N",1986,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC048A","DLC048","DLC","Duke Loblolly",48,"PITA","C","LIVE",27.5,1,2,"A",NA,NA,1991,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC048B","DLC048","DLC","Duke Loblolly",48,"PITA","C","LIVE",27.5,1,2,"B","N",1988,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC049A","DLC049","DLC","Duke Loblolly",49,"LIST","SNAG","DEAD",14.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC049B","DLC049","DLC","Duke Loblolly",49,"LIST","SNAG","DEAD",14.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC050A","DLC050","DLC","Duke Loblolly",50,"PITA","C","LIVE",12.7,1,2,"A",NA,NA,1994,1995,2013,"Y",1995,2013,"Y",NA,"Y","C"
"DLC050B","DLC050","DLC","Duke Loblolly",50,"PITA","C","LIVE",12.7,1,2,"B","Y",1993,1993,1994,2013,"Y",1994,2013,"Y",NA,"Y","C"
"DLC051A","DLC051","DLC","Duke Loblolly",51,"PITA","C","LIVE",17.5,1,2,"A","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC051B","DLC051","DLC","Duke Loblolly",51,"PITA","C","LIVE",17.5,1,2,"B","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC052A","DLC052","DLC","Duke Loblolly",52,"PITA","C","LIVE",29.3,1,2,"A",NA,NA,1987,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC052B","DLC052","DLC","Duke Loblolly",52,"PITA","C","LIVE",29.3,1,2,"B",NA,NA,1994,1995,2014,"Y",1995,2014,"Y",NA,NA,"C"
"DLC053A","DLC053","DLC","Duke Loblolly",53,"PITA","C","LIVE",26,1,2,"A","Y",1986,1986,1987,2014,"Y",1987,2014,"Y",NA,NA,"C"
"DLC053B","DLC053","DLC","Duke Loblolly",53,"PITA","C","LIVE",26,1,2,"B",NA,NA,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC054A","DLC054","DLC","Duke Loblolly",54,"PITA","C","LIVE",32.1,1,2,"A",NA,NA,1990,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC054B","DLC054","DLC","Duke Loblolly",54,"PITA","C","LIVE",32.1,1,2,"B",NA,NA,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC055A","DLC055","DLC","Duke Loblolly",55,"PITA","C","LIVE",27,1,2,"A",NA,NA,1991,1994,2014,"Y",1994,2014,"Y",NA,NA,"C"
"DLC055B","DLC055","DLC","Duke Loblolly",55,"PITA","C","LIVE",27,1,2,"B","N",1987,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC056A","DLC056","DLC","Duke Loblolly",56,"PITA","C","LIVE",29.7,1,2,"A",NA,NA,1990,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC056B","DLC056","DLC","Duke Loblolly",56,"PITA","C","LIVE",29.7,1,2,"B","N",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC057A","DLC057","DLC","Duke Loblolly",57,"PITA","C","LIVE",28.6,1,2,"A","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC057B","DLC057","DLC","Duke Loblolly",57,"PITA","C","LIVE",28.6,1,2,"B","Y",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC058A","DLC058","DLC","Duke Loblolly",58,"FRAM","I","LIVE",10.4,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC058B","DLC058","DLC","Duke Loblolly",58,"FRAM","I","LIVE",10.4,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC059A","DLC059","DLC","Duke Loblolly",59,"PITA","C","LIVE",21,1,2,"A",NA,NA,1990,1991,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC059B","DLC059","DLC","Duke Loblolly",59,"PITA","C","LIVE",21,1,2,"B",NA,NA,1990,1991,2014,"Y",1991,2014,"Y",NA,NA,"C"
"DLC060A","DLC060","DLC","Duke Loblolly",60,"PITA","C","LIVE",23.4,1,2,"A",NA,NA,1990,1991,2014,"Y",1991,2014,"Y",NA,NA,"C"
"DLC060B","DLC060","DLC","Duke Loblolly",60,"PITA","C","LIVE",23.4,1,2,"B",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC061A","DLC061","DLC","Duke Loblolly",61,"PITA","C","LIVE",29.5,1,2,"A","N",1986,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC061B","DLC061","DLC","Duke Loblolly",61,"PITA","C","LIVE",29.5,1,2,"B",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC062A","DLC062","DLC","Duke Loblolly",62,"LIST","S","LIVE",12,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC062B","DLC062","DLC","Duke Loblolly",62,"LIST","S","LIVE",12,1,2,"B","N",1986,1987,1988,2014,"Y",1988,2014,"N",NA,NA,"C"
"DLC063A","DLC063","DLC","Duke Loblolly",63,"PITA","C","LIVE",31.2,1,2,"A","Y",1987,1987,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC063B","DLC063","DLC","Duke Loblolly",63,"PITA","C","LIVE",31.2,1,2,"B",NA,NA,1995,1995,2014,"Y",1995,2014,"Y",NA,NA,"C"
"DLC064A","DLC064","DLC","Duke Loblolly",64,"PITA","C","LIVE",16.5,1,2,"A","N",1990,1990,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC064B","DLC064","DLC","Duke Loblolly",64,"PITA","C","LIVE",16.5,1,2,"B",NA,NA,1991,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC065A","DLC065","DLC","Duke Loblolly",65,"PITA","C","LIVE",20.4,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
"DLC065B","DLC065","DLC","Duke Loblolly",65,"PITA","C","LIVE",20.4,1,2,"B",NA,NA,1991,1993,2014,"Y",1993,2014,"Y",NA,NA,"C"
"DLC066A","DLC066","DLC","Duke Loblolly",66,"PITA","C","LIVE",28.5,1,2,"A",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC066B","DLC066","DLC","Duke Loblolly",66,"PITA","C","LIVE",28.5,1,2,"B",NA,NA,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"C"
"DLC067A","DLC067","DLC","Duke Loblolly",67,"PITA","C","LIVE",15.5,1,2,"A","N",1987,1987,1988,2014,"Y",1988,2014,"Y",NA,NA,"C"
"DLC067B","DLC067","DLC","Duke Loblolly",67,"PITA","C","LIVE",15.5,1,2,"B",NA,NA,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"DLC068A","DLC068","DLC","Duke Loblolly",68,"PITA","C","LIVE",20.5,1,2,"A","Y",1987,1987,1988,2012,"Y",1988,2012,"Y","BREAK",NA,"C"
"DLC068B","DLC068","DLC","Duke Loblolly",68,"PITA","C","LIVE",20.5,1,2,"B",NA,NA,1988,1989,2007,"Y",1989,2007,"Y","BREAK",NA,"C"
"DLC069A","DLC069","DLC","Duke Loblolly",69,"PITA","C","LIVE",23,1,2,"A",NA,NA,1990,1992,2014,"Y",1992,2014,"Y",NA,NA,"C"
"DLC069B","DLC069","DLC","Duke Loblolly",69,"PITA","C","LIVE",23,1,2,"B","Y",1988,1988,1989,2014,"Y",1989,2014,"Y",NA,NA,"C"
"FPA001A","FPA001","FPA","Florida Plantation",1,"PIEL","C","LIVE",13.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA001B","FPA001","FPA","Florida Plantation",1,"PIEL","C","LIVE",13.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA002A","FPA002","FPA","Florida Plantation",2,"PIEL","C","LIVE",15.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA002B","FPA002","FPA","Florida Plantation",2,"PIEL","C","LIVE",15.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA003A","FPA003","FPA","Florida Plantation",3,"PIEL","C","LIVE",12.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA003B","FPA003","FPA","Florida Plantation",3,"PIEL","C","LIVE",12.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA004A","FPA004","FPA","Florida Plantation",4,"PIEL","C","LIVE",19.9,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA004B","FPA004","FPA","Florida Plantation",4,"PIEL","C","LIVE",19.9,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA005A","FPA005","FPA","Florida Plantation",5,"PIEL","C","LIVE",22.3,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA005B","FPA005","FPA","Florida Plantation",5,"PIEL","C","LIVE",22.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA006A","FPA006","FPA","Florida Plantation",6,"PIEL","C","LIVE",19.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA006B","FPA006","FPA","Florida Plantation",6,"PIEL","C","LIVE",19.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA007A","FPA007","FPA","Florida Plantation",7,"PIEL","C","LIVE",14.4,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA007B","FPA007","FPA","Florida Plantation",7,"PIEL","C","LIVE",14.4,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA008A","FPA008","FPA","Florida Plantation",8,"PIEL","C","LIVE",23.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA008B","FPA008","FPA","Florida Plantation",8,"PIEL","C","LIVE",23.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA009A","FPA009","FPA","Florida Plantation",9,"PIEL","C","LIVE",13.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA009B","FPA009","FPA","Florida Plantation",9,"PIEL","C","LIVE",13.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA010A","FPA010","FPA","Florida Plantation",10,"PIEL","C","LIVE",24,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA010B","FPA010","FPA","Florida Plantation",10,"PIEL","C","LIVE",24,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA011A","FPA011","FPA","Florida Plantation",11,"PIEL","C","LIVE",13.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA011B","FPA011","FPA","Florida Plantation",11,"PIEL","C","LIVE",13.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA012A","FPA012","FPA","Florida Plantation",12,"PIEL","C","LIVE",17.3,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA012B","FPA012","FPA","Florida Plantation",12,"PIEL","C","LIVE",17.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA013A","FPA013","FPA","Florida Plantation",13,"PIEL","C","LIVE",18.3,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA013B","FPA013","FPA","Florida Plantation",13,"PIEL","C","LIVE",18.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA014A","FPA014","FPA","Florida Plantation",14,"PIEL","C","LIVE",24.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA014B","FPA014","FPA","Florida Plantation",14,"PIEL","C","LIVE",24.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA015A","FPA015","FPA","Florida Plantation",15,"PIEL","C","LIVE",19,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA015B","FPA015","FPA","Florida Plantation",15,"PIEL","C","LIVE",19,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA016A","FPA016","FPA","Florida Plantation",16,"PIEL","C","LIVE",15.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA016B","FPA016","FPA","Florida Plantation",16,"PIEL","C","LIVE",15.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA017A","FPA017","FPA","Florida Plantation",17,"PIEL","C","LIVE",17.2,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA017B","FPA017","FPA","Florida Plantation",17,"PIEL","C","LIVE",17.2,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA018A","FPA018","FPA","Florida Plantation",18,"PIEL","C","LIVE",19.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA018B","FPA018","FPA","Florida Plantation",18,"PIEL","C","LIVE",19.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
"FPA020A","FPA020","FPA","Florida Plantation",20,"PIEL","C","LIVE",11.2,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
