"CoreID","TreeID","plot.id","Site","tree.number","species","canopy.class","live.dead","dbh","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot","DBH..cm.","pith.offset","outer.present"
"MAB009B","MAB009","MAB","Michigan AmerifluxTower",9,"PIST","S","LIVE",15.5,1,2,"B","N",1967,1975,1976,2014,"Y",1976,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB010A","MAB010","MAB","Michigan AmerifluxTower",10,"PIST","C","LIVE",36.3,1,2,"A","N",1958,1964,1965,2014,"Y",1965,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB010B","MAB010","MAB","Michigan AmerifluxTower",10,"PIST","C","LIVE",36.3,1,2,"B","N",1965,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB011A","MAB011","MAB","Michigan AmerifluxTower",11,"PIST","I","LIVE",21.6,1,2,"A","N",1969,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB011B","MAB011","MAB","Michigan AmerifluxTower",11,"PIST","I","LIVE",21.6,1,2,"B","Y",1968,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB012A","MAB012","MAB","Michigan AmerifluxTower",12,"PIST","I","LIVE",22.9,1,2,"A","N",1967,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB012B","MAB012","MAB","Michigan AmerifluxTower",12,"PIST","I","LIVE",22.9,1,2,"B","N",1966,1976,1977,2013,"Y",1977,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB013A","MAB013","MAB","Michigan AmerifluxTower",13,"POGR","C","LIVE",17.9,1,2,"A",NA,NA,1961,1962,2013,"Y",1962,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB013B","MAB013","MAB","Michigan AmerifluxTower",13,"POGR","C","LIVE",17.9,1,2,"B","N",1949,1953,1954,2014,"Y",1954,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB014A","MAB014","MAB","Michigan AmerifluxTower",14,"POGR","I","LIVE",12.8,1,2,"A","N",1949,1952,1953,2013,"Y",1953,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB014B","MAB014","MAB","Michigan AmerifluxTower",14,"POGR","I","LIVE",12.8,1,2,"B",NA,NA,1967,1968,2013,"Y",1968,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB015A","MAB015","MAB","Michigan AmerifluxTower",15,"POGR","S","LIVE",14.3,1,2,"A","N",1940,1943,1944,2103,"Y",1944,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB015B","MAB015","MAB","Michigan AmerifluxTower",15,"POGR","S","LIVE",14.3,1,2,"B",NA,NA,1949,1950,2013,"Y",1950,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB016A","MAB016","MAB","Michigan AmerifluxTower",16,"PIST","S","LIVE",10.9,1,2,"A","N",1983,1983,1984,2014,"Y",1984,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB016B","MAB016","MAB","Michigan AmerifluxTower",16,"PIST","S","LIVE",10.9,1,2,"B","N",1986,1989,1990,2014,"Y",1990,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB017A","MAB017","MAB","Michigan AmerifluxTower",17,"PIST","I","LIVE",17.6,1,2,"A","N",1973,1977,1978,2014,"Y",1978,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB017B","MAB017","MAB","Michigan AmerifluxTower",17,"PIST","I","LIVE",17.6,1,2,"B",NA,NA,NA,1977,2014,"Y",1977,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB018A","MAB018","MAB","Michigan AmerifluxTower",18,"ACRU","C","LIVE",32.7,1,2,"A",NA,NA,1933,1934,2013,"Y",1934,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB018B","MAB018","MAB","Michigan AmerifluxTower",18,"ACRU","C","LIVE",32.7,1,2,"B","N",1917,1922,1923,2013,"Y",1923,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB019A","MAB019","MAB","Michigan AmerifluxTower",19,"ACRU","C","LIVE",35.8,1,2,"A",NA,NA,1925,1926,2013,"Y",1926,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB019B","MAB019","MAB","Michigan AmerifluxTower",19,"ACRU","C","LIVE",35.8,1,2,"B",NA,NA,1926,1927,2013,"Y",1927,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB020A","MAB020","MAB","Michigan AmerifluxTower",20,"ACRU","S","LIVE",13.2,1,2,"A","N",1928,1928,1929,2013,"Y",1929,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB020B","MAB020","MAB","Michigan AmerifluxTower",20,"ACRU","S","LIVE",13.2,1,2,"B","N",1925,1925,1926,2013,"Y",1926,2013,"Y","VISUALLY GOOD",NA,"B",NA,NA,NA
"MAB021A","MAB021","MAB","Michigan AmerifluxTower",21,"ACRU","C","LIVE",34.1,1,2,"A","N",1915,1927,1928,2013,"Y",1928,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB021B","MAB021","MAB","Michigan AmerifluxTower",21,"ACRU","C","LIVE",34.1,1,2,"B",NA,NA,1928,1929,2013,"Y",1929,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB022A","MAB022","MAB","Michigan AmerifluxTower",22,"POGR","C","LIVE",23.2,1,2,"A",NA,NA,1952,1953,2013,"Y",1953,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB022B","MAB022","MAB","Michigan AmerifluxTower",22,"POGR","C","LIVE",23.2,1,2,"B",NA,NA,1951,1952,2013,"Y",1952,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB023A","MAB023","MAB","Michigan AmerifluxTower",23,"FAGR","S","LIVE",21.2,1,2,"A","Y",1922,1922,1923,2013,"Y",1923,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB023B","MAB023","MAB","Michigan AmerifluxTower",23,"FAGR","S","LIVE",21.2,1,2,"B","Y",1922,1922,1923,2013,"Y",1923,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB024A","MAB024","MAB","Michigan AmerifluxTower",24,"PIST","S","LIVE",13.7,1,2,"A","N",1973,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB024B","MAB024","MAB","Michigan AmerifluxTower",24,"PIST","S","LIVE",13.7,1,2,"B","Y",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB025A","MAB025","MAB","Michigan AmerifluxTower",25,"POGR","C","LIVE",36.2,1,2,"A","N",1921,1921,1922,2013,"Y",1922,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB025B","MAB025","MAB","Michigan AmerifluxTower",25,"POGR","C","LIVE",36.2,1,2,"B","N",1920,1927,1928,2013,"Y",1928,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB026A","MAB026","MAB","Michigan AmerifluxTower",26,"POGR","SNAG","DEAD",28.2,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB026B","MAB026","MAB","Michigan AmerifluxTower",26,"POGR","SNAG","DEAD",28.2,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB027A","MAB027","MAB","Michigan AmerifluxTower",27,"PIST","S","LIVE",11.7,1,2,"A","N",1975,1978,1979,2014,"Y",1979,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB027B","MAB027","MAB","Michigan AmerifluxTower",27,"PIST","S","LIVE",11.7,1,2,"B","N",1974,1979,1980,2014,"Y",1980,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB028A","MAB028","MAB","Michigan AmerifluxTower",28,"PIST","S","LIVE",13.7,1,2,"A","Y",1965,1965,1966,2013,"Y",1966,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB028B","MAB028","MAB","Michigan AmerifluxTower",28,"PIST","S","LIVE",13.7,1,2,"B","Y",1965,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB029A","MAB029","MAB","Michigan AmerifluxTower",29,"PIST","S","LIVE",11.7,1,2,"A","N",1966,1972,1973,2012,"Y",1973,2012,"Y",NA,NA,"B",NA,NA,NA
"MAB029B","MAB029","MAB","Michigan AmerifluxTower",29,"PIST","S","LIVE",11.7,1,2,"B","N",1968,1968,1970,2011,"Y",1970,2011,"Y",NA,NA,"B",NA,NA,NA
"MAB030A","MAB030","MAB","Michigan AmerifluxTower",30,"PIST","S","LIVE",12.1,1,2,"A","Y",1965,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB030B","MAB030","MAB","Michigan AmerifluxTower",30,"PIST","S","LIVE",12.1,1,2,"B","N",1965,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB031A","MAB031","MAB","Michigan AmerifluxTower",31,"BEPA","SNAG","DEAD",32.4,1,2,"A","N",1931,1940,1940,2008,"Y",1940,2008,"Y",NA,NA,"B",NA,NA,NA
"MAB031B","MAB031","MAB","Michigan AmerifluxTower",31,"BEPA","SNAG","DEAD",32.4,1,2,"B",NA,NA,1933,1934,2008,"Y",1934,2008,"Y",NA,NA,"B",NA,NA,NA
"MAB032A","MAB032","MAB","Michigan AmerifluxTower",32,"BEPA","SNAG","DEAD",31.4,1,2,"A",NA,NA,1944,1945,1993,"Y",1945,1993,"Y","DEAD",NA,"B",NA,NA,NA
"MAB032B","MAB032","MAB","Michigan AmerifluxTower",32,"BEPA","SNAG","DEAD",31.4,1,2,"B",NA,NA,1940,1941,2010,"Y",1941,2010,"Y",NA,NA,"B",NA,NA,NA
"MAB033A","MAB033","MAB","Michigan AmerifluxTower",33,"BEPA","SNAG","DEAD",20.8,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB033B","MAB033","MAB","Michigan AmerifluxTower",33,"BEPA","SNAG","DEAD",20.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB034A","MAB034","MAB","Michigan AmerifluxTower",34,"PIST","I","LIVE",18.8,1,2,"A","Y",1961,1961,1962,2014,"Y",1962,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB034B","MAB034","MAB","Michigan AmerifluxTower",34,"PIST","I","LIVE",18.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB035A","MAB035","MAB","Michigan AmerifluxTower",35,"BEPA","D","LIVE",20.1,1,2,"A","N",1941,1951,1952,2013,"Y",1952,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB035B","MAB035","MAB","Michigan AmerifluxTower",35,"BEPA","D","LIVE",20.1,1,2,"B","N",1940,1945,1946,2013,"Y",1946,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB036A","MAB036","MAB","Michigan AmerifluxTower",36,"BEPA","SNAG","DEAD",20,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB036B","MAB036","MAB","Michigan AmerifluxTower",36,"BEPA","SNAG","DEAD",20,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB037A","MAB037","MAB","Michigan AmerifluxTower",37,"PIST","I","LIVE",13,1,2,"A",NA,NA,NA,1970,2014,"Y",1970,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB037B","MAB037","MAB","Michigan AmerifluxTower",37,"PIST","I","LIVE",13,1,2,"B",NA,NA,NA,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB038A","MAB038","MAB","Michigan AmerifluxTower",38,"PIST","C","LIVE",20.4,1,2,"A","N",1965,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB038B","MAB038","MAB","Michigan AmerifluxTower",38,"PIST","C","LIVE",20.4,1,2,"B","N",1965,1966,1967,2013,"Y",1967,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB039A","MAB039","MAB","Michigan AmerifluxTower",39,"PIST","C","LIVE",20.9,1,2,"A","N",1963,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB039B","MAB039","MAB","Michigan AmerifluxTower",39,"PIST","C","LIVE",20.9,1,2,"B","N",1964,1966,1967,2014,"Y",1967,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB040A","MAB040","MAB","Michigan AmerifluxTower",40,"ACRU","SNAG","DEAD",19.6,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB040B","MAB040","MAB","Michigan AmerifluxTower",40,"ACRU","SNAG","DEAD",19.6,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB041A","MAB041","MAB","Michigan AmerifluxTower",41,"PIST","C","LIVE",27.7,1,2,"A","Y",1962,1962,1963,2014,"Y",1963,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB041B","MAB041","MAB","Michigan AmerifluxTower",41,"PIST","C","LIVE",27.7,1,2,"B","N",1961,1961,1962,2014,NA,NA,NA,"Y",NA,NA,"B",NA,NA,NA
"MAB042A","MAB042","MAB","Michigan AmerifluxTower",42,"PIST","C","LIVE",20,1,2,"A","N",1974,1978,1979,2014,"Y",1979,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB042B","MAB042","MAB","Michigan AmerifluxTower",42,"PIST","C","LIVE",20,1,2,"B","Y",1968,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB043A","MAB043","MAB","Michigan AmerifluxTower",43,"FAGR","C","LIVE",37.5,1,2,"A",NA,NA,1944,1955,2013,"Y",1955,2013,"Y","ROTTEN",NA,"B",NA,NA,NA
"MAB043B","MAB043","MAB","Michigan AmerifluxTower",43,"FAGR","C","LIVE",37.5,1,2,"B",NA,NA,1960,1961,2013,"Y",1961,2013,"Y","ROTTEN",NA,"B",NA,NA,NA
"MAB044A","MAB044","MAB","Michigan AmerifluxTower",44,"PIST","S","LIVE",12.3,1,2,"A","N",1973,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB044B","MAB044","MAB","Michigan AmerifluxTower",44,"PIST","S","LIVE",12.3,1,2,"B","N",1972,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB045A","MAB045","MAB","Michigan AmerifluxTower",45,"PIST","SNAG","DEAD",11.5,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB045B","MAB045","MAB","Michigan AmerifluxTower",45,"PIST","SNAG","DEAD",11.5,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB046A","MAB046","MAB","Michigan AmerifluxTower",46,"FAGR","C","LIVE",18.7,1,2,"A","N",1966,1967,1968,2013,"Y",1968,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB046B","MAB046","MAB","Michigan AmerifluxTower",46,"FAGR","C","LIVE",18.7,1,2,"B",NA,NA,1951,1952,2013,"Y",1952,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB047A","MAB047","MAB","Michigan AmerifluxTower",47,"BEPA","SNAG","DEAD",17.4,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB047B","MAB047","MAB","Michigan AmerifluxTower",47,"BEPA","SNAG","DEAD",17.4,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB048A","MAB048","MAB","Michigan AmerifluxTower",48,"BEPA","SNAG","DEAD",19.6,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB048B","MAB048","MAB","Michigan AmerifluxTower",48,"BEPA","SNAG","DEAD",19.6,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB049A","MAB049","MAB","Michigan AmerifluxTower",49,"PIST","C","LIVE",13.3,1,2,"A","N",1972,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB049B","MAB049","MAB","Michigan AmerifluxTower",49,"PIST","C","LIVE",13.3,1,2,"B","N",1973,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB050A","MAB050","MAB","Michigan AmerifluxTower",50,"POGR","SNAG","DEAD",16,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB050B","MAB050","MAB","Michigan AmerifluxTower",50,"POGR","SNAG","DEAD",16,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB051A","MAB051","MAB","Michigan AmerifluxTower",51,"PIST","C","LIVE",10.7,1,2,"A","N",1973,1977,1978,2013,"Y",1978,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB051B","MAB051","MAB","Michigan AmerifluxTower",51,"PIST","C","LIVE",10.7,1,2,"B","Y",1973,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB052A","MAB052","MAB","Michigan AmerifluxTower",52,"PIST","C","LIVE",14.6,1,2,"A","N",1972,1975,1976,2013,"Y",1976,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB052B","MAB052","MAB","Michigan AmerifluxTower",52,"PIST","C","LIVE",14.6,1,2,"B",NA,NA,1981,1982,2014,"Y",1982,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB053A","MAB053","MAB","Michigan AmerifluxTower",53,"BEPA","C","LIVE",21.8,1,2,"A",NA,NA,1939,1940,2012,"Y",1940,2012,"Y",NA,"Y","B",NA,NA,NA
"MAB053B","MAB053","MAB","Michigan AmerifluxTower",53,"BEPA","C","LIVE",21.8,1,2,"B","N",1918,1923,1924,2013,"Y",1924,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB054A","MAB054","MAB","Michigan AmerifluxTower",54,"PIST","C","LIVE",28.5,1,2,"A","N",1957,1958,1959,2014,"Y",1959,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB054B","MAB054","MAB","Michigan AmerifluxTower",54,"PIST","C","LIVE",28.5,1,2,"B","N",1957,1961,1962,2014,"Y",1962,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB055A","MAB055","MAB","Michigan AmerifluxTower",55,"ACRU","C","LIVE",34,1,2,"A","Y",1917,1917,1919,2013,"Y",1919,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB055B","MAB055","MAB","Michigan AmerifluxTower",55,"ACRU","C","LIVE",34,1,2,"B","N",1917,1920,1921,2013,"Y",1921,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB056A","MAB056","MAB","Michigan AmerifluxTower",56,"ACRU","C","LIVE",25.2,1,2,"A",NA,NA,1936,1937,2013,"Y",1937,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB056B","MAB056","MAB","Michigan AmerifluxTower",56,"ACRU","C","LIVE",25.2,1,2,"B",NA,NA,1942,1942,2013,"Y",1942,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB057A","MAB057","MAB","Michigan AmerifluxTower",57,"PIST","C","LIVE",21.3,1,2,"A","N",1963,1966,1967,2014,"Y",1967,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB057B","MAB057","MAB","Michigan AmerifluxTower",57,"PIST","C","LIVE",21.3,1,2,"B","N",1960,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB058A","MAB058","MAB","Michigan AmerifluxTower",58,"PIST","C","LIVE",18.3,1,2,"A","Y",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB058B","MAB058","MAB","Michigan AmerifluxTower",58,"PIST","C","LIVE",18.3,1,2,"B","N",1970,1975,1976,2014,"Y",1976,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB059A","MAB059","MAB","Michigan AmerifluxTower",59,"PIST","C","LIVE",12.2,1,2,"A","N",1968,1973,1974,2013,"Y",1974,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB059B","MAB059","MAB","Michigan AmerifluxTower",59,"PIST","C","LIVE",12.2,1,2,"B","N",1968,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB060A","MAB060","MAB","Michigan AmerifluxTower",60,"BEPA","SNAG","DEAD",22.9,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB060B","MAB060","MAB","Michigan AmerifluxTower",60,"BEPA","SNAG","DEAD",22.9,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"MAB061A","MAB061","MAB","Michigan AmerifluxTower",61,"PIST","S","LIVE",11.7,1,2,"A","N",1979,1981,1982,2014,"Y",1982,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB061B","MAB061","MAB","Michigan AmerifluxTower",61,"PIST","S","LIVE",11.7,1,2,"B","Y",1978,1978,1979,2014,"Y",1979,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB062A","MAB062","MAB","Michigan AmerifluxTower",62,"QURU","C","LIVE",32.8,1,2,"A","N",1923,1924,1925,2014,"Y",1925,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB062B","MAB062","MAB","Michigan AmerifluxTower",62,"QURU","C","LIVE",32.8,1,2,"B","Y",1922,1922,1923,2014,"Y",1923,2014,"Y",NA,NA,"B",NA,NA,NA
"MAB063A","MAB063","MAB","Michigan AmerifluxTower",63,"BEPA","I","LIVE",29.2,1,2,"A","N",1915,1919,1920,2011,"Y",1920,2011,"Y",NA,NA,"B",NA,NA,NA
"MAB063B","MAB063","MAB","Michigan AmerifluxTower",63,"BEPA","I","LIVE",29.2,1,2,"B","N",1917,1918,1919,2013,"Y",1919,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB064A","MAB064","MAB","Michigan AmerifluxTower",64,"BEPA","SNAG","DEAD",28,1,2,"A","N",1918,1921,1922,1987,"N",1922,1987,"Y","ROTTEN",NA,"B",NA,NA,NA
"MAB064B","MAB064","MAB","Michigan AmerifluxTower",64,"BEPA","SNAG","DEAD",28,1,2,"B","N",1917,1921,1923,1975,"N",1923,1975,"Y","ROTTEN",NA,"B",NA,NA,NA
"MAB065A","MAB065","MAB","Michigan AmerifluxTower",65,"POGR","C","LIVE",37.1,1,2,"A","N",1934,1938,1939,2013,"Y",1939,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB065B","MAB065","MAB","Michigan AmerifluxTower",65,"POGR","C","LIVE",37.1,1,2,"B",NA,NA,1939,1940,2013,"Y",1940,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB066A","MAB066","MAB","Michigan AmerifluxTower",66,"POGR","C","LIVE",46.9,1,2,"A","N",1914,1928,1929,2013,"Y",1929,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB066B","MAB066","MAB","Michigan AmerifluxTower",66,"POGR","C","LIVE",46.9,1,2,"B","N",1922,1923,1924,2013,"Y",1924,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB067A","MAB067","MAB","Michigan AmerifluxTower",67,"BEPA","C","LIVE",29.9,1,2,"A","N",1918,1921,1922,2013,"Y",1922,2013,"Y",NA,NA,"B",NA,NA,NA
"MAB067B","MAB067","MAB","Michigan AmerifluxTower",67,"BEPA","C","LIVE",29.9,1,2,"B","Y",1919,1919,1920,2013,"Y",1920,2013,"Y",NA,NA,"B",NA,NA,NA
"MAC001A","MAC001","MAC","Michigan AmerifluxTower",1,"ACRU","I","LIVE",16.9,1,2,"A","N",1920,1922,1923,2013,"Y",1923,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC001B","MAC001","MAC","Michigan AmerifluxTower",1,"ACRU","I","LIVE",16.9,1,2,"B","Y",1920,1920,1921,2013,"Y",1921,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC002A","MAC002","MAC","Michigan AmerifluxTower",2,"ACRU","SNAG","DEAD",10.3,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA
"MAC002B","MAC002","MAC","Michigan AmerifluxTower",2,"ACRU","SNAG","DEAD",10.3,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA
"MAC003A","MAC003","MAC","Michigan AmerifluxTower",3,"ACRU","I","LIVE",14.9,1,2,"A","N",1920,1921,1922,2013,"Y",1922,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC003B","MAC003","MAC","Michigan AmerifluxTower",3,"ACRU","I","LIVE",14.9,1,2,"B","Y",1918,1918,1919,2013,"Y",1919,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC004A","MAC004","MAC","Michigan AmerifluxTower",4,"PIST","S","LIVE",11.8,1,2,"A","N",1960,1962,1963,2014,"Y",1963,2014,"Y",NA,NA,"C",NA,NA,NA
"MAC004B","MAC004","MAC","Michigan AmerifluxTower",4,"PIST","S","LIVE",11.8,1,2,"B","N",1958,1959,1960,2011,"Y",1960,2011,"Y",NA,NA,"C",NA,NA,NA
"MAC005A","MAC005","MAC","Michigan AmerifluxTower",5,"PIST","S","LIVE",11.8,1,2,"A","Y",1962,1962,1963,2013,"Y",1963,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC005B","MAC005","MAC","Michigan AmerifluxTower",5,"PIST","S","LIVE",11.8,1,2,"B","N",1962,1964,1965,2013,"Y",1965,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC006A","MAC006","MAC","Michigan AmerifluxTower",6,"PIST","S","LIVE",12.5,1,2,"A","N",1965,1969,1970,2013,"Y",1970,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC006B","MAC006","MAC","Michigan AmerifluxTower",6,"PIST","S","LIVE",12.5,1,2,"B","N",1964,1965,1966,2014,"Y",1966,2014,"Y",NA,NA,"C",NA,NA,NA
"MAC007A","MAC007","MAC","Michigan AmerifluxTower",7,"POGR","C","LIVE",32,1,2,"A",NA,NA,1946,1947,2013,"Y",1947,2014,"Y",NA,NA,"C",NA,NA,NA
"MAC007B","MAC007","MAC","Michigan AmerifluxTower",7,"POGR","C","LIVE",32,1,2,"B",NA,NA,1935,1936,2013,"Y",1936,2014,"Y",NA,NA,"C",NA,NA,NA
"MAC008A","MAC008","MAC","Michigan AmerifluxTower",8,"PIST","S","LIVE",21.7,1,2,"A","N",1951,1961,1962,2014,"Y",1962,2014,"Y",NA,NA,"C",NA,NA,NA
"MAC008B","MAC008","MAC","Michigan AmerifluxTower",8,"PIST","S","LIVE",21.7,1,2,"B","N",1957,1961,1962,2014,"Y",NA,NA,"N",NA,NA,"C",NA,NA,NA
"MAC009A","MAC009","MAC","Michigan AmerifluxTower",9,"BEPA","SNAG","DEAD",20.1,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA
"MAC009B","MAC009","MAC","Michigan AmerifluxTower",9,"BEPA","SNAG","DEAD",20.1,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA
"MAC010A","MAC010","MAC","Michigan AmerifluxTower",10,"POGR","C","LIVE",26.4,1,2,"A","N",1918,1919,1920,2013,"Y",1920,2013,"Y",NA,NA,"C",NA,NA,NA
"MAC010B","MAC010","MAC","Michigan AmerifluxTower",10,"POGR","C","LIVE",26.4,1,2,"B","N",1921,1926,1927,2013,"Y",1927,2013,"Y",NA,NA,"C",NA,NA,NA
