"CoreID","TreeID","plot.id","Site","tree.number","species","canopy.class","live.dead","dbh","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","plot","DBH..cm.","pith.offset","outer.present"
"OOB024B","OOB024","OOB","Oak Openings Toledo",24,"ACRU","S","LIVE",12.7,1,2,"B","N",1971,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB025A","OOB025","OOB","Oak Openings Toledo",25,"QUVE","D","LIVE",37.6,1,2,"A","N",1934,1941,1942,2014,"Y",1942,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB025B","OOB025","OOB","Oak Openings Toledo",25,"QUVE","D","LIVE",37.6,1,2,"B","N",1934,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB026A","OOB026","OOB","Oak Openings Toledo",26,"ACRU","S","LIVE",10.8,1,2,"A","N",1970,1973,1974,2014,"Y",1974,2009,"Y",NA,NA,"B",NA,NA,NA
"OOB026B","OOB026","OOB","Oak Openings Toledo",26,"ACRU","S","LIVE",10.8,1,2,"B","N",1970,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB027A","OOB027","OOB","Oak Openings Toledo",27,"QUVE","I","LIVE",24,1,2,"A","N",1936,1937,1938,2014,"Y",1938,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB027B","OOB027","OOB","Oak Openings Toledo",27,"QUVE","I","LIVE",24,1,2,"B","N",1936,1936,1937,2014,"Y",1937,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB028A","OOB028","OOB","Oak Openings Toledo",28,"QUAL","I","LIVE",18,1,2,"A","N",1935,1936,1937,2014,"Y",1937,2014,"N","UNDATED",NA,"B",NA,NA,NA
"OOB028B","OOB028","OOB","Oak Openings Toledo",28,"QUAL","I","LIVE",18,1,2,"B","N",1936,1937,1938,2014,"Y",1938,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB029A","OOB029","OOB","Oak Openings Toledo",29,"QUAL","C","LIVE",34.5,1,2,"A","Y",1932,1932,1933,2014,"Y",1933,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB029B","OOB029","OOB","Oak Openings Toledo",29,"QUAL","C","LIVE",34.5,1,2,"B","Y",1932,1932,1933,2014,"Y",1933,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB030A","OOB030","OOB","Oak Openings Toledo",30,"QUVE","C","LIVE",34.9,1,2,"A","Y",1934,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB030B","OOB030","OOB","Oak Openings Toledo",30,"QUVE","C","LIVE",34.9,1,2,"B","Y",1934,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB031A","OOB031","OOB","Oak Openings Toledo",31,"QUVE","D","LIVE",50.5,1,2,"A","N",1934,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB031B","OOB031","OOB","Oak Openings Toledo",31,"QUVE","D","LIVE",50.5,1,2,"B","N",1936,1942,1943,2014,"Y",1943,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB032A","OOB032","OOB","Oak Openings Toledo",32,"QUVE","SNAG","DEAD",25.9,0,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB032B","OOB032","OOB","Oak Openings Toledo",32,"QUVE","SNAG","DEAD",25.9,0,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB033A","OOB033","OOB","Oak Openings Toledo",33,"QUAL","SNAG","DEAD",12.5,0,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB033B","OOB033","OOB","Oak Openings Toledo",33,"QUAL","SNAG","DEAD",12.5,0,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB034A","OOB034","OOB","Oak Openings Toledo",34,"QUAL","S","LIVE",13.8,1,2,"A","Y",1935,1935,1936,2014,"Y",1936,2014,"N","UNDATED",NA,"B",NA,NA,NA
"OOB034B","OOB034","OOB","Oak Openings Toledo",34,"QUAL","S","LIVE",13.8,1,2,"B","Y",1935,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB035A","OOB035","OOB","Oak Openings Toledo",35,"QUVE","D","LIVE",36.9,1,2,"A","N",1938,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB035B","OOB035","OOB","Oak Openings Toledo",35,"QUVE","D","LIVE",36.9,1,2,"B","N",1937,1943,1944,2014,"Y",1944,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB036A","OOB036","OOB","Oak Openings Toledo",36,"QUVE","SNAG","DEAD",26.9,1,2,"A","Y",1936,1936,1937,2014,"Y",1937,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB036B","OOB036","OOB","Oak Openings Toledo",36,"QUVE","SNAG","DEAD",26.9,1,2,"B","N",1934,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB037A","OOB037","OOB","Oak Openings Toledo",37,"QUVE","D","LIVE",30.3,1,2,"A","N",1937,1947,1948,2014,"Y",1948,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB037B","OOB037","OOB","Oak Openings Toledo",37,"QUVE","D","LIVE",30.3,1,2,"B","N",1935,1936,1937,2014,"Y",1937,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB038A","OOB038","OOB","Oak Openings Toledo",38,"QUVE","D","LIVE",38,1,2,"A","N",1933,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB038B","OOB038","OOB","Oak Openings Toledo",38,"QUVE","D","LIVE",38,1,2,"B","N",1933,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB039A","OOB039","OOB","Oak Openings Toledo",39,"QUVE","C","LIVE",43.8,1,2,"A","N",1933,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB039B","OOB039","OOB","Oak Openings Toledo",39,"QUVE","C","LIVE",43.8,1,2,"B",NA,NA,1948,1949,2014,"Y",1949,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB040A","OOB040","OOB","Oak Openings Toledo",40,"QUVE","C","LIVE",46.5,1,2,"A","N",1933,1940,1941,2014,"Y",1941,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB040B","OOB040","OOB","Oak Openings Toledo",40,"QUVE","C","LIVE",46.5,1,2,"B",NA,NA,1945,1946,2014,"Y",1946,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB041A","OOB041","OOB","Oak Openings Toledo",41,"QURU","SNAG","DEAD",39.7,0,2,"A","N",1935,1936,1937,2012,"N",1936,2012,"Y",NA,NA,"B",NA,NA,NA
"OOB041B","OOB041","OOB","Oak Openings Toledo",41,"QURU","SNAG","DEAD",39.7,0,2,"B","N",1935,1938,1939,2013,"N",1938,2013,"Y",NA,NA,"B",NA,NA,NA
"OOB042A","OOB042","OOB","Oak Openings Toledo",42,"QUVE","C","LIVE",31.7,1,2,"A","N",1933,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB042B","OOB042","OOB","Oak Openings Toledo",42,"QUVE","C","LIVE",31.7,1,2,"B","N",1933,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB043A","OOB043","OOB","Oak Openings Toledo",43,"QUAL","C","LIVE",34.5,1,2,"A","N",1932,1941,1942,2014,"Y",1942,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB043B","OOB043","OOB","Oak Openings Toledo",43,"QUAL","C","LIVE",34.5,1,2,"B","N",1934,1937,1938,2014,"Y",1938,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB044A","OOB044","OOB","Oak Openings Toledo",44,"QUAL","I","LIVE",21.3,1,2,"A","N",1935,1936,1937,2014,"Y",1937,2014,"N","UNDATED",NA,"B",NA,NA,NA
"OOB044B","OOB044","OOB","Oak Openings Toledo",44,"QUAL","I","LIVE",21.3,1,2,"B","N",1935,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB045A","OOB045","OOB","Oak Openings Toledo",45,"QURU","C","LIVE",27.7,1,2,"A","N",1934,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB045B","OOB045","OOB","Oak Openings Toledo",45,"QURU","C","LIVE",27.7,1,2,"B","Y",1934,1934,1935,2014,"Y",1935,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB046A","OOB046","OOB","Oak Openings Toledo",46,"PRSE","C","LIVE",26,1,2,"A",NA,NA,1953,1954,2013,"Y",1953,2013,"N","UNDATED",NA,"B",NA,NA,NA
"OOB046B","OOB046","OOB","Oak Openings Toledo",46,"PRSE","C","LIVE",26,0,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB047A","OOB047","OOB","Oak Openings Toledo",47,"QUAL","I","LIVE",34,1,2,"A","N",1933,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB047B","OOB047","OOB","Oak Openings Toledo",47,"QUAL","I","LIVE",34,1,2,"B","Y",1935,1935,1936,2014,"Y",1936,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB048A","OOB048","OOB","Oak Openings Toledo",48,"QUAL","I","LIVE",35.2,1,2,"A","N",1935,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB048B","OOB048","OOB","Oak Openings Toledo",48,"QUAL","I","LIVE",35.2,1,2,"B","N",1935,1943,1944,2014,"Y",1944,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB049A","OOB049","OOB","Oak Openings Toledo",49,"QUVE","C","LIVE",39.6,1,2,"A","N",1940,1943,1944,2014,"Y",1946,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB049B","OOB049","OOB","Oak Openings Toledo",49,"QUVE","C","LIVE",39.6,1,2,"B","N",1938,1939,1940,2014,"Y",1940,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB050A","OOB050","OOB","Oak Openings Toledo",50,"QUVE","C","LIVE",28.6,1,2,"A","Y",1938,1938,1939,2014,"Y",1939,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB050B","OOB050","OOB","Oak Openings Toledo",50,"QUVE","C","LIVE",28.6,1,2,"B","N",1939,1943,1944,2014,"Y",1944,2014,"Y",NA,NA,"B",NA,NA,NA
"OOB051A","OOB051","OOB","Oak Openings Toledo",51,"QUAL","I","LIVE",20.7,1,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"OOB051B","OOB051","OOB","Oak Openings Toledo",51,"QUAL","I","LIVE",20.7,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"SRA001A","SRA001","SRA","Savannah River",1,"PIPA","C","LIVE",28.6,1,2,"A","N",1966,1971,1972,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA001B","SRA001","SRA","Savannah River",1,"PIPA","C","LIVE",28.6,1,2,"B","N",1967,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA002A","SRA002","SRA","Savannah River",2,"PIPA","C","LIVE",30.7,1,2,"A","N",1966,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA002B","SRA002","SRA","Savannah River",2,"PIPA","C","LIVE",30.7,1,2,"B","N",1964,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA003A","SRA003","SRA","Savannah River",3,"PIPA","C","LIVE",31.3,1,2,"A","N",1969,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA003B","SRA003","SRA","Savannah River",3,"PIPA","C","LIVE",31.3,1,2,"B","N",1967,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA004A","SRA004","SRA","Savannah River",4,"PIPA","C","LIVE",28.5,1,2,"A","N",1965,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA004B","SRA004","SRA","Savannah River",4,"PIPA","C","LIVE",28.5,1,2,"B","N",1967,1970,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA005A","SRA005","SRA","Savannah River",5,"PIPA","C","LIVE",35.1,1,2,"A","N",1967,1967,1969,2014,"Y",1969,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA005B","SRA005","SRA","Savannah River",5,"PIPA","C","LIVE",35.1,1,2,"B","N",1968,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA006A","SRA006","SRA","Savannah River",6,"PIPA","C","LIVE",29.4,1,2,"A","N",1969,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA006B","SRA006","SRA","Savannah River",6,"PIPA","C","LIVE",29.4,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA007A","SRA007","SRA","Savannah River",7,"PIPA","C","LIVE",28.6,1,2,"A","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA007B","SRA007","SRA","Savannah River",7,"PIPA","C","LIVE",28.6,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA008A","SRA008","SRA","Savannah River",8,"PIPA","C","LIVE",31.6,1,2,"A","Y",1968,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA008B","SRA008","SRA","Savannah River",8,"PIPA","C","LIVE",31.6,1,2,"B","N",1968,1968,1969,2014,"Y",1969,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA009A","SRA009","SRA","Savannah River",9,"PIPA","C","LIVE",25.2,1,2,"A","Y",1969,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA009B","SRA009","SRA","Savannah River",9,"PIPA","C","LIVE",25.2,1,2,"B","N",1967,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA010A","SRA010","SRA","Savannah River",10,"PIPA","C","LIVE",30,1,2,"A","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA010B","SRA010","SRA","Savannah River",10,"PIPA","C","LIVE",30,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA011A","SRA011","SRA","Savannah River",11,"PIPA","C","LIVE",29,1,2,"A","N",1963,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA011B","SRA011","SRA","Savannah River",11,"PIPA","C","LIVE",29,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA012A","SRA012","SRA","Savannah River",12,"PIPA","C","LIVE",28.7,1,2,"A","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA012B","SRA012","SRA","Savannah River",12,"PIPA","C","LIVE",28.7,1,2,"B","Y",1969,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA013A","SRA013","SRA","Savannah River",13,"PIPA","C","LIVE",26.9,1,2,"A","N",1969,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA013B","SRA013","SRA","Savannah River",13,"PIPA","C","LIVE",26.9,1,2,"B","N",NA,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA014A","SRA014","SRA","Savannah River",14,"PIPA","C","LIVE",28,1,2,"A","Y",1969,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA014B","SRA014","SRA","Savannah River",14,"PIPA","C","LIVE",28,1,2,"B","N",NA,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA015A","SRA015","SRA","Savannah River",15,"PIPA","C","LIVE",21.5,1,2,"A","N",NA,1976,1977,2014,"Y",1977,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA015B","SRA015","SRA","Savannah River",15,"PIPA","C","LIVE",21.5,1,2,"B","N",NA,1978,1979,2014,"Y",1979,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA016A","SRA016","SRA","Savannah River",16,"PIPA","C","LIVE",27.7,1,2,"A","N",NA,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA016B","SRA016","SRA","Savannah River",16,"PIPA","C","LIVE",27.7,1,2,"B","N",1968,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA017A","SRA017","SRA","Savannah River",17,"PIPA","C","LIVE",21.5,1,2,"A","Y",1968,1968,1969,2006,"Y",1969,2006,"Y","BROKEN OUTER",NA,"A",NA,NA,NA
"SRA017B","SRA017","SRA","Savannah River",17,"PIPA","C","LIVE",21.5,1,2,"B","N",1968,1968,1970,2005,"Y",1970,2005,"Y","BROKEN OUTER",NA,"A",NA,NA,NA
"SRA018A","SRA018","SRA","Savannah River",18,"PIPA","C","LIVE",31.8,1,2,"A","Y",1966,1966,1967,2014,"Y",1967,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA018B","SRA018","SRA","Savannah River",18,"PIPA","C","LIVE",31.8,1,2,"B","N",NA,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA019A","SRA019","SRA","Savannah River",19,"PIPA","C","LIVE",32.9,1,2,"A","Y",1977,1977,1978,2014,"Y",1978,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA019B","SRA019","SRA","Savannah River",19,"PIPA","C","LIVE",32.9,1,2,"B","N",1963,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA020A","SRA020","SRA","Savannah River",20,"PIPA","C","LIVE",25.9,1,2,"A","Y",1973,1973,1974,2014,"Y",NA,NA,"N",NA,NA,"A",NA,NA,NA
"SRA020B","SRA020","SRA","Savannah River",20,"PIPA","C","LIVE",25.9,1,2,"B","N",1964,1968,1969,2000,"Y",1969,2000,"Y",NA,NA,"A",NA,NA,NA
"SRA021A","SRA021","SRA","Savannah River",21,"PIPA","C","LIVE",26.9,1,2,"A","N",NA,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA021B","SRA021","SRA","Savannah River",21,"PIPA","C","LIVE",26.9,1,2,"B","Y",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA022A","SRA022","SRA","Savannah River",22,"PIPA","C","LIVE",29,1,2,"A","N",1965,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA022B","SRA022","SRA","Savannah River",22,"PIPA","C","LIVE",29,1,2,"B","N",NA,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA023A","SRA023","SRA","Savannah River",23,"PIPA","C","LIVE",40.1,1,2,"A","N",1962,1967,1968,2014,"Y",1968,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA023B","SRA023","SRA","Savannah River",23,"PIPA","C","LIVE",40.1,1,2,"B","N",1963,1966,1967,2014,"Y",1967,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA024A","SRA024","SRA","Savannah River",24,"PIPA","C","LIVE",33.5,1,2,"A","N",1969,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA024B","SRA024","SRA","Savannah River",24,"PIPA","C","LIVE",33.5,1,2,"B","N",1967,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA025A","SRA025","SRA","Savannah River",25,"PIPA","C","LIVE",35.8,1,2,"A","N",NA,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"A",NA,NA,NA
"SRA025B","SRA025","SRA","Savannah River",25,"PIPA","C","LIVE",35.8,1,2,"B","Y",1969,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"A",NA,NA,NA
"SRB001A","SRB001","SRB","Savannah River",1,"PIPA","C","LIVE",20.6,1,2,"A","N",1970,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB001B","SRB001","SRB","Savannah River",1,"PIPA","C","LIVE",20.6,1,2,"B","N",1970,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB002A","SRB002","SRB","Savannah River",2,"PIPA","C","LIVE",44.1,1,2,"A","N",1951,1953,1954,2014,"Y",1954,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB002B","SRB002","SRB","Savannah River",2,"PIPA","C","LIVE",44.1,1,2,"B","N",NA,1960,1961,2014,"Y",1961,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB003A","SRB003","SRB","Savannah River",3,"PIPA","SNAG","DEAD",15.3,1,2,"A","N",1972,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB003B","SRB003","SRB","Savannah River",3,"PIPA","SNAG","DEAD",15.3,1,2,"B","Y",1974,1974,1975,2013,"Y",1975,2013,"Y","LOST OUTER RING",NA,"B",NA,NA,NA
"SRB004A","SRB004","SRB","Savannah River",4,"PIPA","SNAG","DEAD",23.9,1,2,"A","N",1966,1969,1970,2011,"N",1970,2011,"Y","LOST OUTER RING",NA,"B",NA,NA,NA
"SRB004B","SRB004","SRB","Savannah River",4,"PIPA","SNAG","DEAD",23.9,1,2,"B","N",1968,1969,1970,2012,"N",1970,2012,"Y","LOST OUTER RING",NA,"B",NA,NA,NA
"SRB005A","SRB005","SRB","Savannah River",5,"PIPA","C","LIVE",28.5,1,2,"A","Y",1968,1968,1969,2013,"Y",1969,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB005B","SRB005","SRB","Savannah River",5,"PIPA","C","LIVE",28.5,1,2,"B","Y",1968,1968,1969,2013,"Y",1969,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB006A","SRB006","SRB","Savannah River",6,"PIPA","SNAG","DEAD",27.4,1,2,"A","N",1970,1972,1973,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB006B","SRB006","SRB","Savannah River",6,"PIPA","SNAG","DEAD",27.4,1,2,"B","Y",1970,1970,1971,2012,"N",1971,2012,"Y","BREAK",NA,"B",NA,NA,NA
"SRB007A","SRB007","SRB","Savannah River",7,"PIPA","D","LIVE",23.1,1,2,"A","N",1967,1973,1974,2013,"N",1974,2012,"Y","BREAK",NA,"B",NA,NA,NA
"SRB007B","SRB007","SRB","Savannah River",7,"PIPA","D","LIVE",23.1,1,2,"B","Y",1972,1972,1973,2012,"N",1973,2012,"Y","WEIRD OUTER",NA,"B",NA,NA,NA
"SRB008A","SRB008","SRB","Savannah River",8,"PIPA","C","LIVE",27.9,1,2,"A","Y",1969,1969,1970,2014,"Y",1970,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB008B","SRB008","SRB","Savannah River",8,"PIPA","C","LIVE",27.9,1,2,"B","N",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB009A","SRB009","SRB","Savannah River",9,"PIPA","C","LIVE",31.1,1,2,"A","N",1966,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB009B","SRB009","SRB","Savannah River",9,"PIPA","C","LIVE",31.1,1,2,"B","Y",1971,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB010A","SRB010","SRB","Savannah River",10,"PIPA","C","LIVE",26.5,1,2,"A","Y",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB010B","SRB010","SRB","Savannah River",10,"PIPA","C","LIVE",26.5,1,2,"B","N",1970,1971,1972,2014,"Y",1972,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB011A","SRB011","SRB","Savannah River",11,"PIPA","SNAG","DEAD",24.8,1,2,"A","Y",1970,1970,1971,2013,"Y",1971,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB011B","SRB011","SRB","Savannah River",11,"PIPA","SNAG","DEAD",24.8,1,2,"B","N",1969,1976,1977,2013,"Y",1977,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB012A","SRB012","SRB","Savannah River",12,"PIPA","SNAG","DEAD",11.8,1,2,"A","N",1982,1984,1985,2010,"Y",1985,2010,"Y","BREAK",NA,"B",NA,NA,NA
"SRB012B","SRB012","SRB","Savannah River",12,"PIPA","SNAG","DEAD",11.8,1,2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA
"SRB013A","SRB013","SRB","Savannah River",13,"PIPA","SNAG","DEAD",10.8,1,2,"A","Y",1974,1974,1975,2011,"Y",1975,2011,"Y","BREAK",NA,"B",NA,NA,NA
"SRB013B","SRB013","SRB","Savannah River",13,"PIPA","SNAG","DEAD",10.8,1,2,"B","N",1971,1975,1976,2012,"Y",1976,2012,"Y","BREAK",NA,"B",NA,NA,NA
"SRB014A","SRB014","SRB","Savannah River",14,"PIPA","C","LIVE",23.7,1,2,"A","N",1969,1974,1975,2014,"Y",1975,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB014B","SRB014","SRB","Savannah River",14,"PIPA","C","LIVE",23.7,1,2,"B","Y",1972,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB015A","SRB015","SRB","Savannah River",15,"PIPA","SNAG","DEAD",19.5,1,2,"A","N",1971,1974,1975,2013,"Y",1975,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB015B","SRB015","SRB","Savannah River",15,"PIPA","SNAG","DEAD",19.5,1,2,"B","N",1972,1974,1975,2013,"Y",1975,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB017A","SRB017","SRB","Savannah River",17,"PIPA","C","LIVE",25.6,1,2,"A","N",1969,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB017B","SRB017","SRB","Savannah River",17,"PIPA","C","LIVE",25.6,1,2,"B","Y",1972,1972,1975,2014,"Y",1975,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB018A","SRB018","SRB","Savannah River",18,"PIPA","C","LIVE",28.5,1,2,"A","N",1972,1972,1973,2014,"Y",1973,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB018B","SRB018","SRB","Savannah River",18,"PIPA","C","LIVE",28.5,1,2,"B","N",1973,1973,1974,2014,"Y",1974,2014,"Y",NA,NA,"B",NA,NA,NA
"SRB019A","SRB019","SRB","Savannah River",19,"PIPA","SNAG","DEAD",15.5,1,2,"A","N",1972,1977,1978,2013,"Y",1978,2013,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB019B","SRB019","SRB","Savannah River",19,"PIPA","SNAG","DEAD",15.5,1,2,"B","Y",1974,1974,1975,2014,"Y",1975,2014,"Y","NO 14 RING",NA,"B",NA,NA,NA
"SRB020A","SRB020","SRB","Savannah River",20,"PIPA","C","LIVE",20.6,1,2,"A","Y",1970,1970,1971,2014,"Y",1971,2014,"Y",NA,NA,"B",NA,NA,NA
