"plot","plain.density","fancy.density","fancy.var","fancy.lower","fancy.upper"
"NWB",0.30247269282116,0.277353797612165,0.000541726260914717,0.235092886531823,0.326249477020281
"NWC",0.39662727188349,0.380215401209409,0.00101805458673825,0.322281277356683,0.447244915582815
