"TreeID","PlotID","Site","Species","Canopy.Class","Live.Dead","DBH..cm.","Stems","Total.Cores","Tree","Basal.Area..cm2.","basal.area..m2.ha.","Density..stems.ha.","notes","Distance","Azimuth","plot"
"NWC642","NWC","Niwot","ABLA","C","LIVE",9.2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC643","NWC","Niwot","PIEN","C","LIVE",12.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC644","NWC","Niwot","PIEN","C","LIVE",10.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC651","NWC","Niwot","ABLA","C","LIVE",8.2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC652","NWC","Niwot","ABLA","C","LIVE",19.2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC653","NWC","Niwot","PIEN","C","LIVE",10.8,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC654","NWC","Niwot","ABLA","C","LIVE",10.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC661","NWC","Niwot","ABLA","C","LIVE",12.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC662","NWC","Niwot","ABLA","C","LIVE",8.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC663","NWC","Niwot","ABLA","C","LIVE",12.6,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"NWC664","NWC","Niwot","ABLA","C","LIVE",14.8,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"ACA001","ACA","Austin Cary FL","PIPA","C","LIVE",39.6,1,2,1,1231.6,0.9801,7.957747155,"tagged: 459",1.09,117,"A"
"ACA002","ACA","Austin Cary FL","PIPA","SNAG","DEAD",16.5,1,0,2,213.8,0.402736686,18.83490451,"rotten, no core, extremely burned",8.72,144,"A"
"ACA003","ACA","Austin Cary FL","PIPA","SNAG","DEAD",21.6,1,0,3,366.4,0.2916,7.957747155,"no core, extremely burned",10.89,158,"A"
"ACA004","ACA","Austin Cary FL","PIPA","C","LIVE",30.6,1,2,4,735.4,0.585225,7.957747155,NA,16.5,134,"A"
"ACA005","ACA","Austin Cary FL","PIPA","C","LIVE",22.5,1,2,5,397.6,0.31640625,7.957747155,NA,18.82,131,"A"
"ACA006","ACA","Austin Cary FL","PIPA","C","LIVE",29.9,1,2,6,702.2,0.55875625,7.957747155,NA,14.89,118,"A"
"ACA007","ACA","Austin Cary FL","PIPA","C","LIVE",35.5,1,2,7,989.8,0.78765625,7.957747155,NA,16.03,103,"A"
"ACA008","ACA","Austin Cary FL","PIPA","C","LIVE",33.9,1,2,8,902.6,0.71825625,7.957747155,NA,15.1,32,"A"
"ACA009","ACA","Austin Cary FL","PIPA","C","LIVE",31.7,1,2,9,789.2,0.62805625,7.957747155,"tagged: 992",10.7,59,"A"
"ACA010","ACA","Austin Cary FL","PIPA","C","LIVE",18.6,1,2,10,271.7,0.511775148,18.83490451,"tagged: 995",6.35,44,"A"
"ACA011","ACA","Austin Cary FL","PIPA","C","LIVE",26,1,2,11,530.9,0.4225,7.957747155,"tagged: 996",3.69,29,"A"
"ACA012","ACA","Austin Cary FL","PIPA","C","LIVE",35.7,1,2,12,1001,0.79655625,7.957747155,NA,14.02,50,"A"
"ACA013","ACA","Austin Cary FL","PIPA","C","LIVE",22.8,1,2,13,408.3,0.3249,7.957747155,NA,19.85,41,"A"
"ACA014","ACA","Austin Cary FL","PIPA","C","LIVE",34.8,1,2,14,951.1,0.7569,7.957747155,"tagged:993",9.14,19,"A"
"ACA015","ACA","Austin Cary FL","PIPA","C","LIVE",17.1,1,2,15,229.7,0.432559172,18.83490451,"Tagged:990",12.87,21,"A"
"ACA016","ACA","Austin Cary FL","PIPA","C","LIVE",36.2,1,2,16,1029.2,0.819025,7.957747155,"tagged:989",16.62,19,"A"
"ACA017","ACA","Austin Cary FL","PIPA","C","LIVE",42.2,1,2,17,1398.7,1.113025,7.957747155,"tagged:988",14.68,349,"A"
"ACA018","ACA","Austin Cary FL","PIPA","C","LIVE",27.2,1,2,18,581.1,0.4624,7.957747155,"tagged: 987?",12.92,21,"A"
"ACA019","ACA","Austin Cary FL","PIPA","C","LIVE",26.7,1,2,19,559.9,0.44555625,7.957747155,"tagged:1000",17.42,310,"A"
"ACA020","ACA","Austin Cary FL","PIPA","C","LIVE",23.5,1,2,20,433.7,0.34515625,7.957747155,"tagged: 433",16.57,286,"A"
"ACA021","ACA","Austin Cary FL","PIPA","C","LIVE",42.9,1,2,21,1445.5,1.15025625,7.957747155,"tagged: 450",19.66,264,"A"
"ACA022","ACA","Austin Cary FL","PIPA","SNAG","DEAD",25.4,1,0,22,506.7,0.403225,7.957747155,"no core, tagged:451",15.89,260,"A"
"ACA023","ACA","Austin Cary FL","PIPA","C","LIVE",31.8,1,2,23,794.2,0.632025,7.957747155,"tagged: 455",8.19,267,"A"
"ACA024","ACA","Austin Cary FL","PIPA","C","LIVE",38,1,2,24,1134.1,0.9025,7.957747155,"tagged: 456",3.23,265,"A"
"ACA025","ACA","Austin Cary FL","PIPA","C","LIVE",35,1,2,25,962.1,0.765625,7.957747155,"tagged: 453",10.1,241,"A"
"ACA026","ACA","Austin Cary FL","PIPA","C","LIVE",22.8,1,2,26,408.3,0.3249,7.957747155,"tagged: 452",15.26,246,"A"
"ACA027","ACA","Austin Cary FL","PIPA","C","LIVE",34.8,1,2,27,951.1,0.7569,7.957747155,"tagged: 472",17.88,242,"A"
"ACA028","ACA","Austin Cary FL","PIPA","C","LIVE",35.6,1,2,28,995.4,0.7921,7.957747155,"tagged: 470",16.47,216,"A"
"ACA029","ACA","Austin Cary FL","PIPA","C","LIVE",37.2,1,2,29,1086.9,0.8649,7.957747155,"tagged: 496",17.95,186,"A"
"ACA030","ACA","Austin Cary FL","PIPA","C","LIVE",22.2,1,2,30,387.1,0.308025,7.957747155,"tagged: 464",12.22,186,"A"
"ACA031","ACA","Austin Cary FL","PIPA","C","LIVE",29.5,1,2,31,683.5,0.54390625,7.957747155,"tagged: 465",12.44,196,"A"
"ACA032","ACA","Austin Cary FL","PIPA","C","LIVE",21.2,1,2,32,353,0.2809,7.957747155,"tagged: 458",6.05,215,"A"
"ACB001","ACB","Austin Cary FL","PIPA","SNAG","DEAD",26.8,1,2,1,564.1,0.4489,7.957747155,NA,19.37,5,"B"
"ACB002","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,2,637.9,0.50765625,7.957747155,"has some canopy damage",19.31,356,"B"
"ACB003","ACB","Austin Cary FL","PIPA","C","LIVE",33.2,1,2,3,865.7,0.6889,7.957747155,NA,17.84,358,"B"
"ACB004","ACB","Austin Cary FL","PIPA","C","LIVE",30.5,1,2,4,730.6,0.58140625,7.957747155,NA,18.09,347,"B"
"ACB005","ACB","Austin Cary FL","PIPA","C","LIVE",33.5,1,2,5,881.4,0.70140625,7.957747155,NA,19.16,329,"B"
"ACB006","ACB","Austin Cary FL","PIPA","C","LIVE",22.9,1,2,6,411.9,0.32775625,7.957747155,NA,12.82,280,"B"
"ACB007","ACB","Austin Cary FL","PIPA","C","LIVE",33.3,1,2,7,870.9,0.69305625,7.957747155,NA,6.61,294,"B"
"ACB008","ACB","Austin Cary FL","PIPA","I","LIVE",10,1,2,8,78.5,0.147928994,18.83490451,NA,6,299,"B"
"ACB009","ACB","Austin Cary FL","PIPA","C","LIVE",34.3,1,2,9,924,0.73530625,7.957747155,NA,3.84,254,"B"
"ACB010","ACB","Austin Cary FL","PIPA","C","LIVE",27.2,1,2,10,581.1,0.4624,7.957747155,NA,6.66,250,"B"
"ACB011","ACB","Austin Cary FL","PIPA","C","LIVE",29.9,1,2,11,702.2,0.55875625,7.957747155,NA,18.31,240,"B"
"ACB012","ACB","Austin Cary FL","PIPA","C","LIVE",24.4,1,2,12,467.6,0.3721,7.957747155,NA,18.04,226,"B"
"ACB013","ACB","Austin Cary FL","PIPA","C","LIVE",29.6,1,2,13,688.1,0.5476,7.957747155,NA,19.12,215,"B"
"ACB014","ACB","Austin Cary FL","PIPA","C","LIVE",28.9,1,2,14,656,0.52200625,7.957747155,NA,15.81,221,"B"
"ACB015","ACB","Austin Cary FL","PIPA","C","LIVE",28.4,1,2,15,633.5,0.5041,7.957747155,NA,9.56,225,"B"
"ACB016","ACB","Austin Cary FL","PIPA","C","LIVE",31.4,1,2,16,774.4,0.616225,7.957747155,NA,10.52,214,"B"
"ACB017","ACB","Austin Cary FL","PIPA","C","LIVE",26.7,1,2,17,559.9,0.44555625,7.957747155,NA,18.83,199,"B"
"ACB018","ACB","Austin Cary FL","PIPA","C","LIVE",28.8,1,2,18,651.4,0.5184,7.957747155,NA,16.29,182,"B"
"ACB019","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,19,637.9,0.50765625,7.957747155,NA,15.78,167,"B"
"ACB020","ACB","Austin Cary FL","PIPA","C","LIVE",34.9,1,2,20,956.6,0.76125625,7.957747155,"has a large fire scar",15.89,165,"B"
"ACB021","ACB","Austin Cary FL","PIPA","C","LIVE",29.7,1,2,21,692.8,0.55130625,7.957747155,NA,12.5,166,"B"
"ACB022","ACB","Austin Cary FL","PIPA","C","LIVE",24,1,2,22,452.4,0.36,7.957747155,NA,9.79,127,"B"
"ACB023","ACB","Austin Cary FL","PIPA","C","LIVE",32.6,1,2,23,834.7,0.664225,7.957747155,NA,6.36,134,"B"
"ACB024","ACB","Austin Cary FL","PIPA","C","LIVE",32.7,1,2,24,839.8,0.66830625,7.957747155,NA,0.95,56,"B"
"ACB025","ACB","Austin Cary FL","PIPA","C","LIVE",13.6,1,2,25,145.3,0.273609467,18.83490451,NA,1.3,54,"B"
"ACB026","ACB","Austin Cary FL","PIPA","C","LIVE",35.5,1,2,26,989.8,0.78765625,7.957747155,NA,14.52,109,"B"
"ACB027","ACB","Austin Cary FL","PIPA","C","LIVE",33.8,1,2,27,897.3,0.714025,7.957747155,NA,13.94,91,"B"
"ACB028","ACB","Austin Cary FL","PIPA","C","LIVE",25.5,1,2,28,510.7,0.40640625,7.957747155,NA,9.05,71,"B"
"ACB029","ACB","Austin Cary FL","PIPA","C","LIVE",20.8,1,2,29,339.8,0.2704,7.957747155,NA,15.96,50,"B"
"ACB030","ACB","Austin Cary FL","PIPA","C","LIVE",28.6,1,2,30,642.4,0.511225,7.957747155,NA,16.69,49,"B"
"ACB031","ACB","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,31,637.9,0.50765625,7.957747155,NA,19.37,18,"B"
"ACB032","ACB","Austin Cary FL","PIPA","SNAG","DEAD",10.6,1,0,32,88.2,0.166213018,18.83490451,"unstable, no core",10.85,135,"B"
"ACC001","ACC","Austin Cary FL","PIPA","SNAG","DEAD",22.4,1,0,1,394.1,0.3136,7.957747155,"burned severely, no core",4.58,291,"C"
"ACC002","ACC","Austin Cary FL","PIPA","C","LIVE",37.7,1,2,2,1116.3,0.88830625,7.957747155,NA,6.06,301,"C"
"ACC003","ACC","Austin Cary FL","PIPA","C","LIVE",27.6,1,2,3,598.3,0.4761,7.957747155,NA,11.57,305,"C"
"ACC004","ACC","Austin Cary FL","PIPA","C","LIVE",35.3,1,2,4,978.7,0.77880625,7.957747155,"has a fire scar @ base",15.23,273,"C"
"ACC005","ACC","Austin Cary FL","PIPA","C","LIVE",29.4,1,2,5,678.9,0.540225,7.957747155,NA,18.46,257,"C"
"ACC006","ACC","Austin Cary FL","PIPA","C","LIVE",30.5,1,2,6,730.6,0.58140625,7.957747155,NA,16.09,226,"C"
"ACC007","ACC","Austin Cary FL","PIPA","C","LIVE",26.3,1,2,7,543.3,0.43230625,7.957747155,NA,12.23,207,"C"
"ACC008","ACC","Austin Cary FL","PIPA","C","LIVE",23.5,1,2,8,433.7,0.34515625,7.957747155,NA,6.86,210,"C"
"ACC009","ACC","Austin Cary FL","PIPA","C","LIVE",28.5,1,2,9,637.9,0.50765625,7.957747155,NA,16.69,184,"C"
"ACC010","ACC","Austin Cary FL","PIPA","C","LIVE",27.3,1,2,10,585.3,0.46580625,7.957747155,NA,13.94,161,"C"
"ACC011","ACC","Austin Cary FL","PIPA","C","LIVE",33.2,1,2,11,865.7,0.6889,7.957747155,NA,8.24,157,"C"
"ACC012","ACC","Austin Cary FL","PIPA","C","LIVE",33,1,2,12,855.3,0.680625,7.957747155,NA,5.67,144,"C"
"ACC013","ACC","Austin Cary FL","PIPA","C","LIVE",46.5,1,2,13,1698.2,1.35140625,7.957747155,NA,11.56,143,"C"
"ACC014","ACC","Austin Cary FL","PIPA","C","LIVE",24,1,2,14,452.4,0.36,7.957747155,NA,14.62,140,"C"
"ACC015","ACC","Austin Cary FL","PIPA","C","LIVE",27.3,1,2,15,585.3,0.46580625,7.957747155,NA,12.34,128,"C"
"ACC016","ACC","Austin Cary FL","PIPA","C","LIVE",26.8,1,2,16,564.1,0.4489,7.957747155,NA,10.59,125,"C"
"ACC017","ACC","Austin Cary FL","PIPA","C","LIVE",29.3,1,2,17,674.3,0.53655625,7.957747155,NA,12.49,95,"C"
"ACC018","ACC","Austin Cary FL","PIPA","C","LIVE",23.3,1,2,18,426.4,0.33930625,7.957747155,"tagged: 143",20,39,"C"
"ACC019","ACC","Austin Cary FL","PIPA","C","LIVE",36.5,1,2,19,1046.3,0.83265625,7.957747155,"giant lightning scar, tag burned away",17.89,39,"C"
"ACC020","ACC","Austin Cary FL","PIPA","C","LIVE",33.5,1,2,20,881.4,0.70140625,7.957747155,NA,14.49,41,"C"
"ACC021","ACC","Austin Cary FL","PIPA","C","LIVE",31.8,1,2,21,794.2,0.632025,7.957747155,NA,12.65,50,"C"
"ACC022","ACC","Austin Cary FL","PIPA","C","LIVE",24.5,1,2,22,471.4,0.37515625,7.957747155,NA,7.77,58,"C"
"ACC023","ACC","Austin Cary FL","PIPA","C","LIVE",26.5,1,2,23,551.5,0.43890625,7.957747155,NA,5.14,49,"C"
"ACC024","ACC","Austin Cary FL","PIPA","C","LIVE",28.1,1,2,24,620.2,0.49350625,7.957747155,NA,2.86,42,"C"
"ACC025","ACC","Austin Cary FL","PIPA","SNAG","DEAD",21.9,1,1,25,376.7,0.29975625,7.957747155,"1 core, lots of rot",10.47,19,"C"
"ACC026","ACC","Austin Cary FL","PIPA","SNAG","DEAD",24,1,2,26,452.4,0.36,7.957747155,"fire scar, rotten",12.73,26,"C"
"DHA001","DHA","Duke Hardwood","QUBI","I","LIVE",15.7,1,2,1,193.6,0.364630178,18.83490451,NA,7.99,137,"A"
"DHA002","DHA","Duke Hardwood","LIST","D","LIVE",17.9,1,2,2,251.6,0.47397929,18.83490451,NA,10.87,136,"A"
"DHA003","DHA","Duke Hardwood","QUBI","D","LIVE",59.3,1,2,3,2761.8,2.19780625,7.957747155,NA,12.41,103,"A"
"DHA004","DHA","Duke Hardwood","QUPH","D","LIVE",55.5,1,2,4,2419.2,1.92515625,7.957747155,"WILLOW OAK",2.08,54,"A"
"DHA005","DHA","Duke Hardwood","QUPH","C","LIVE",24.7,1,2,5,479.2,0.38130625,7.957747155,NA,6.14,54,"A"
"DHA006","DHA","Duke Hardwood","QUPH","C","LIVE",43.1,1,2,6,1459,1.16100625,7.957747155,NA,8.48,29,"A"
"DHA007","DHA","Duke Hardwood","ACRU","I","LIVE",21.3,1,2,7,356.3,0.28355625,7.957747155,"VAR. TRILOBA",11.98,8,"A"
"DHA008","DHA","Duke Hardwood","OAK","SNAG","DEAD",22.1,1,2,8,383.6,0.30525625,7.957747155,NA,10.07,35,"A"
"DHA009","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",20.8,1,2,9,339.8,0.2704,7.957747155,NA,11.41,55,"A"
"DHA010","DHA","Duke Hardwood","LIST","D","LIVE",66.1,1,2,10,3431.6,2.73075625,7.957747155,NA,10.69,357,"A"
"DHA011","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",26.4,1,2,11,547.4,0.4356,7.957747155,NA,5.37,350,"A"
"DHA012","DHA","Duke Hardwood","QUBI","C","LIVE",42,1,2,12,1385.4,1.1025,7.957747155,NA,10.84,320,"A"
"DHA013","DHA","Duke Hardwood","LIST","I","LIVE",25.1,1,2,13,494.8,0.39375625,7.957747155,NA,12.34,272,"A"
"DHA014","DHA","Duke Hardwood","ACRU","S","LIVE",15.9,1,2,14,198.6,0.37397929,18.83490451,"VAR. TRILOBA",7.17,266,"A"
"DHA015","DHA","Duke Hardwood","QUBI","I","LIVE",24.5,1,2,15,471.4,0.37515625,7.957747155,NA,2.82,213,"A"
"DHA016","DHA","Duke Hardwood","OAK","SNAG","DEAD",27.8,1,0,16,607,0.483025,7.957747155,"no core, rotten @ bottom",6.77,227,"A"
"DHA017","DHA","Duke Hardwood","QUBI","I","LIVE",24.5,1,2,17,471.4,0.37515625,7.957747155,NA,8.58,225,"A"
"DHA018","DHA","Duke Hardwood","ULAL","D","LIVE",30.8,1,2,18,745.1,0.5929,7.957747155,"2x check species, Ulmus?",10.62,226,"A"
"DHA019","DHA","Duke Hardwood","QUBI","I","LIVE",23,1,2,19,415.5,0.330625,7.957747155,NA,9.79,182,"A"
"DHA020","DHA","Duke Hardwood","ULAL","I","LIVE",24.2,1,2,20,460,0.366025,7.957747155,NA,8.23,157,"A"
"DHA021","DHA","Duke Hardwood","QUBI","I","LIVE",29.7,1,2,21,692.8,0.55130625,7.957747155,NA,14.06,152,"A"
"DHA022","DHA","Duke Hardwood","FRAX","I","LIVE",31.7,1,2,22,789.2,0.62805625,7.957747155,"was FRAM, now Frax",19.32,164,"A"
"DHA023","DHA","Duke Hardwood","QUBI","C","LIVE",66.4,1,2,23,3462.8,2.7556,7.957747155,NA,17.52,136,"A"
"DHA024","DHA","Duke Hardwood","ULMUS","SNAG","DEAD",22.2,1,2,24,387.1,0.308025,7.957747155,NA,19.37,78,"A"
"DHA025","DHA","Duke Hardwood","CAOV","D","LIVE",45.8,1,2,25,1647.5,1.311025,7.957747155,NA,19.93,45,"A"
"DHA026","DHA","Duke Hardwood","OAK","SNAG","DEAD",29.4,1,0,26,678.9,0.540225,7.957747155,"no core",16.97,18,"A"
"DHA027","DHA","Duke Hardwood","FRAX","C","LIVE",37.9,1,2,27,1128.2,0.89775625,7.957747155,"was FRAM, now Frax",18.95,12,"A"
"DHA028","DHA","Duke Hardwood","QUPH","C","LIVE",45.6,1,2,28,1633.1,1.2996,7.957747155,NA,19.89,355,"A"
"DHA029","DHA","Duke Hardwood","QUPH","I","LIVE",33.1,1,2,29,860.5,0.68475625,7.957747155,NA,19.9,323,"A"
"DHA030","DHA","Duke Hardwood","ULAL","I","LIVE",30.3,1,2,30,721.1,0.57380625,7.957747155,NA,13.89,325,"A"
"DHA031","DHA","Duke Hardwood","QUBI","I","LIVE",34.4,1,2,31,929.4,0.7396,7.957747155,NA,14.22,289,"A"
"DHA032","DHA","Duke Hardwood","CAOV","C","LIVE",41.4,1,2,32,1346.1,1.071225,7.957747155,NA,16.88,266,"A"
"DHA033","DHA","Duke Hardwood","ACRU","C","LIVE",31,1,2,33,754.8,0.600625,7.957747155,"VAR. TRILOBA",19.92,237,"A"
"DHA034","DHA","Duke Hardwood","ULAL","C","LIVE",24.5,1,2,34,471.4,0.37515625,7.957747155,NA,15.02,239,"A"
"DHA035","DHA","Duke Hardwood","CAOV","D","LIVE",38.6,1,2,35,1170.2,0.931225,7.957747155,NA,14.05,215,"A"
"DHA036","DHA","Duke Hardwood","ULAL","C","LIVE",20.1,1,2,36,317.3,0.25250625,7.957747155,NA,16.7,211,"A"
"DHA037","DHA","Duke Hardwood","ACRU","S","LIVE",23.5,1,2,37,433.7,0.34515625,7.957747155,"VAR. TRILOBA, would be C if upright",19.21,198,"A"
"DHA038","DHA","Duke Hardwood","NYSY","I","LIVE",24.9,1,2,38,487,0.38750625,7.957747155,NA,19.61,177,"A"
"DHA039","DHA","Duke Hardwood","ULAL","C","LIVE",26.9,1,2,39,568.3,0.45225625,7.957747155,NA,13.82,179,"A"
"DHA099","DHA","Duke Hardwood","LIST","C","LIVE",32.4,1,2,99,824.5,0.6561,7.957747155,NA,16.49,138,"A"
"DHB001","DHB","Duke Hardwood","QUVE","D","LIVE",61.5,1,2,1,2970.6,2.36390625,7.957747155,NA,5.29,265,"B"
"DHB002","DHB","Duke Hardwood","LITU","I","LIVE",19.9,1,2,2,311,0.585813609,18.83490451,NA,8.74,245,"B"
"DHB003","DHB","Duke Hardwood","LITU","S","LIVE",12.2,1,2,3,116.9,0.220177515,18.83490451,NA,6.1,250,"B"
"DHB004","DHB","Duke Hardwood","NYSY","S","LIVE",11.9,1,2,4,111.2,0.209482249,18.83490451,NA,3.97,229,"B"
"DHB005","DHB","Duke Hardwood","LITU","D","LIVE",48.8,1,2,5,1870.4,1.4884,7.957747155,NA,7.53,230,"B"
"DHB006","DHB","Duke Hardwood","LITU","C","LIVE",39.6,1,2,6,1231.6,0.9801,7.957747155,NA,11.78,198,"B"
"DHB007","DHB","Duke Hardwood","LITU","I","LIVE",30.8,1,2,7,745.1,0.5929,7.957747155,NA,11.78,180,"B"
"DHB008","DHB","Duke Hardwood","LITU","C","LIVE",43.9,1,2,8,1513.6,1.20450625,7.957747155,NA,8.13,178,"B"
"DHB009","DHB","Duke Hardwood","CATO","D","LIVE",52.6,1,2,9,2173,1.729225,7.957747155,"CENTER WOUND",3.26,160,"B"
"DHB010","DHB","Duke Hardwood","LITU","I","LIVE",30.8,1,2,10,745.1,0.5929,7.957747155,NA,12,150,"B"
"DHB011","DHB","Duke Hardwood","LITU","S","LIVE",16.3,1,2,11,208.7,0.393032544,18.83490451,NA,12.55,138,"B"
"DHB012","DHB","Duke Hardwood","LITU","C","LIVE",41.7,1,2,12,1365.7,1.08680625,7.957747155,NA,11.65,110,"B"
"DHB013","DHB","Duke Hardwood","ULAL","S","LIVE",20.5,1,2,13,330.1,0.26265625,7.957747155,NA,1.48,57,"B"
"DHB014","DHB","Duke Hardwood","NYSY","S","LIVE",11.8,1,2,14,109.4,0.205976331,18.83490451,NA,3.02,44,"B"
"DHB015","DHB","Duke Hardwood","CATO","D","LIVE",43.3,1,1,15,1472.5,1.17180625,7.957747155,NA,7.65,16,"B"
"DHB016","DHB","Duke Hardwood","CAGL","C","LIVE",62.9,1,2,16,3107.4,2.47275625,7.957747155,NA,7.1,321,"B"
"DHB017","DHB","Duke Hardwood","CAGL","C","LIVE",40.5,1,1,17,1288.2,1.02515625,7.957747155,NA,8.56,321,"B"
"DHB018","DHB","Duke Hardwood","CATO","C","LIVE",73.3,1,2,18,4219.9,3.35805625,7.957747155,NA,11.69,313,"B"
"DHB019","DHB","Duke Hardwood","QUAL","I","LIVE",20,1,2,19,314.2,0.25,7.957747155,NA,11.75,306,"B"
"DHB020","DHB","Duke Hardwood","LITU","C","LIVE",32.4,1,2,20,824.5,0.6561,7.957747155,NA,18.99,264,"B"
"DHB021","DHB","Duke Hardwood","LITU","C","LIVE",47.9,1,2,21,1802,1.43400625,7.957747155,NA,17.97,235,"B"
"DHB022","DHB","Duke Hardwood","CAOV","I","LIVE",31,1,2,22,754.8,0.600625,7.957747155,NA,15.18,239,"B"
"DHB023","DHB","Duke Hardwood","LITU","C","LIVE",36.2,1,2,23,1029.2,0.819025,7.957747155,NA,16.18,200,"B"
"DHB024","DHB","Duke Hardwood","LITU","C","LIVE",33.6,1,2,24,886.7,0.7056,7.957747155,NA,16.59,184,"B"
"DHB025","DHB","Duke Hardwood","NYSY","I","LIVE",29.6,1,2,25,688.1,0.5476,7.957747155,NA,17.21,170,"B"
"DHB026","DHB","Duke Hardwood","LITU","C","LIVE",38.3,1,2,26,1152.1,0.91680625,7.957747155,NA,16.83,134,"B"
"DHB027","DHB","Duke Hardwood","LITU","C","LIVE",46.8,1,2,27,1720.2,1.3689,7.957747155,NA,14.38,131,"B"
"DHB028","DHB","Duke Hardwood","LITU","C","LIVE",46.2,1,2,28,1676.4,1.334025,7.957747155,NA,18.84,108,"B"
"DHB029","DHB","Duke Hardwood","LITU","C","LIVE",28.5,1,2,29,637.9,0.50765625,7.957747155,NA,17.17,108,"B"
"DHB030","DHB","Duke Hardwood","LITU","C","LIVE",35.4,1,1,30,984.2,0.783225,7.957747155,"split stem, funky, took pics",18.65,54,"B"
"DHB031","DHB","Duke Hardwood","CAGL","D","LIVE",63.8,1,2,31,3196.9,2.544025,7.957747155,"has a tree fall scar",15.82,63,"B"
"DHB032","DHB","Duke Hardwood","CAGL","C","LIVE",42.6,1,2,32,1425.3,1.134225,7.957747155,NA,14.67,33,"B"
"DHB033","DHB","Duke Hardwood","LITU","I","LIVE",23.4,1,2,33,430.1,0.342225,7.957747155,NA,18.68,14,"B"
"DHB034","DHB","Duke Hardwood","LIST","I","LIVE",24.3,1,2,34,463.8,0.36905625,7.957747155,NA,14.1,331,"B"
"DHB035","DHB","Duke Hardwood","QUVE","I","LIVE",26,1,2,35,530.9,0.4225,7.957747155,"check core for spp",19.2,314,"B"
"DHC001","DHC","Duke Hardwood","ULAL","C","LIVE",32.8,1,2,1,845,0.6724,7.957747155,NA,6.19,89,"C"
"DHC002","DHC","Duke Hardwood","QUBI","I","LIVE",16.7,1,2,2,219,0.412559172,18.83490451,NA,9.07,100,"C"
"DHC003","DHC","Duke Hardwood","LIST","C","LIVE",42,1,2,3,1385.4,1.1025,7.957747155,NA,10.27,80,"C"
"DHC004","DHC","Duke Hardwood","CAOV","C","LIVE",41.4,1,2,4,1346.1,1.071225,7.957747155,NA,10.52,48,"C"
"DHC005","DHC","Duke Hardwood","ACRU","C","LIVE",21.9,1,2,5,376.7,0.29975625,7.957747155,"VAR. TRILOBA",10.3,15,"C"
"DHC006","DHC","Duke Hardwood","RED OAK","SNAG","DEAD",47,1,0,6,1734.9,1.380625,7.957747155,"ROTTEN, NO CORE",6.77,11,"C"
"DHC007","DHC","Duke Hardwood","QUBI","I","LIVE",29.3,1,2,7,674.3,0.53655625,7.957747155,NA,12.52,356,"C"
"DHC008","DHC","Duke Hardwood","QUBI","I","LIVE",16.2,1,2,8,206.1,0.388224852,18.83490451,NA,12.5,348,"C"
"DHC009","DHC","Duke Hardwood","NYSY","I","LIVE",24.4,1,2,9,467.6,0.3721,7.957747155,NA,1.63,337,"C"
"DHC010","DHC","Duke Hardwood","LIST","SNAG","DEAD",19.4,1,0,10,295.6,0.556745562,18.83490451,"ROTTEN, NO CORE",9.49,271,"C"
"DHC011","DHC","Duke Hardwood","QUBI","C","LIVE",80.4,1,2,11,5076.9,4.0401,7.957747155,NA,5.18,210,"C"
"DHC012","DHC","Duke Hardwood","ULMUS","SNAG","DEAD",22.8,1,2,12,408.3,0.3249,7.957747155,NA,12.53,203,"C"
"DHC013","DHC","Duke Hardwood","CAOV","S","LIVE",15.6,1,2,13,191.1,0.36,18.83490451,NA,127.74,196,"C"
"DHC014","DHC","Duke Hardwood","ULAL","I","LIVE",26,1,2,14,530.9,0.4225,7.957747155,NA,8.03,156,"C"
"DHC015","DHC","Duke Hardwood","CAOV","C","LIVE",37.7,1,2,15,1116.3,0.88830625,7.957747155,NA,9.34,134,"C"
"DHC016","DHC","Duke Hardwood","CAOV","C","LIVE",60.3,1,2,16,2855.8,2.27255625,7.957747155,NA,9.52,124,"C"
"DHC017","DHC","Duke Hardwood","LIST","I","LIVE",25.3,1,2,17,502.7,0.40005625,7.957747155,NA,14.05,111,"C"
"DHC018","DHC","Duke Hardwood","ULAL","C","LIVE",24.8,1,2,18,483.1,0.3844,7.957747155,NA,13.98,101,"C"
"DHC019","DHC","Duke Hardwood","LITU","C","LIVE",28.9,1,2,19,656,0.52200625,7.957747155,NA,18.25,90,"C"
"DHC020","DHC","Duke Hardwood","QUPH","C","LIVE",19.6,1,2,20,301.7,0.568284024,18.83490451,NA,17.67,56,"C"
